	OM5_B_B_1	OM5_B_B_3	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5H_2	OM5_C_5H_3	OM5_C_6A_1	OM5_C_6B_1	OM5_C_6B_2	OM5_C_6B_3	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_1	OM5_H_2H_2	OM5_H_6A_2	OM5_H_6B_2	OM5_H_6C_1	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6H_2
OM5_C_6F_1	0.0105447626902404	0.00961784935673545	0.00321998989554521	0.0101047136847506	0.0275746639235522	0.0212940032465751	0.0187092031724345	0.0121693853101829	0.0206994901653444	0.0140704731074536	0.0211423771528509	0.00846318616109096	0.014348762686207	0.0151912820364045	0.0289870647899564	0.00712715253030355	0.0181710071900612	0.00799898177235992	0.00934157523349234	0.000931414137090039	0.00795610178871001	0.0159545550925743	0.022197106388697	0.0242389399866806	0.0242501406525724	0.0260938985063449	0.00719691901766564	0.0108099063415422	0.0236034465068043	0.0176833812382002	0.0211298796879064	0	0.00536375570372795	0.000884587142240677	0.0195665570937075	0.0330790560867222	0.0195186219020443	0.0173728494639179	0.0259698694070053	0.0245062792227517	0.0207871806757538	0.0255153616505959	0.0368771064339812	0.0239687635312677
OM5_C_6F_2	0.00994788185767029	0.00914573576443933	0.00294422979476502	0.00901642093504032	0.0252740912455399	0.0186382384553703	0.0174004805175795	0.00920513574527889	0.0190781964337044	0.0130554151735474	0.0202134041513766	0.00793848220755199	0.0167948464866188	0.0124144441520021	0.0268455497784118	0.00398957962831556	0.0162919311055613	0.00508156885686836	0.00894147863508973	0.00559691912874128	0.00536958352926667	0.0137652341615317	0.0199223965981198	0.0239971115351636	0.022198908248706	0.0244521253926522	0.00481077157810746	0.00958287201936801	0.0218625336341501	0.0146321545210933	0.0188744435099557	0.00536375570372795	0	0.00487736395538206	0.01770435571321	0.0311365248940407	0.0187076585001018	0.0153438162018127	0.0244079763901288	0.0224129221560537	0.0191370713931932	0.0243367318441887	0.0350044816013197	0.0222957539630928
OM5_C_6F_3	0.0110308290102521	0.00877100700277097	0.00319851837591016	0.00923541981215287	0.0266968688920403	0.0204097912632394	0.0178569422110984	0.0112929804865527	0.0198371780793467	0.0132202370854504	0.020314481514807	0.00891648501162356	0.0151856093429975	0.0143079890101432	0.0281137762647417	0.00712409478652767	0.0172973007271775	0.00714331484599065	0.0084961819954442	0.000727250947885691	0.0070878958554691	0.0150725169326438	0.0213174983991366	0.023465216777491	0.0233768629726832	0.0252362327080789	0.00632970382246587	0.00993930453579584	0.022739707056594	0.016802144647645	0.0202500689870067	0.000884587142240677	0.00487736395538206	0	0.0186948432900172	0.0322139440620783	0.0186945476999287	0.016494731081675	0.025115527498634	0.0236320185587587	0.0199238902065742	0.0246795932495845	0.0360162361417361	0.0231079507861058
OM5_H_2H_1	0.027638508740735	0.0100703200913049	0.0198415858406865	0.00946407634539743	0.00808250111451949	0.00341831836883865	0.00206506995620515	0.00869124956672877	0.00155998760560038	0.00576336687722782	0.00409306916571114	0.0256397167822906	0.0337865756707196	0.00575054103116863	0.00942616875626948	0.0214847264384885	0.00141951363236723	0.0126297498050069	0.0103501291492907	0.0188374494737528	0.0123875377578208	0.00397249816943099	0.00294863537438045	0.00855665918565006	0.00468997265103478	0.00675087295234071	0.0130494368909347	0.00875767825391451	0.00415895175988011	0.00499679743373358	0.00206024806769012	0.0195665570937075	0.01770435571321	0.0186948432900172	0	0.0135531178153914	0.00384911427853603	0.00237359439244355	0.00672317766001749	0.00495547142131064	0.00156263693956633	0.00695379549140642	0.0173929847868933	0.00459729209600318
OM5_H_2H_2	0.0410089738915134	0.0235016577055487	0.0333726734109289	0.0229831737528894	0.00608545047444128	0.0127562779035003	0.0144482701357284	0.0219628623770176	0.0123886247803015	0.0190643379891506	0.0125536914560501	0.0390619352877417	0.0473278115634105	0.0187851870457469	0.00437537976681473	0.0347935034862862	0.0149683456444253	0.02609931777785	0.0237813157189054	0.0323243570964603	0.02588846078361	0.0173976327826105	0.0112382238039805	0.0120738378467986	0.00894313858520867	0.00707062052989959	0.0265702941114848	0.0222823416617069	0.00948086600084464	0.0168986354900551	0.0122721242730245	0.0330790560867222	0.0311365248940407	0.0322139440620783	0.0135531178153914	0	0.0141445427179713	0.0158522342110466	0.00726992542362758	0.00872641842025503	0.0122978126813372	0.00835397484900298	0.00387440107030672	0.00913399752371124
OM5_H_6A_2	0.0285853657927178	0.00996797436603532	0.0204067519688624	0.00976779366964345	0.00983657750157369	0.00715987990640401	0.00205775448310851	0.0105267123395296	0.00312350155437122	0.00566149919714398	0.0016401231399187	0.026499860311153	0.0338608152236625	0.00829782376896658	0.0106796146388193	0.0226572664721162	0.00418873080027166	0.013717748348169	0.0102334370110311	0.0186884070575311	0.0133677786857597	0.00623379005453501	0.00604625802613493	0.00554025409667969	0.00653670562470045	0.00712254344069042	0.0138980731410437	0.00914779304477814	0.00521140080952165	0.00843275819391105	0.00556908507775973	0.0195186219020443	0.0187076585001018	0.0186945476999287	0.00384911427853603	0.0141445427179713	0	0.00500876744287489	0.00688357395170518	0.00684486157508391	0.00325397017152028	0.00605169030920996	0.0177444520339247	0.00533644039908729
OM5_H_6B_2	0.0252729570821432	0.00803454698943459	0.0175245131915351	0.00731319699665318	0.0102040414081981	0.00433032169785248	0.00297169920304591	0.00632249968038806	0.0038520171900314	0.00408215062063503	0.00586727679877069	0.0232808335095327	0.0315235613309265	0.00348798782064985	0.0116487979645756	0.0191128894134013	0.00101639464870116	0.0102751372624424	0.0083098276191911	0.016674881716102	0.0100456945200195	0.00159976193342405	0.00483374597220872	0.0103519846870617	0.00692436435835223	0.0091201333292023	0.0107208948652557	0.00660428132399323	0.00652476448600915	0.00351924697130381	0.0037714832715539	0.0173728494639179	0.0153438162018127	0.016494731081675	0.00237359439244355	0.0158522342110466	0.00500876744287489	0	0.00909661397029671	0.0071646054163323	0.00388473924141651	0.0092666113639149	0.0197071343651078	0.00696934285654203
OM5_H_6C_1	0.0343473714066561	0.0163577363146636	0.0264682690037074	0.0159185157553989	0.00400593066024407	0.00723641853660474	0.00726407949285042	0.01540618245987	0.00534265171069192	0.0119041911302912	0.00531916832512011	0.0323369618965471	0.0402803073499029	0.0123791174416027	0.00410297317688722	0.0282048490777551	0.00812346255188427	0.0193286370400807	0.0166356305294305	0.0251887671484639	0.0190691519414891	0.0106946251730916	0.00529105468868335	0.00624900260460617	0.00306450346886196	0.000402619338393942	0.019710532423513	0.0152306554404298	0.00260920997474422	0.0110149112944397	0.00607351907245299	0.0259698694070053	0.0244079763901288	0.025115527498634	0.00672317766001749	0.00726992542362758	0.00688357395170518	0.00909661397029671	0	0.00309575541920787	0.0052765304293516	0.00187056971185734	0.0109507033316946	0.00213421368011029
OM5_H_6F_1	0.0322924105902678	0.0150246783157308	0.0246730669212456	0.0144103874087562	0.0031609988612823	0.00433044319394068	0.00630448703820077	0.0132417080124337	0.00412723937689291	0.0106797483707495	0.00571739795919554	0.0303404055678739	0.0386841966502971	0.0100770844355656	0.0044858309927652	0.0260821451130968	0.00633696233323565	0.0173794091400652	0.0153045726754442	0.0237857904706314	0.0171762684821031	0.00868449521723723	0.00255106218832053	0.00844473728126593	0.000308826038955941	0.00284672621070711	0.0178663366041288	0.0137025273392182	0.00178097338216129	0.00835415757850289	0.00355320702042234	0.0245062792227517	0.0224129221560537	0.0236320185587587	0.00495547142131064	0.00872641842025503	0.00684486157508391	0.0071646054163323	0.00309575541920787	0	0.00400539298225947	0.00457483773733468	0.0125976073302935	0.00197653454920896
OM5_H_6F_2	0.0290801598927614	0.0112080995549676	0.0212001094970416	0.0106966524136942	0.0071589091199093	0.00408569036930004	0.00229912679430326	0.0102032563969448	0.000134461542652805	0.00678572537225138	0.00290462601911153	0.0270645104438427	0.0350648434438692	0.00730770115175433	0.00832874430025847	0.0229522749283051	0.00288131515652198	0.0140563912870628	0.0114880537340538	0.0200299617182335	0.0137936546244915	0.00548000809616184	0.00279231142432439	0.00719711064754052	0.0037061933519907	0.00534689432038454	0.0144350894831104	0.0100000110135649	0.0028172006045422	0.00648089137492419	0.00241981678141169	0.0207871806757538	0.0191370713931932	0.0199238902065742	0.00156263693956633	0.0122978126813372	0.00325397017152028	0.00388473924141651	0.0052765304293516	0.00400539298225947	0	0.00539594699928594	0.0160989761639591	0.00319484780273931
OM5_H_6F_3	0.0342750095677696	0.0159168703661135	0.0262369000222377	0.0155979786791071	0.00587402477043482	0.0082620861703286	0.00694538336327964	0.0155609995012014	0.00541785543324811	0.0114971151957431	0.0044116348224798	0.0322264900297503	0.0398569227995237	0.0127030611523495	0.0058179345677105	0.028210954191601	0.00825328034489017	0.0192670602442475	0.0161890213598927	0.0247000619796966	0.0189692081079295	0.0108502205267479	0.00629281957267249	0.00439697342235567	0.00444732041727359	0.00227308239536142	0.0195683069602114	0.0149357149422626	0.00340469764475722	0.0116791350890993	0.00685267819186814	0.0255153616505959	0.0243367318441887	0.0246795932495845	0.00695379549140642	0.00835397484900298	0.00605169030920996	0.0092666113639149	0.00187056971185734	0.00457483773733468	0.00539594699928594	0	0.0117752653944024	0.00291997155278626
OM5_H_6G_1	0.0448795425156908	0.0272813806453486	0.0372236733414019	0.0267935235619698	0.00991637944162139	0.0166145649496006	0.0181997310452397	0.0258353474389808	0.0161843034981412	0.0228333291428237	0.0161223329828466	0.0429304931112279	0.0511484811781524	0.0226588309307288	0.00823252445614586	0.0386655144622606	0.0188108409341666	0.0299630359524999	0.0275602909032223	0.0361103120522372	0.0297475683190448	0.0212598028084286	0.0151123137783618	0.0149824510477156	0.0128102669869035	0.0107978562801112	0.0304250898834646	0.026096074176594	0.0132855280085284	0.0207581053236574	0.0161452254770191	0.0368771064339812	0.0350044816013197	0.0360162361417361	0.0173929847868933	0.00387440107030672	0.0177444520339247	0.0197071343651078	0.0109507033316946	0.0125976073302935	0.0160989761639591	0.0117752653944024	0	0.0129132539412184
OM5_H_6H_2	0.0322320194290872	0.0143743556406	0.0243897214228988	0.0138867651256924	0.00454443346563022	0.00535475655840509	0.00531913113070839	0.0132738461616798	0.0032745583116381	0.00993179157210611	0.00398634877805345	0.0302283907391951	0.0382549513194057	0.0102471925324581	0.00536331546007174	0.0260805182209372	0.00600503153200592	0.0172183811338927	0.0146537307583143	0.0232037160745198	0.0169665711114415	0.00856576704590977	0.00338156610496671	0.00648363855363111	0.00174448059946682	0.00215840700897636	0.0176164434932811	0.0131919129045499	0.000505119595873452	0.00894760273699529	0.00402821269099125	0.0239687635312677	0.0222957539630928	0.0231079507861058	0.00459729209600318	0.00913399752371124	0.00533644039908729	0.00696934285654203	0.00213421368011029	0.00197653454920896	0.00319484780273931	0.00291997155278626	0.0129132539412184	0
