	OM5_B_B_1	OM5_B_B_2	OM5_B_B_3	OM5_C_4A_1	OM5_C_4A_2	OM5_C_4A_3	OM5_C_4D_1	OM5_C_4D_2	OM5_C_4D_3	OM5_C_4E_1	OM5_C_4E_2	OM5_C_4E_3	OM5_C_4F_2	OM5_C_4F_3	OM5_C_4H_1	OM5_C_4H_2	OM5_C_4H_3	OM5_C_5A_2	OM5_C_5A_3	OM5_C_5B_1	OM5_C_5B_2	OM5_C_5B_3	OM5_C_5D_1	OM5_C_5D_2	OM5_C_5D_3	OM5_C_5E_1	OM5_C_5E_2	OM5_C_5E_3	OM5_C_5F_1	OM5_C_5F_2	OM5_C_5F_3	OM5_C_5G_1	OM5_C_5G_2	OM5_C_5G_3	OM5_C_5H_1	OM5_C_5H_2	OM5_C_6A_2	OM5_C_6D_1	OM5_C_6D_2	OM5_C_6D_3	OM5_C_6F_1	OM5_C_6F_2	OM5_C_6F_3	OM5_H_2H_2	OM5_H_2H_3	OM5_H_6A_2	OM5_H_6A_3	OM5_H_6B_1	OM5_H_6B_2	OM5_H_6B_3	OM5_H_6C_2	OM5_H_6C_3	OM5_H_6F_1	OM5_H_6F_2	OM5_H_6F_3	OM5_H_6G_1	OM5_H_6G_3	OM5_H_6H_1	OM5_H_6H_2	OM5_H_6H_3
OM5_C_6F_3	0.00298352895268474	0.00621314784763844	0.00653669027401462	0.0136683996627752	0.0162119499642305	0.0091780594719647	0.0132092975921148	0.0110174700714827	0.00851256799963042	0.0154053264451881	0.0129705132518175	0.00278516366829152	0.0111904942144983	0.00954079855921167	0.0112888816989768	0.0144841471087306	0.00913073665996489	0.0108874208320494	0.0218416566551746	0.0155273727865399	0.00942232870833072	0.0107743027983215	0.0139205468558557	0.00910848407825089	0.00832511261981876	0.0134548829617721	0.012763906447123	0.00612011744111522	0.00574178032299126	0.0113083782223617	0.00963184454871442	0.012721524045485	0.00796943878517415	0.0157315593485312	0.0040359771703344	0.0189507328810082	0.00535947524960364	0.00895148858274199	0.0099560172606287	0.0190935526481016	0.0142649184348371	0.0110516993729252	0	0.00815983148479882	0.0104769253368606	0.0281479045321463	0.0168739755519615	0.02642822347174	0.0101592642514032	0.0118110834345593	0.0164638353833938	0.00376703873984096	0.0157183197966865	0.0140484236922726	0.00491352487671041	0.00975851483621123	0.0200934910181705	0.0260391263470426	0.00830058477431975	0.0140671236886344
OM5_H_2H_2	0.010446240530194	0.00569134379476516	0.00882870260520423	0.0124363799795414	0.0184751216596269	0.012760947583522	0.0149014264005088	0.0122432699275338	0.00720150299031859	0.0145914354091306	0.0141638394804962	0.00886077635699326	0.013389239452634	0.0066834973584181	0.0112432501157568	0.0160422304978051	0.00909786021738718	0.00427250847870468	0.0209721752217677	0.0199706067510349	0.00750984673329322	0.0104737929056858	0.0119180622970571	0.0136730566180007	0.00432078235176999	0.0147928480426159	0.0159206608104766	0.00751890099463508	0.00354379227456411	0.0130203424651781	0.00742623178937599	0.0100590413317005	0.010596571785215	0.0145084739602745	0.00547529134254449	0.0176058983195653	0.00898303060387585	0.0155705178570061	0.00922719941279666	0.0172236335616854	0.0161465618390707	0.00695425412353672	0.00815983148479882	0	0.0120138860117337	0.0306072138456378	0.0195729658703253	0.0279075849764012	0.00213760888536585	0.0095568095963838	0.00892736449503802	0.00604809696501446	0.0145460734535395	0.0126903158381729	0.00332693699521333	0.00160296425858576	0.0210762280213552	0.0284030284519602	0.0118820929060228	0.00678652081670929
OM5_H_2H_3	0.0130822170640459	0.00646881558205276	0.0165389465313764	0.00453660622919858	0.026621155014186	0.00293072820015334	0.002975043902138	0.00060357798698302	0.0172530386190449	0.00544289425934061	0.00251221965834959	0.0132516617612767	0.00147846407921839	0.00620155416055283	0.00219128101075087	0.00422169945270953	0.00303816506138068	0.0162838170122435	0.0314919763925582	0.00863594757583153	0.0179769326131377	0.00255667269324639	0.02279563356481	0.00450291258752327	0.00801631522926606	0.0030537722212821	0.0041797757787864	0.00499920000186575	0.00882611102735135	0.00101103407655547	0.0180525214165005	0.0211633090577918	0.00255053599543552	0.00600537586911069	0.00798979278119104	0.00890873364229905	0.00511991318532022	0.00858741980120168	0.0191690469135982	0.0282201684434942	0.00419831095092925	0.00743704180471749	0.0104769253368606	0.0120138860117337	0	0.0187064244578246	0.00755983801428963	0.0163680224222024	0.0124862778568625	0.0204200532450236	0.0149657966833248	0.00770938973710633	0.005956185287944	0.00489752838967326	0.0101564964466121	0.0128097254252942	0.00974579853202853	0.0165106095743629	0.0030554252743328	0.0185551430643015
OM5_H_6A_2	0.0300184764203195	0.0251719829909852	0.0346382378429807	0.0188955442093885	0.0441104593861752	0.0190274915380323	0.0157485392881043	0.0184032726756699	0.0358225464509282	0.0169185170425806	0.0164469854981294	0.0308449045531058	0.0174809731041082	0.0241897463232286	0.0194115611520561	0.0145718165722154	0.0215157594136679	0.0348690428005789	0.0498789637849741	0.0132788788847646	0.0365901074354686	0.0201826561434003	0.0414012139215756	0.0190890084840465	0.0263963710416667	0.0158191639204675	0.0154222078417663	0.0236425704728823	0.0275289039356605	0.0176985579772778	0.0366861016501641	0.0398230576372185	0.0206967746550305	0.0173744949423464	0.026573813525863	0.0156292240715698	0.0231624531211831	0.0210082057871789	0.0376552656812157	0.0467984122584832	0.0145113007741838	0.0247309753195599	0.0281479045321463	0.0306072138456378	0.0187064244578246	0	0.0113395936024888	0.00414772397461687	0.0307479112330376	0.0390521435864181	0.030962288283355	0.0262132649153111	0.0172954446072262	0.0188010711409729	0.0288409482956624	0.0312030786142993	0.0100074269874671	0.00220543282027174	0.0199463005313656	0.0368527158397871
OM5_H_6A_3	0.0189178347460962	0.0139907143792113	0.0233309111859172	0.00918058244162566	0.0329741732609616	0.0077090881124817	0.00476243059976892	0.00736587940799082	0.0244972684107704	0.00789803877238018	0.00566113265425189	0.0196072079219732	0.00622196542488282	0.0135119858009172	0.00873485338527747	0.00388553473844645	0.0105330452094037	0.0238420780659249	0.0385551301339059	0.00428953258202906	0.0252747598479962	0.00946770792135926	0.0300823002020978	0.00795377050851343	0.0155223743118277	0.00504944310254615	0.00411051476367224	0.0123723399839272	0.0163384734526032	0.00655464321619991	0.0253779859202904	0.0285271015416661	0.00937384032786006	0.00862580313148204	0.0152655107863936	0.00907754010266639	0.0118245600802032	0.010740300133492	0.026321553779336	0.035474192736724	0.00355659209292033	0.0144131391199584	0.0168739755519615	0.0195729658703253	0.00755983801428963	0.0113395936024888	0	0.00971831587513938	0.019978224469619	0.0277423545692999	0.0215151749273371	0.0148896993646283	0.00852976724376541	0.00926410147853746	0.017578268726183	0.0203396256121137	0.00482510397574842	0.00919018381650427	0.00861813324180582	0.0260751325653988
OM5_H_6B_1	0.0285962773111889	0.0227194140881318	0.0327768702939684	0.0157509982689069	0.0426005054552501	0.0172686876743856	0.0134109563129589	0.0159689626655774	0.0336138896158063	0.0136599987869282	0.013931198174772	0.0291928982171772	0.0153381295618941	0.0213141863480449	0.0166794432858853	0.0121475817806669	0.0189288628487441	0.0321211594828049	0.0478421693499542	0.0128356896015693	0.0343257921043653	0.0174443369825919	0.0391384966657881	0.0176605633523677	0.0236138491070308	0.0133362674987982	0.0137519469685923	0.0213657193587312	0.0250548881594549	0.0153964573417285	0.0343914577155098	0.0374724529928674	0.0186233764771666	0.0140095667689619	0.0243559117804777	0.0118839175133253	0.02120373895414	0.0202855029162762	0.0355304044153415	0.0445642531991826	0.0122462138921972	0.0216461727747938	0.02642822347174	0.0279075849764012	0.0163680224222024	0.00414772397461687	0.00971831587513938	0	0.0278255901920943	0.0367542320888301	0.0274376750441698	0.0240610073175352	0.0139399676049746	0.0155987846771545	0.0264779876894087	0.0283451648787882	0.00683947538682469	0.00303299852349908	0.0181302832389792	0.0338772691050253
OM5_H_6B_2	0.0125492820216155	0.00664869066611192	0.0108421446793501	0.0121186308429275	0.0202017857852578	0.0136727370953341	0.0152290642847361	0.0126178977779009	0.00886959501532303	0.0142627265147005	0.0144025410587557	0.0109918056330885	0.0139306712976448	0.00656032984299722	0.0113605371437329	0.0162808950789791	0.00945983927781768	0.00458409739786475	0.0220605464692494	0.0208080202713418	0.00901964120807164	0.0105942947791692	0.0130463182312325	0.014755551631268	0.00447025785924212	0.0150347150607643	0.0165678518018054	0.00852360219624927	0.00496463173469938	0.0134636136623682	0.00887933448700655	0.0111409523875331	0.0114595888477158	0.0140686703078246	0.00705832159941525	0.0170032369364551	0.0102420081604993	0.0170504213458647	0.0108140737209387	0.0181637216206357	0.016463941725954	0.00628495516630368	0.0101592642514032	0.00213760888536585	0.0124862778568625	0.0307479112330376	0.019978224469619	0.0278255901920943	0	0.0107854982626408	0.00681610171717384	0.00762593573503917	0.0141187596930398	0.0123182821244157	0.00525069796936582	0.000803889072349892	0.0209949021320558	0.0285464067144828	0.0128532516461268	0.00611581401124474
OM5_H_6B_3	0.0116813440125704	0.0140520689502415	0.00605155693048089	0.0217670725493001	0.0102581478308972	0.0201916956984534	0.0233938963558705	0.0207945211382777	0.0033238803184295	0.0238935983719844	0.022828727202339	0.00991047748381969	0.0215818259817943	0.0160574674130675	0.0201978748638048	0.0246342048523279	0.0178786553115715	0.00657694509727048	0.0114259244920658	0.0270929117923879	0.00247540451157086	0.0194610719031429	0.00240349543625542	0.0205422020412372	0.0136994243013992	0.0234272146563817	0.0237415340132739	0.0154334607555923	0.0117475796221105	0.0214130313890841	0.00236881549539115	0.000949565916940507	0.0183707038636067	0.0238928662077543	0.0124843241643378	0.0270612577263829	0.0159974178620621	0.0207465712734729	0.00225862262081138	0.00782824092715726	0.0246044599626156	0.0165044081997062	0.0118110834345593	0.0095568095963838	0.0204200532450236	0.0390521435864181	0.0277423545692999	0.0367542320888301	0.0107854982626408	0	0.0166043564269792	0.0128572250629272	0.0239216591309646	0.0220546964497012	0.01028125309444	0.00999610504713499	0.03001232216574	0.0368735853040761	0.0192534359392138	0.00818230439387698
OM5_H_6C_2	0.0191046014555535	0.0113493257916086	0.0176235514528336	0.0123964365393582	0.02657279232111	0.0171546156106727	0.0169546443593926	0.0148148189458574	0.0153525710106536	0.0141344134560881	0.0159714899218211	0.0176762278783697	0.0164049584839396	0.00909948080234439	0.0130677849204434	0.0176342243411244	0.012214627248082	0.010041509706558	0.0271925813139637	0.0235624482923603	0.0153159601421401	0.0124689062412094	0.0185769572545906	0.0185807274028501	0.00863283042984149	0.0165351560930589	0.0190672745472973	0.0129187095657599	0.0107639401914964	0.0157287080349578	0.0151134008930977	0.0167044376071315	0.0150775979450548	0.0136115613252731	0.0127567737996094	0.0156217844959797	0.0149261415573592	0.0217784965566817	0.017139873173317	0.023102454003373	0.018029707195717	0.00757381328209877	0.0164638353833938	0.00892736449503802	0.0149657966833248	0.030962288283355	0.0215151749273371	0.0274376750441698	0.00681610171717384	0.0166043564269792	0	0.0132483775621158	0.0136945792527135	0.0123861293905171	0.0116495792064237	0.00752713359761525	0.0209672459723257	0.028845001922772	0.0165705270833302	0.00926166508188206
OM5_H_6C_3	0.00674923863169959	0.00244614493732329	0.00890110826584784	0.010201075089685	0.0191253510884434	0.00738290570673031	0.0106518043865192	0.00815789350921345	0.00961399182969089	0.0120877114338177	0.010200117606697	0.00615284295374916	0.00876307749743591	0.00577412932671889	0.0080123009471254	0.0119191476626573	0.00570810595025796	0.00984569126033552	0.0237950427116968	0.014480127441514	0.0103872226473671	0.00739750868278336	0.015196544662439	0.00796266034716367	0.00474901059357179	0.0107619040195737	0.0108933499080031	0.00277240398854824	0.00266693857822169	0.00866703616989981	0.0104950001329255	0.0136545311752441	0.00551808676760781	0.0123256426158529	0.000574227366512776	0.0155848685812562	0.00322354819089076	0.00952279790772094	0.0114828099457632	0.0205987703901001	0.0118292895555805	0.00730771154672306	0.00376703873984096	0.00604809696501446	0.00770938973710633	0.0262132649153111	0.0148896993646283	0.0240610073175352	0.00762593573503917	0.0128572250629272	0.0132483775621158	0	0.0123235452071719	0.0105668168180591	0.00299069569302774	0.00747696182561633	0.0174468075947211	0.0240412657842229	0.00644599491991215	0.0127388869113457
OM5_H_6F_1	0.0185456276386004	0.0102540280908417	0.0211165440749625	0.00217417999238771	0.0313985436681749	0.00875625439701241	0.00524333245393921	0.00535944407252461	0.0210669008471853	0.000680593990368656	0.0044630060302425	0.0183846272050607	0.00637980713827469	0.00788171895007852	0.00445217516692818	0.00508870909202047	0.0066252940818346	0.018589454714674	0.0353101762831907	0.0118400030482349	0.0216319357583634	0.00495047449398217	0.0263205880453079	0.0102206578860512	0.0102542979264488	0.00461863159651336	0.00791690995592613	0.00963608929875227	0.0123217426923914	0.00571687591422913	0.0216310876866744	0.024519938127368	0.00832187638404785	9.60395952539825e-05	0.0123878609756159	0.0032629685747782	0.010592372535242	0.0143376935139019	0.0231027570277008	0.0317024191969534	0.00568317048032717	0.00784021935859826	0.0157183197966865	0.0145460734535395	0.005956185287944	0.0172954446072262	0.00852976724376541	0.0139399676049746	0.0141187596930398	0.0239216591309646	0.0136945792527135	0.0123235452071719	0	0.00186750021974379	0.0139248434155644	0.0147165023935994	0.00728855428859073	0.0151605971033858	0.00900868884768189	0.0200615829334105
OM5_H_6F_2	0.016923255704134	0.0084334671760566	0.0193052025006125	0.000391759102679936	0.0295944784047766	0.0078224143523892	0.00517548265765447	0.00435577093834445	0.0192049124397076	0.00194852045005463	0.00421668587918059	0.0166722525874278	0.00570889458729516	0.00601827218789571	0.00298170472130648	0.005474042840811	0.00491809232410231	0.0167587269745126	0.0334444267974125	0.0120472895799542	0.0197661886897921	0.00330674035091932	0.0244538224587142	0.00937529301338875	0.00839144937188742	0.00460859160442483	0.00777515922195145	0.00793362993752134	0.0104658969458981	0.00496447358475236	0.0197644673399139	0.02265425030479	0.00699301553574449	0.00184128209719715	0.0106016633420528	0.00508149472612358	0.0090621434550759	0.0134797274868763	0.0212429776517599	0.0298370751534191	0.00597854104815097	0.00606520774099731	0.0140484236922726	0.0126903158381729	0.00489752838967326	0.0188010711409729	0.00926410147853746	0.0155987846771545	0.0123182821244157	0.0220546964497012	0.0123861293905171	0.0105668168180591	0.00186750021974379	0	0.0120746365604665	0.0128974127618518	0.00883352392650617	0.016634256935594	0.00790202363635475	0.0183091318819479
OM5_H_6F_3	0.00745650300619242	0.0037847506002458	0.00742659871240203	0.0117508864956014	0.017673818034737	0.0102594733486804	0.0131308740097574	0.0105173573473379	0.00720609399721925	0.0138146622005993	0.0125493844118147	0.00612566642395743	0.0113702801015591	0.00634077978621666	0.00996485400671658	0.0143624694658888	0.00762473432280803	0.00686164004336915	0.0215097056290112	0.0174193186948764	0.00786487502599699	0.00924812454399455	0.0126706902681132	0.0109336245243801	0.00431101815321418	0.0131498463904	0.0136785800332985	0.00520687664651037	0.00163312248183599	0.0111568523561867	0.00791914761798243	0.0110093870952992	0.00825237190505864	0.0139084287244103	0.00246573134601118	0.0171530641818102	0.00617801327334186	0.0124062223423912	0.00920995218837977	0.0181019055318578	0.0143514503319238	0.00738216976426706	0.00491352487671041	0.00332693699521333	0.0101564964466121	0.0288409482956624	0.017578268726183	0.0264779876894087	0.00525069796936582	0.01028125309444	0.0116495792064237	0.00299069569302774	0.0139248434155644	0.0120746365604665	0	0.00489620674267745	0.0197405332883329	0.0266516128144286	0.00933288726238532	0.00981148829048964
OM5_H_6G_1	0.012037665228563	0.00675883244767252	0.0101014781161359	0.0126827343717843	0.0194017404317022	0.0138387715027709	0.0156084285573728	0.0129748374041193	0.00806979653975775	0.0148350549268653	0.0148088596493663	0.0104250715686968	0.0142344231312139	0.00703753588590549	0.0117958771915919	0.0166912165231359	0.00980745552925222	0.00389567597566388	0.0212946255773869	0.0210148932214289	0.0082158040639423	0.0110254864276783	0.0122694108123323	0.0148552080198445	0.00482591382124469	0.0154414769542704	0.0168397253397618	0.00863173779623067	0.00486072658204639	0.0137999653212595	0.00807614550729093	0.0103668759924382	0.0116376900328314	0.0146694978467926	0.0069032770150485	0.017648543810137	0.010253485961438	0.0169737616318952	0.0100105438381951	0.0174167108716881	0.0168491410962962	0.00691048024533989	0.00975851483621123	0.00160296425858576	0.0128097254252942	0.0312030786142993	0.0203396256121137	0.0283451648787882	0.000803889072349892	0.00999610504713499	0.00752713359761525	0.00747696182561633	0.0147165023935994	0.0128974127618518	0.00489620674267745	0	0.021508927580426	0.0289995539085637	0.012993623518477	0.00574757539968147
OM5_H_6G_3	0.0224859901251555	0.0159636022121416	0.0262777651573256	0.00895791128558422	0.0362936309870854	0.0111304143655876	0.00688657982782622	0.00929192735956027	0.0269167869874755	0.00692447853343131	0.00724748719428417	0.0228777795817264	0.00890559341204939	0.0144759048529228	0.00986280940117261	0.00561022268812474	0.0121441283811586	0.0252850304537736	0.0411918327676623	0.00907537918254406	0.0276025764772614	0.0106231409598459	0.0324054998013493	0.0118716251152704	0.0167773211613066	0.00669383814430203	0.00796655214669176	0.0147055090395042	0.0182808304751296	0.00882630333129582	0.0276559058657435	0.0307105939856164	0.0121469864487187	0.00736777881436211	0.0177012990244312	0.00601647743680861	0.0147632004399624	0.0152255639927053	0.0288666049885583	0.0378339027055644	0.0058677478043257	0.0148443300965545	0.0200934910181705	0.0210762280213552	0.00974579853202853	0.0100074269874671	0.00482510397574842	0.00683947538682469	0.0209949021320558	0.03001232216574	0.0209672459723257	0.0174468075947211	0.00728855428859073	0.00883352392650617	0.0197405332883329	0.021508927580426	0	0.00788014481998166	0.0118983145940019	0.0270600923767425
OM5_H_6H_1	0.0279696741127586	0.0229746794178009	0.0325131755514296	0.0167204339118546	0.0420579722603798	0.016894271371764	0.0135492387428713	0.0162023776780201	0.033651587055252	0.0147656135603711	0.0142425000333622	0.0287517719264519	0.01529777449776	0.0219878344371635	0.0172070830618092	0.0123681359194682	0.0193117453827456	0.0326648293668181	0.0477365057729872	0.0114125285446679	0.0344137232304662	0.0179781240371153	0.0392271929323529	0.0170134187214581	0.0241918345074223	0.0136149886421898	0.0132897446780376	0.0214562138247216	0.0253316186260899	0.0155037358788501	0.0345067884072833	0.0376399299581371	0.0185262009798398	0.0152414707455755	0.0243954373216888	0.0136327031879437	0.0210097159704022	0.0191103584901307	0.0354950827976042	0.0446296026624591	0.0123138000852696	0.0225425155589606	0.0260391263470426	0.0284030284519602	0.0165106095743629	0.00220543282027174	0.00919018381650427	0.00303299852349908	0.0285464067144828	0.0368735853040761	0.028845001922772	0.0240412657842229	0.0151605971033858	0.016634256935594	0.0266516128144286	0.0289995539085637	0.00788014481998166	0	0.0178069896923958	0.0346527667995345
OM5_H_6H_2	0.0105892264337617	0.00623564033009077	0.014716964010882	0.00752797055463285	0.0244898323441	0.000938876260404366	0.00509517139210822	0.00364935087604122	0.0159690843519084	0.00848131216303932	0.00512767801566691	0.0110668741535501	0.00308087893515549	0.00747202877855311	0.00500575537036489	0.00632831721159956	0.00446844094447943	0.0160190786857269	0.0299470140451035	0.00811174396391143	0.0167784810587892	0.00505154152385929	0.0215594315650323	0.00201176682031497	0.0085684170224954	0.00547054097787229	0.00452673497382652	0.00437000810897005	0.00837861215112634	0.00346430043718601	0.0169034579438405	0.0200721351753576	0.00149480574705181	0.00905916118705607	0.00689662976272976	0.0118963919556476	0.00325646830829668	0.00572575887257552	0.0177442271994975	0.0269221365933288	0.00603153439002121	0.00905195170545502	0.00830058477431975	0.0118820929060228	0.0030554252743328	0.0199463005313656	0.00861813324180582	0.0181302832389792	0.0128532516461268	0.0192534359392138	0.0165705270833302	0.00644599491991215	0.00900868884768189	0.00790202363635475	0.00933288726238532	0.012993623518477	0.0118983145940019	0.0178069896923958	0	0.0186541216321676
OM5_H_6H_3	0.0155971016127432	0.0124325047745832	0.0116205875145842	0.0181362336369991	0.0184376195813886	0.0195214303553517	0.0213343257711809	0.0187110970412345	0.0083624337222274	0.0202571735942723	0.0205157825423325	0.0137279684573907	0.0199813348317251	0.0126716660659059	0.0174757296523026	0.0223948460142027	0.0155458256866745	0.00321382079333572	0.0179901877531754	0.0267196150000462	0.00786537809183494	0.016709658164098	0.00972795405951802	0.0204586585088843	0.0105545200053325	0.0211480795452575	0.0225816844522039	0.0142852041077955	0.0103277331928942	0.0195430279376067	0.00756727423736262	0.00799597620775647	0.0173371958501963	0.0200045954955976	0.0121762190848346	0.0227899331213405	0.015761381863081	0.0222166115685245	0.00948467104724383	0.0138790399358984	0.0225716466728341	0.0122448773797586	0.0140671236886344	0.00678652081670929	0.0185551430643015	0.0368527158397871	0.0260751325653988	0.0338772691050253	0.00611581401124474	0.00818230439387698	0.00926166508188206	0.0127388869113457	0.0200615829334105	0.0183091318819479	0.00981148829048964	0.00574757539968147	0.0270600923767425	0.0346527667995345	0.0186541216321676	0
