	OM2_B_B_1	OM2_B_B_2	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4C_2	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_2	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_6G_1	0.0225220459240822	0.0118233016623203	0.0325051455319476	0.0432479363147125	0.024487387691681	0.0567828941081315	0.103457315072221	0.059094765919388	0.0587450509191817	0.077673720955646	0.0582327517474869	0.0400940514238118	0.0213068991085298	0.0879065188332671	0.0938391624282907	0.0163322580740939	0.0218347874909488	0.0309122989291298	0.073638496203517	0.0189941886343338	0.0413769206545497	0.0770238809641533	0.083591283478641	0.0907046185244751	0.0321178361852626	0.0867179500533902	0.0756459055854391	0.0247676023110979	0.0640907299362517	0.0566793326661942	0.0497277378977041	0	0.0373264795673668	0.069280123669258	0.0473733464671618	0.100910292256258	0.0707272281369684	0.0959367328204914	0.033685454232908	0.0224990937509901	0.0285191235455283	0.0764678610629252	0.0622675422323887	0.0421689999910332	0.0899833200029633
OM2_C_6H_2	0.0426476474347352	0.041836105717635	0.00523587004402377	0.0110538618265607	0.0392914438112611	0.0219655331124321	0.075059611420711	0.0307268793302244	0.026519922433955	0.0502900773199109	0.0301169481397976	0.0105018027806629	0.0207934797570009	0.0590969475763792	0.0659399841129963	0.0233194337956596	0.0164600406970203	0.0152812151578787	0.0419856261583959	0.0354651924257278	0.059630833630421	0.0493798035497877	0.0540241720116812	0.0646976927158181	0.0115012140563128	0.0571285014938988	0.0615394253255138	0.015350055324137	0.0354254712543188	0.0237046096664681	0.0155491500811586	0.0373264795673668	0	0.0470500065670666	0.0188896194257927	0.074357668562682	0.0414771727680838	0.0673129979172483	0.0275976748315624	0.040169482281966	0.0133728031733161	0.0452058410101033	0.0355633565611952	0.016582174898665	0.0622940978649873
OM2_C_6H_3	0.0831833519353849	0.0762517112920714	0.0503177442237887	0.0365228990692693	0.051615862545976	0.031972252277263	0.0361291940958217	0.0184229790086455	0.0277610978284773	0.0152348247890701	0.0182896745180548	0.0377261508843127	0.06175165035173	0.0226009064073777	0.0267046225040187	0.0562785692583579	0.0577615661484899	0.0416784669995974	0.021251752246143	0.0766118897129912	0.103068674643629	0.0144518645580243	0.0211843608076064	0.0225594780626524	0.0416122940877327	0.0226761864716218	0.0192427433697302	0.0500092144564221	0.0182287515309472	0.0277273214884208	0.0369423809394383	0.069280123669258	0.0470500065670666	0	0.0289968116954032	0.0323515851418575	0.0148602013036679	0.0292214398324396	0.0375020151881218	0.0818000391699418	0.0587675757876564	0.0208173245421774	0.0146828622530885	0.033058083313243	0.0244348205369646
OM2_H_2A_1	0.0584895162441186	0.0532526659734603	0.0223979263072861	0.010276725001754	0.0386094074639436	0.0133911415764452	0.0586636365062683	0.012808659375518	0.0163445169707311	0.0323051818198883	0.01222314876768	0.0121903666413074	0.0363061910031711	0.0422965790164315	0.0486439163684559	0.0321788538592705	0.031384394803029	0.0188684571707821	0.027008622510282	0.0513333699341229	0.0770001529273102	0.0317266119031429	0.0372006372876872	0.0467025235850585	0.0158189140663553	0.0407451319706341	0.0439514381432963	0.0259082823340496	0.0208056743938317	0.0108153659224931	0.0148900146330449	0.0473733464671618	0.0188896194257927	0.0289968116954032	0	0.0569546958706611	0.0250012487431931	0.0503562518967263	0.0225755158351514	0.0564427655960652	0.0312538142681579	0.0299383568525592	0.0186653405561265	0.00848604676676944	0.0456663426140093
OM2_H_2A_2	0.113526266529754	0.107794539282163	0.0784639861135323	0.0638892708717371	0.083524496375008	0.0543687894603915	0.0081489650913206	0.044204096284109	0.0500372119691113	0.0260219105359102	0.0449291096321764	0.0661605445431526	0.0914395701302534	0.0177612122788005	0.0097560115405258	0.0870779522132734	0.0875486446011949	0.0723977340347459	0.03395915213485	0.106848150432888	0.132578695461893	0.0256016644070667	0.0220675573456888	0.0121086390727747	0.0715505341202914	0.0192746853932481	0.0368329751730155	0.0803097113803604	0.0416545671179603	0.0511579676132592	0.0616178172312425	0.100910292256258	0.074357668562682	0.0323515851418575	0.0569546958706611	0	0.033123033790063	0.00988163416049248	0.0695719527316866	0.111807158302845	0.0871895270870823	0.0311308015636563	0.0400867126724473	0.0624458228118569	0.0142123506320687
OM2_H_2A_3	0.0814566247146674	0.0770929072602389	0.0457506412838555	0.0310598656580689	0.0574446173696057	0.0217707300647464	0.0339605059520779	0.0127382877788446	0.0179408423495014	0.0125554396707869	0.0131567921444417	0.0334469342488397	0.059137746449783	0.0183943670250997	0.0250079554902645	0.0563643769266777	0.0552208460573939	0.0408298026491198	0.00663543341618394	0.0746322434651885	0.100101082391648	0.0103540486372123	0.0143232195115623	0.0243066404443252	0.0397029605223017	0.0163634760606837	0.0338021661701492	0.0484684444769436	0.0107997234631619	0.0184291918111302	0.0288695440462797	0.0707272281369684	0.0414771727680838	0.0148602013036679	0.0250012487431931	0.033123033790063	0	0.0264220124015529	0.0412604671513369	0.0796201347425819	0.0543681332230791	0.00737974368556294	0.0106859282894506	0.0305641154607211	0.0219852349447426
OM2_H_2B_2	0.10769224346542	0.102303922715643	0.071688123131632	0.0572343025313472	0.0801479047936661	0.0466092502760499	0.0108096993149608	0.0376814522613239	0.0433029745983556	0.0192898660496566	0.0384588626356102	0.0597622356864051	0.0854050818604949	0.00993964954802737	0.00311258878198879	0.0815313884390521	0.0812930886618563	0.0667714957621837	0.0261072283826694	0.100836970946418	0.126240104580295	0.0193738175343252	0.013601054656309	0.00949171539635671	0.0655428466258901	0.011059267159454	0.0383792489498381	0.0746226418962158	0.0353875867489135	0.0437621324653716	0.0546638040081456	0.0959367328204914	0.0673129979172483	0.0292214398324396	0.0503562518967263	0.00988163416049248	0.0264220124015529	0	0.064955979286511	0.105827969028115	0.0804126350519954	0.0230760308875663	0.0347017730970366	0.0560321898056463	0.0114580537081998
OM2_H_2B_3	0.0498393975067044	0.0394738816772408	0.0272397215308482	0.0246026434986286	0.0194462524610973	0.03406387781293	0.0727292899664522	0.0308433276043666	0.0352625272446984	0.0468318728520783	0.0294200399058708	0.0217288903481512	0.0320539074278564	0.0566209725173717	0.0627662108645472	0.0237067304371864	0.0277294961084557	0.0141681741802419	0.045621620378035	0.043579125422476	0.0702487366381004	0.0469694370147531	0.0534418543767896	0.0588891190465165	0.0172369685639375	0.056100289594886	0.0447608213163409	0.0212785619849657	0.0346710466798892	0.0323425693295628	0.0314163418926272	0.033685454232908	0.0275976748315624	0.0375020151881218	0.0225755158351514	0.0695719527316866	0.0412604671513369	0.064955979286511	0	0.0492445045319087	0.0322300265524818	0.0474210753247811	0.0341363260018297	0.0169630590745156	0.0602994005448232
OM2_H_2C_1	0.00461144972523081	0.0219118506067514	0.0353296457991257	0.0490056314475204	0.0452145753440812	0.0616716163261331	0.11291106030709	0.0686882969598711	0.0642477298495859	0.088489523315959	0.0678830213334877	0.0463328636869938	0.0205367083731353	0.0975463309842672	0.104189893966943	0.0296475886954387	0.0252103007611987	0.0405340531306441	0.0810589080221623	0.0062265032860416	0.0217586567781469	0.0873760236647984	0.0929627827110211	0.102227969850821	0.0411383720560936	0.0957506989992948	0.0916547293897489	0.0318756859772259	0.0723522268189312	0.0631913157526949	0.0531424565733248	0.0224990937509901	0.040169482281966	0.0818000391699418	0.0564427655960652	0.111807158302845	0.0796201347425819	0.105827969028115	0.0492445045319087	0	0.0270580719164057	0.0842023845182798	0.0721112257565912	0.0515511795199111	0.0997079310482283
OM2_H_2C_2	0.0296711261446223	0.031755399001792	0.00908409027193289	0.0234185675373117	0.0385683082449283	0.0350919527657305	0.087963646779046	0.0435154896511824	0.0389866133674043	0.0632441112967573	0.0427893561061787	0.0214511495379245	0.00978242681614004	0.0720970917193408	0.0789784330117098	0.0187583759508073	0.00731797731688276	0.0198840898043518	0.0551422665933183	0.0225314281747041	0.0463041072595922	0.0623194114214687	0.0672188164592067	0.0775033091305104	0.018334582309605	0.0701884117922882	0.0717128164323826	0.0135721141154232	0.0476284296337639	0.0369594366809436	0.0275301332156692	0.0285191235455283	0.0133728031733161	0.0587675757876564	0.0312538142681579	0.0871895270870823	0.0543681332230791	0.0804126350519954	0.0322300265524818	0.0270580719164057	0	0.0583110042337706	0.0478999687413735	0.0272216486926534	0.075090442506076
OM2_H_2C_3	0.086125246571043	0.0823269960228237	0.0498483211048598	0.0353955353028746	0.0642152717555885	0.0238931061602391	0.0306789829898398	0.0183822904572964	0.0213424626485414	0.0133968181728341	0.0188323123301491	0.0380625535474066	0.0638078783784096	0.0150208182868125	0.0224548223805175	0.0618645567842234	0.0598732226828049	0.0462458507048897	0.00450121810019835	0.0792463411115722	0.104174767848541	0.0121106358921995	0.0111595192000407	0.0233574898155168	0.0449298324295144	0.012369234528918	0.0390578737460867	0.0536806788623377	0.0149774949548544	0.0217125103717355	0.0321419918604782	0.0764678610629252	0.0452058410101033	0.0208173245421774	0.0299383568525592	0.0311308015636563	0.00737974368556294	0.0230760308875663	0.0474210753247811	0.0842023845182798	0.0583110042337706	0	0.0175932204443262	0.0354082600625049	0.0207480719075875
OM2_H_2F_1	0.074043855453176	0.0695716081479322	0.0391401037679796	0.024817199981639	0.0485997635172657	0.0200815388576977	0.0418113509199233	0.00796009753252447	0.0146695652599432	0.018976357038021	0.00898936350846445	0.0270486990812834	0.0517461840457776	0.0278040791756101	0.0327616797399291	0.0479718996485606	0.0479660175952963	0.0335550476298595	0.0148709613553854	0.0673144383554659	0.0930649732238575	0.0161151311619242	0.0229954330740381	0.031196783752988	0.0320560213416337	0.0259460082272916	0.0319218162701012	0.0407503656677511	0.0133804635511686	0.0153713377273004	0.0242995612276135	0.0622675422323887	0.0355633565611952	0.0146828622530885	0.0186653405561265	0.0400867126724473	0.0106859282894506	0.0347017730970366	0.0341363260018297	0.0721112257565912	0.0478999687413735	0.0175932204443262	0	0.0249935954361206	0.0280557646222075
OM2_H_2F_2	0.053123692509082	0.0471103520761082	0.0194177847862118	0.010763456051689	0.0344825935610093	0.0177226608576038	0.0642399018541653	0.0194045050718134	0.0215249362748309	0.038000252570969	0.0179930653922137	0.00969134441188343	0.0317012428276166	0.0473164317485241	0.0543442998808652	0.0281097076875455	0.0266531277190861	0.0130173795064723	0.0330914391661025	0.0460278546854	0.0720562659964521	0.0379533330847371	0.0431713600538099	0.0519142978348135	0.0121308422166555	0.0460983811111314	0.0468382646403861	0.0211678137406506	0.0238451856133491	0.0170342036451913	0.0168506131054805	0.0421689999910332	0.016582174898665	0.033058083313243	0.00848604676676944	0.0624458228118569	0.0305641154607211	0.0560321898056463	0.0169630590745156	0.0515511795199111	0.0272216486926534	0.0354082600625049	0.0249935954361206	0	0.0518676159756229
OM2_H_2F_3	0.10165746935463	0.0973025445348241	0.0663581327358956	0.0517789307078076	0.0741657653682456	0.0425882315568431	0.0148756222390794	0.0329959401801729	0.0373268324599303	0.0183861879733375	0.0340305660786285	0.054331680823161	0.0793597455061265	0.0138448844992876	0.0101483959307827	0.0758103064381724	0.0757581988309628	0.0612870538532645	0.0223501853282579	0.0950193739007479	0.120369942546231	0.0153389025150585	0.0138250721764291	0.0133769163438957	0.0600082403939427	0.0125473089652367	0.0343799746366338	0.0685847207099699	0.0314675869190237	0.0392341325281915	0.0491132116246341	0.0899833200029633	0.0622940978649873	0.0244348205369646	0.0456663426140093	0.0142123506320687	0.0219852349447426	0.0114580537081998	0.0602994005448232	0.0997079310482283	0.075090442506076	0.0207480719075875	0.0280557646222075	0.0518676159756229	0
