	OM2_B_B_1	OM2_B_B_2	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_5G_2	0.0300904504371688	0.0091291085578096	0.00746900424024993	0.00896833664330952	0.0166558698833828	0.00781938220941005	0.00472045215588219	0.00653234256926607	0.0256275653494636	0.00911862685165403	0.0226828739720146	0.0194080614809652	0.0114351033262801	0.0170098374998781	0.0129466396323973	0.0179309925481108	0.0187693293824364	0.00465938424269754	0.00992260908570847	0.0199083080122438	0.0286000075070099	0.0259251555528799	0.00788750766505302	0.0165237136174133	0.0105851942344714	0.0083460348484012	0.0112027619587797	0.00906090588128607	0.0095286049329781	0.00787731033751149	0.0101613506417269	0.0217171888097529	0.0130011268009316	0	0.024427744532169	0.0424003994667159	0.0517844454167449	0.0542191473824971	0.0221467013580654	0.0199430113845241	0.0154587594574834	0.00645572022428034	0.0118148342590035	0.0129021437234303	0.00439021926918348	0.00526474203666218	0.0127362646780709	0.00371905779225569	0.0113335309349479	0.0196739880548862	0.0144061602367212	0.0198971955882327	0.0295814153365104	0.0283536205857998	0.0190944196418553	0.0173821719025642	0.0328793736897729	0.0399425919873868	0.0247087485289548
OM2_C_5G_3	0.00567293094834973	0.019199579197398	0.0180420624958401	0.0174027442812552	0.00879919086275668	0.0167191666708716	0.0198246150371715	0.0184931691636227	0.00125544598944847	0.0199257047505629	0.00430943035786286	0.0115512446271341	0.0138933632291254	0.00793852237992736	0.0147044641243458	0.00657743947018312	0.00793365797864853	0.0202127449678632	0.0147418496161508	0.00572004717250023	0.0509104305057974	0.0488094669817731	0.0317266622019603	0.0148904028079178	0.0279338380557151	0.0167270960122947	0.0277936219437672	0.0233351462452553	0.0180063612632709	0.0245931730444535	0.0177625322930083	0.0054517187262176	0.0131466619483399	0.024427744532169	0	0.0662674703415482	0.0750114368263096	0.0769576617517311	0.0423806797577498	0.0406106538409978	0.0388570357278174	0.0179827267375444	0.0169547476278061	0.0116889427552965	0.0254932587081775	0.0222421353060953	0.0119983339235962	0.020741095530996	0.0140962657558577	0.00478145913422526	0.0109156529381642	0.0046536651331595	0.0517848353921566	0.00497096872885893	0.00591902133736995	0.00707698252810976	0.00888139095550733	0.0172685197051553	0.0073789070978835
OM2_C_6E_1	0.0718980693060021	0.0475338196568766	0.0482560562550567	0.0490196675075497	0.0577468430445028	0.0501620099243594	0.0471085215655217	0.0478196189859466	0.0673859370311511	0.0469059617988164	0.0649896435943583	0.058163212141375	0.0538187063522659	0.0584239822351859	0.0523598983903762	0.0597060953260775	0.0593908238248082	0.0461690575462319	0.0515755017150784	0.0610927194157799	0.0173981411539183	0.0181939246298568	0.0346799070458207	0.0542183276736537	0.0394945190841067	0.0495661782142635	0.0399267659075767	0.0437653860952559	0.0486456216079816	0.0421791828817371	0.0490305218087391	0.064068484729648	0.0534548923069418	0.0424003994667159	0.0662674703415482	0	0.0107774537803051	0.014684785838999	0.0270530132094953	0.0278059634118724	0.0274511508103295	0.0485862938046568	0.0502607120119477	0.0551739920635362	0.0408062022624263	0.0440811643837346	0.0542891316224057	0.0460819133175782	0.0537097531682783	0.0616689730906099	0.056785854962191	0.0616266346324251	0.031541501537179	0.0695095516329314	0.0605241068454965	0.0592344476422679	0.0740521058614388	0.0822765017740687	0.067065370848462
OM2_C_6E_2	0.0805680143790507	0.0559568800144591	0.057063507707212	0.0576456279650491	0.0663288726073009	0.0594041138899509	0.0564330013693211	0.0567506595965737	0.0760748212202401	0.0552748247812147	0.0740913891797526	0.0661140124765152	0.0631733770278151	0.067100081390347	0.0606978941058237	0.0685031484542631	0.0677892009399426	0.0552148568707561	0.0604843091560838	0.069634643448635	0.0243484794238404	0.0262455734509516	0.0439281093963877	0.0621102733403354	0.0474919701327614	0.0584167301703785	0.047805723348069	0.0519747279079864	0.057119073229274	0.050543207725934	0.0574364073353235	0.0732471635437828	0.0619834453189084	0.0517844454167449	0.0750114368263096	0.0107774537803051	0	0.0043873920425097	0.0337539478625161	0.0350427396930827	0.0364310633646475	0.0577295819396371	0.0585161274342516	0.0643051307065572	0.0496983673730914	0.0528479221794486	0.0631008725800425	0.0553869162877006	0.0630847850280267	0.0705496808082037	0.0660525639711081	0.0703747885290177	0.0421518456843983	0.0778997841510621	0.0691663567420416	0.0680736675935385	0.0823890182518741	0.0914475904577629	0.0764046909315905
OM2_C_6E_3	0.082453358674672	0.0578172540969215	0.0591282622473026	0.059605492852929	0.0682176015154632	0.0617105856356896	0.0588048470611005	0.058887628901964	0.0779854872843457	0.0571109703891015	0.0762540734475304	0.0676621526189805	0.0655326393838185	0.0690383636286456	0.0624822398812989	0.0705047586474652	0.0695691687200279	0.0574272829456224	0.062587785009955	0.0714861408848883	0.026093734787138	0.0283771481622352	0.0463406567348475	0.0636506657811502	0.0492031004118249	0.0604980131805921	0.0494542885908193	0.053752371482289	0.0589988526120446	0.0524137512466563	0.0592776217013236	0.0754600055236282	0.0638643578370998	0.0542191473824971	0.0769576617517311	0.014684785838999	0.0043873920425097	0	0.0350806394170669	0.0365782950391292	0.0387808143088534	0.0599850930070291	0.0602698292246429	0.0665219017655096	0.0518612103782708	0.0549175534469738	0.0651352546505585	0.0577524846783873	0.0654572406527874	0.0725919966341198	0.0683453475422684	0.0723405695674447	0.0462077209703034	0.07963463084308	0.071076462161821	0.0701015283083381	0.0840794025269338	0.0936105214885928	0.078709784178943
OM2_C_6F_1	0.0477512445953735	0.0232488836084155	0.0250976571067212	0.0252507598640091	0.033587635456781	0.028504832512971	0.0260472502419705	0.0251156664904613	0.0433390810740757	0.0224999939971471	0.0421962920577829	0.032638331767414	0.0324052957020755	0.0345009444097141	0.0277112237109012	0.0360937185568613	0.0347525298908462	0.0240147520043471	0.0285888227220831	0.0367694026078441	0.00969744726438395	0.00939409438068864	0.0152437664982601	0.0286221754099608	0.0144721625593629	0.0264821379820271	0.014596982149496	0.0190721280293239	0.0244554412122722	0.0179952059582108	0.0246453524177072	0.0415618293887662	0.0292589004464275	0.0221467013580654	0.0423806797577498	0.0270530132094953	0.0337539478625161	0.0350806394170669	0	0.00225405044386394	0.00979692172412712	0.0266361699011878	0.0254665024919868	0.032806868447968	0.0185648564367976	0.0210558889462402	0.0308786254897692	0.0250283779053853	0.0323898683562539	0.0382565955530662	0.0348620612273978	0.0378330605126281	0.0344067774498766	0.0447447958443399	0.0364662957956259	0.035758010511906	0.0491501544501747	0.0594221938933353	0.0450637383925039
OM2_C_6F_2	0.0460374041338404	0.0214295623291123	0.0231359717031663	0.0233691337824211	0.0318195300710276	0.0264266239139742	0.0239115931614639	0.0231044365911821	0.0415957740396276	0.0206945885259023	0.0402911326317764	0.0311395941534907	0.0303321994671754	0.0327018878882598	0.0259921404330697	0.0342593984931283	0.0330712189495625	0.0219427854852614	0.0266344002117214	0.0350429955198129	0.0107299539886233	0.00971886452563464	0.012990001241406	0.0271234039786293	0.0126905747629897	0.0245231371052303	0.012897607948204	0.0172841979007997	0.0226311228641058	0.0160998111569171	0.0228555109275526	0.039624813053713	0.0274713920473226	0.0199430113845241	0.0406106538409978	0.0278059634118724	0.0350427396930827	0.0365782950391292	0.00225405044386394	0	0.00781949266927973	0.0245680347485851	0.0237596919080411	0.0308152791120954	0.0164449852868728	0.0190400657849701	0.0289896290514806	0.0228850983203072	0.0303099776148227	0.0364065185432574	0.0328418330666272	0.0360314512701683	0.0329091032990373	0.0431251197200668	0.0346967882628969	0.0339043482475488	0.0475691621157048	0.057574383534437	0.043092598430257
OM2_C_6F_3	0.0444895945458799	0.0201881009542588	0.0208221331914744	0.0215919699875697	0.0303239428139746	0.0229985680770126	0.0200508509615312	0.0204171275917879	0.0399711456110669	0.0195986631245547	0.0377270321914524	0.0310667606700413	0.026795889940204	0.0309955150413938	0.0250320416224046	0.0322921020710201	0.032012233262196	0.0188224513718986	0.0241741511328661	0.0336763445795853	0.0133133554447321	0.0104837379451644	0.00757525676636761	0.0272267349617709	0.0128397805930699	0.0221428194163232	0.0134535482360604	0.0166432982235301	0.0212681241669336	0.0149375024412011	0.0216846826068025	0.0368648176781349	0.0260447307860605	0.0154587594574834	0.0388570357278174	0.0274511508103295	0.0364310633646475	0.0387808143088534	0.00979692172412712	0.00781949266927973	0	0.0213211321884124	0.0230008298781521	0.0279116248671923	0.0133728145190633	0.0166391832371908	0.0268672440978194	0.0189987045811681	0.0267153665451402	0.0342818049849035	0.0296560515666152	0.0342081630697035	0.0255551181521997	0.0421253488888325	0.03309826686039	0.0318292277967577	0.0466822124513353	0.055109325438837	0.0400317049676915
OM2_C_6G_1	0.023650472266219	0.00623728653055528	0.00302583876966404	0.00452896908552524	0.0103322731268917	0.00188925218312055	0.00220161890972494	0.00210159122237361	0.0191776489629181	0.00677942037998523	0.0164321858063283	0.0138298410830023	0.00577181524327392	0.0105991149174547	0.00779381334325795	0.0114759574511377	0.0125374115373087	0.00262640218427655	0.00360280970228657	0.0135142512384513	0.0340809005227721	0.0316329675719701	0.0139170692834089	0.0117378437053461	0.0128991335297968	0.00277261530565379	0.0131843942310708	0.00912075153939529	0.00574558002523301	0.00921137003444705	0.00629284546734745	0.0155494300796052	0.00716934999406167	0.00645572022428034	0.0179827267375444	0.0485862938046568	0.0577295819396371	0.0599850930070291	0.0266361699011878	0.0245680347485851	0.0213211321884124	0	0.00763858085362207	0.00660022414401085	0.00820542582146326	0.00569539753195943	0.00635450713038505	0.00285483558792642	0.00576357946540728	0.0132419589670909	0.00838492782713972	0.0134423422606444	0.0352987142827132	0.021920231590943	0.0126652301414703	0.0109281355122277	0.0264364510488887	0.0338085660462755	0.0187689625538823
OM2_C_6G_2	0.0222987586751958	0.00295123797886316	0.00481159800311852	0.00315999364845531	0.0081872039430125	0.00862674766350505	0.00952852710492885	0.00593423629317192	0.0178865970373291	0.00341970580192576	0.0173018065973706	0.00815954465596978	0.0108970524460635	0.00918923666241879	0.00225063155160284	0.010911311638136	0.00931814892886159	0.00745463190292236	0.00579352769584877	0.0113083922796892	0.0342416871781542	0.0323728640688486	0.0167978339529631	0.00474397911513063	0.0110828762337957	0.0049435976118516	0.0108766722513951	0.00655113668925877	0.00228684272362149	0.00809242857669887	0.001654474634302	0.0169258312443422	0.00404357571531516	0.0118148342590035	0.0169547476278061	0.0502607120119477	0.0585161274342516	0.0602698292246429	0.0254665024919868	0.0237596919080411	0.0230008298781521	0.00763858085362207	0	0.00955302242084997	0.0103550871651336	0.00713985256810905	0.00645980809342578	0.00960145389317552	0.011051397306028	0.0131129252817363	0.0117651559326163	0.0124942604663269	0.0413443944654092	0.0194263071412105	0.0110531571101945	0.0106928429895152	0.0239289318358268	0.0341394534234246	0.0206266820882452
OM2_C_6G_3	0.0172994225001274	0.0102295267232074	0.00773723164790409	0.00796622878292028	0.00592429170700698	0.00509136895845576	0.00821254641945077	0.00772215555473959	0.0129250011225725	0.0109956836312824	0.00983299699186051	0.0112893935239131	0.00269208479520856	0.00550292461338982	0.00802784619311677	0.00557175713249579	0.00819315307314445	0.00911239348105829	0.00432336324698112	0.00821412451354672	0.0405702639307159	0.0381846688185508	0.0205134566354597	0.0112674462745204	0.0185891082965541	0.00637071424424584	0.0187011106216444	0.0142240654284159	0.00912421442373835	0.0149036310997553	0.00926886336675432	0.00896301589867353	0.00610580024955949	0.0129021437234303	0.0116889427552965	0.0551739920635362	0.0643051307065572	0.0665219017655096	0.032806868447968	0.0308152791120954	0.0279116248671923	0.00660022414401085	0.00955302242084997	0	0.0146879508376051	0.0117831400685228	0.00334950637313774	0.00918359835091889	0.00293613516254382	0.00691040076701515	0.00223967327906761	0.00743453771997677	0.0403959782347035	0.0160398746368856	0.00714856960581691	0.00495056346296186	0.0204215723893442	0.0272165026923401	0.0122949788865292
OM2_C_6H_1	0.0311352989210517	0.00740400237359037	0.00745868749005544	0.0083629714544579	0.017028767369413	0.0100256096209596	0.00749082328034858	0.00706210986306097	0.026614938453007	0.00702773812888781	0.0244466108228399	0.0184868297148716	0.0139311092703883	0.0176529632321409	0.012102295623972	0.0189236702374307	0.01883764457939	0.00559676856102144	0.0108112722302413	0.0203855105343453	0.0258960478669282	0.0235166055433522	0.00649317101046159	0.0150102120100008	0.00619658360230487	0.00877122623915319	0.00682873652262398	0.00550794473338683	0.00829145643528829	0.00390364892833478	0.00881661425943171	0.0236406838392712	0.0128354188217185	0.00439021926918348	0.0254932587081775	0.0408062022624263	0.0496983673730914	0.0518612103782708	0.0185648564367976	0.0164449852868728	0.0133728145190633	0.00820542582146326	0.0103550871651336	0.0146879508376051	0	0.00335683782115218	0.0134977412796769	0.00648793584068789	0.0138963429520569	0.0209181279290581	0.0165793048942292	0.020844410559304	0.0316166284706498	0.0288772278005477	0.0197630392591167	0.0184603880781046	0.0334433883572989	0.0418536743043599	0.0269463861418524
OM2_C_6H_2	0.0278650767100656	0.00421778635963088	0.00422213732161928	0.00500780140892598	0.0137016188747641	0.00758409338196296	0.00582694390882978	0.00406516121311935	0.0233449740839783	0.0040084083238142	0.0213974779270611	0.0152060410352382	0.0114290168287676	0.0143600485614347	0.00877555816469649	0.0156905125327495	0.0154839958064608	0.0031965869621117	0.00768658780156842	0.0170584884267901	0.0288819110847796	0.0266294769442822	0.00984240703514866	0.0118627004595636	0.0072276952894831	0.00558886480321781	0.00756789636170603	0.00408919658301762	0.00498505830660281	0.00360481932360092	0.00554369370210491	0.0206586030135906	0.00948196123127541	0.00526474203666218	0.0222421353060953	0.0440811643837346	0.0528479221794486	0.0549175534469738	0.0210558889462402	0.0190400657849701	0.0166391832371908	0.00569539753195943	0.00713985256810905	0.0117831400685228	0.00335683782115218	0	0.0102700206570672	0.0050975225629117	0.0114379843261937	0.0177322455787465	0.0138112700917524	0.0175893187562318	0.0343648030824379	0.0255403485943653	0.0164634422108695	0.0152512686359236	0.0301061859164294	0.0387895402830068	0.0240745166726912
OM2_C_6H_3	0.0176504590950595	0.00772985345634041	0.00605352782124895	0.00562992679220568	0.00399306114201616	0.00570428528534841	0.0084647547742825	0.00651482107359603	0.0131313095336497	0.00850436871016941	0.0113278191925709	0.00843686834660414	0.00551498714944218	0.00427895772080819	0.00472702710422614	0.00542723474681937	0.00625965454809618	0.0082930470857716	0.00281959579217421	0.00717371851598612	0.0390858306993158	0.0368893666527445	0.0197608302602672	0.00794673901209134	0.016448866219545	0.00472938133435814	0.0164456085908514	0.0119031249038857	0.00653574656458744	0.0128947400407672	0.00651461460179973	0.0107611885174079	0.00276290717193142	0.0127362646780709	0.0119983339235962	0.0542891316224057	0.0631008725800425	0.0651352546505585	0.0308786254897692	0.0289896290514806	0.0268672440978194	0.00635450713038505	0.00645980809342578	0.00334950637313774	0.0134977412796769	0.0102700206570672	0	0.00920925274307859	0.00573786151227929	0.00747288566511755	0.00542644409276962	0.00735245578526625	0.0415150894761689	0.0156357836307299	0.00638066562534601	0.00498266098116555	0.0201806632390938	0.0286189411403537	0.0143906423768256
OM2_H_2A_1	0.0263978666833387	0.00747734911060284	0.00480994894517884	0.00646766712324404	0.0131850755449204	0.0041015577383771	0.00105598833405904	0.00369494339745142	0.0219488750402016	0.00777802340556938	0.0189696020325312	0.0164794790023668	0.00780018056018671	0.0134485160339426	0.0102150902059666	0.0142787872419938	0.0153786707744037	0.00232753016980858	0.00644493074409656	0.0163658033472585	0.031992809207609	0.0294166304891377	0.0114733390020358	0.0140602880072006	0.0120844018963148	0.00523538776093329	0.0125248403008745	0.00912796937824883	0.0074171027908978	0.00864143878542935	0.00804299813718504	0.0180152787430836	0.00986856522214539	0.00371905779225569	0.020741095530996	0.0460819133175782	0.0553869162877006	0.0577524846783873	0.0250283779053853	0.0228850983203072	0.0189987045811681	0.00285483558792642	0.00960145389317552	0.00918359835091889	0.00648793584068789	0.0050975225629117	0.00920925274307859	0	0.00771858823883647	0.0159770332698881	0.0107181559250025	0.0162429786386143	0.0325206711368677	0.0247540087427257	0.0155063866488212	0.0137176434547245	0.0292592538265363	0.0362569421633345	0.0210621896514581
OM2_H_2A_2	0.0195732616044772	0.0109650668898813	0.0079505244223892	0.00874313923906285	0.00884007903246571	0.00388660422206566	0.00666625993648555	0.00751787205854627	0.0153499104641556	0.0116723030355082	0.0115929273309008	0.0140625448261117	0.000244247545596618	0.00843685571639928	0.0099786996615331	0.0083713945406137	0.0111243396907457	0.00837880457114308	0.00526851657711561	0.0111024805044442	0.0396705137033589	0.0371265693364632	0.0191808649587864	0.0135917066201044	0.0185911187875538	0.00679309433818412	0.0188259566204587	0.0145563156773405	0.0100380877385126	0.0148806018871484	0.0103526732553023	0.0105246502473315	0.00828251986923452	0.0113335309349479	0.0140962657558577	0.0537097531682783	0.0630847850280267	0.0654572406527874	0.0323898683562539	0.0303099776148227	0.0267153665451402	0.00576357946540728	0.011051397306028	0.00293613516254382	0.0138963429520569	0.0114379843261937	0.00573786151227929	0.00771858823883647	0	0.00940364690235432	0.00325404083226864	0.0101344624194488	0.0377431226412867	0.0186665554248694	0.0100146365382864	0.00774500408086542	0.0229425607441367	0.0286557094484487	0.0133787942505955
OM2_H_2A_3	0.0104234343407577	0.0150177825381597	0.0135108740492539	0.0130505121234952	0.00510219915572606	0.0119412309902203	0.0150509161476248	0.0138710427502052	0.00601487904650451	0.0157744806167649	0.00428655441707502	0.00977483085830722	0.00919075770845968	0.00397733905837329	0.0109165032866807	0.00220174730326148	0.00550167773986339	0.0155372578623938	0.0101118091412133	0.00360582683871044	0.0465506018638885	0.0443517403948322	0.0270611708581608	0.0121329966620619	0.0237948394470127	0.012158661247188	0.0237303692787591	0.0192050687360409	0.0138100308362021	0.0203157065910077	0.0136582016341178	0.00429021629465511	0.00910412317088373	0.0196739880548862	0.00478145913422526	0.0616689730906099	0.0705496808082037	0.0725919966341198	0.0382565955530662	0.0364065185432574	0.0342818049849035	0.0132419589670909	0.0131129252817363	0.00691040076701515	0.0209181279290581	0.0177322455787465	0.00747288566511755	0.0159770332698881	0.00940364690235432	0	0.00632245409066091	0.00142190555190077	0.0471381925006882	0.00927964180312015	0.00280626989197643	0.00250407343433168	0.013551165185325	0.021188870982583	0.00792271831368122
OM2_H_2B_1	0.0163383700116857	0.0124563810258917	0.0098708228492024	0.010188578311286	0.00706391018757451	0.00666020655564846	0.00968937438436982	0.00975060965348571	0.0121710087322108	0.0132195911146571	0.00835679870343653	0.0127037449485037	0.00308373966604803	0.00631435988714808	0.0101525109640031	0.00570005174928825	0.00911124489959398	0.0109833108307901	0.0065285205648329	0.00856529691600176	0.0424597491938262	0.0400036381921419	0.0221759477301653	0.0131726488426962	0.0207315475364786	0.00852799995237629	0.0208679822868527	0.0164157071790198	0.0113597342600052	0.0170309687036171	0.0115084351702168	0.00732568620316776	0.00817948173268638	0.0144061602367212	0.0109156529381642	0.056785854962191	0.0660525639711081	0.0683453475422684	0.0348620612273978	0.0328418330666272	0.0296560515666152	0.00838492782713972	0.0117651559326163	0.00223967327906761	0.0165793048942292	0.0138112700917524	0.00542644409276962	0.0107181559250025	0.00325404083226864	0.00632245409066091	0	0.00723350243892857	0.0408813030092871	0.0155962702784211	0.00743611562473181	0.00510049762502391	0.0197884226111492	0.0255447773130969	0.0103892850179035
OM2_H_2B_2	0.0102987798817218	0.0146069227151036	0.0133904474921308	0.0127627088618763	0.0043167692016127	0.0122994155067683	0.0153655841564913	0.0138591317815548	0.00578094786383882	0.0153449345631498	0.00535380720862342	0.00848399379120588	0.00990813907771169	0.00333404254165434	0.0102574667670386	0.0019665877696031	0.00424866523874601	0.0156013632481975	0.0101182097566283	0.00220954855215198	0.0462871481146257	0.0441663346778032	0.0271018486214623	0.0110845327237806	0.0233695365827833	0.0120811601496151	0.0232594433241369	0.0187682175891783	0.0134064231682318	0.0199790561716332	0.0131931998090425	0.00556645051732738	0.00857993339760947	0.0198971955882327	0.0046536651331595	0.0616266346324251	0.0703747885290177	0.0723405695674447	0.0378330605126281	0.0360314512701683	0.0342081630697035	0.0134423422606444	0.0124942604663269	0.00743453771997677	0.020844410559304	0.0175893187562318	0.00735245578526625	0.0162429786386143	0.0101344624194488	0.00142190555190077	0.00723350243892857	0	0.0478156432863166	0.00861087640351381	0.00159622865218927	0.00253403876346819	0.0130442456915561	0.0216539766752521	0.00908496331242934
OM2_H_2B_3	0.057091094443571	0.0385353393001987	0.0370059187739303	0.0385418725619511	0.0454933764239707	0.0358522578570857	0.033112950516087	0.0359977317551321	0.0530384645732119	0.0383693788514892	0.0487394402606037	0.0489243712334858	0.0379579617157517	0.0455505899717024	0.0425072458081089	0.0459569944459469	0.0477660503365501	0.0341740832188359	0.0388845622686836	0.048444227478514	0.031484340454618	0.0284940616684161	0.0263373977222822	0.0460738988321475	0.035386805332643	0.0377150767401939	0.0361788679907518	0.0370355538392074	0.0390696346504756	0.0352587686310098	0.0396928157740492	0.0475069431085078	0.0423764570832408	0.0295814153365104	0.0517848353921566	0.031541501537179	0.0421518456843983	0.0462077209703034	0.0344067774498766	0.0329091032990373	0.0255551181521997	0.0352987142827132	0.0413443944654092	0.0403959782347035	0.0316166284706498	0.0343648030824379	0.0415150894761689	0.0325206711368677	0.0377431226412867	0.0471381925006882	0.0408813030092871	0.0478156432863166	0	0.056383901188215	0.0474543536530161	0.0453397316108899	0.06064406647103	0.0638715989673576	0.0491739571707039
OM2_H_2C_1	0.00409602991163539	0.022032021992962	0.0214717721009452	0.020550220698946	0.0118588990724905	0.020880104393345	0.0239131179570977	0.0220961528348172	0.00385531994932369	0.0226902274441719	0.00913799279677023	0.0123771066700861	0.0184485916173635	0.0113575840349047	0.0172424918072751	0.0105348363129294	0.0101491484670476	0.0239140268664001	0.0184548408323403	0.00850997561847523	0.053649445548632	0.0517593551208769	0.0352797534156595	0.0162874034996368	0.0304916594453066	0.0202618931695929	0.0302369299140185	0.0259736943286989	0.0209014192567315	0.0274349659873343	0.0205384341332426	0.0103535574832269	0.0160890600821545	0.0283536205857998	0.00497096872885893	0.0695095516329314	0.0778997841510621	0.07963463084308	0.0447447958443399	0.0431251197200668	0.0421253488888325	0.021920231590943	0.0194263071412105	0.0160398746368856	0.0288772278005477	0.0255403485943653	0.0156357836307299	0.0247540087427257	0.0186665554248694	0.00927964180312015	0.0155962702784211	0.00861087640351381	0.056383901188215	0	0.00926201895390129	0.011132544290676	0.00456851047903096	0.0166921024801568	0.0115513510875633
OM2_H_2C_2	0.0114316719681769	0.0132899364268058	0.0123115045371899	0.0115499396664329	0.00288030104930748	0.0117027276803302	0.0146871232535203	0.0128728580279188	0.00692825133127942	0.0140114693451931	0.00694024525277685	0.00696864018739757	0.00977657785122688	0.00211525964501682	0.00880506886348812	0.00174327051319241	0.00269747847302304	0.0146710703685483	0.0091982243830321	0.00113108546774507	0.0450221666029893	0.0429595306112635	0.0261020284381736	0.00948914640807812	0.0220166470728514	0.0110537639719163	0.0218777807539982	0.0174178988162635	0.012101332473457	0.0186942683232065	0.0118462356076913	0.00708331432871939	0.00723271710395534	0.0190944196418553	0.00591902133736995	0.0605241068454965	0.0691663567420416	0.071076462161821	0.0364662957956259	0.0346967882628969	0.03309826686039	0.0126652301414703	0.0110531571101945	0.00714856960581691	0.0197630392591167	0.0164634422108695	0.00638066562534601	0.0155063866488212	0.0100146365382864	0.00280626989197643	0.00743611562473181	0.00159622865218927	0.0474543536530161	0.00926201895390129	0	0.00233637465488047	0.0138012743742086	0.023100676397001	0.0106572045741516
OM2_H_2C_3	0.0127491475097384	0.0125219047519491	0.0110322694772158	0.0105466977330715	0.0030318031647973	0.00976556932683084	0.0128339587002357	0.0114316859832584	0.00825486617281005	0.0132812098664498	0.00660998538781507	0.00845795196651928	0.00751097030891958	0.0018775158017748	0.00853352851820808	0.00062643140415818	0.0043513635593079	0.0131374171251757	0.00767387366900426	0.00346487722083244	0.0440542849207619	0.0418685349695487	0.0246563178377575	0.010171745345273	0.0212975233404856	0.00969139160375102	0.021240878851526	0.0167109948551375	0.0113139892415107	0.0178121077395865	0.0111752244195737	0.00632064950906177	0.0066590847809538	0.0173821719025642	0.00707698252810976	0.0592344476422679	0.0680736675935385	0.0701015283083381	0.035758010511906	0.0339043482475488	0.0318292277967577	0.0109281355122277	0.0106928429895152	0.00495056346296186	0.0184603880781046	0.0152512686359236	0.00498266098116555	0.0137176434547245	0.00774500408086542	0.00250407343433168	0.00510049762502391	0.00253403876346819	0.0453397316108899	0.011132544290676	0.00233637465488047	0	0.0155779463775579	0.0236909584192148	0.0100417862560798
OM2_H_2F_1	0.00437489273759185	0.0265717788617118	0.0260376988081854	0.02511464102221	0.0164263808485034	0.0253415028986524	0.0283995491311312	0.0266542708719052	0.00762839708976158	0.0272207027150675	0.0124717819782879	0.0166050106761425	0.0227337882938075	0.0159061039928838	0.0217652719405135	0.0149969109007344	0.0146923674572996	0.0284655687137083	0.0229979983710379	0.0130755517297455	0.0581279144616203	0.0562759698156882	0.0398438485653094	0.0205887038578433	0.034969878001463	0.0248227960451739	0.0346932718644274	0.0304777448774814	0.0254497377926567	0.0319644348312657	0.0250761009686433	0.013753950305651	0.0206507815514478	0.0328793736897729	0.00888139095550733	0.0740521058614388	0.0823890182518741	0.0840794025269338	0.0491501544501747	0.0475691621157048	0.0466822124513353	0.0264364510488887	0.0239289318358268	0.0204215723893442	0.0334433883572989	0.0301061859164294	0.0201806632390938	0.0292592538265363	0.0229425607441367	0.013551165185325	0.0197884226111492	0.0130442456915561	0.06064406647103	0.00456851047903096	0.0138012743742086	0.0155779463775579	0	0.0141168057958004	0.0139040153563489
OM2_H_2F_2	0.0127037643340438	0.0361956801013227	0.0345840038310912	0.0342273728961797	0.0259555330747433	0.0321810214608125	0.0352301158168418	0.0348100672399938	0.0165125223062438	0.03694745549178	0.0174150132286883	0.0284984001660956	0.0285353276352611	0.0249785267236742	0.0318971537152366	0.0233510556652105	0.0251892763542964	0.0363150700758145	0.0311075881624305	0.0229875495934439	0.0676369806667996	0.0653413315463606	0.0476893149597854	0.0320846213025944	0.0449686603591192	0.0332063405577384	0.04488642707323	0.0403762290509772	0.0349891461945888	0.0414926083972976	0.0348154984473522	0.0182655353125884	0.030219379021709	0.0399425919873868	0.0172685197051553	0.0822765017740687	0.0914475904577629	0.0936105214885928	0.0594221938933353	0.057574383534437	0.055109325438837	0.0338085660462755	0.0341394534234246	0.0272165026923401	0.0418536743043599	0.0387895402830068	0.0286189411403537	0.0362569421633345	0.0286557094484487	0.021188870982583	0.0255447773130969	0.0216539766752521	0.0638715989673576	0.0166921024801568	0.023100676397001	0.0236909584192148	0.0141168057958004	0	0.0153506048470671
