	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_3
OM2_C_6F_3	0.0283940262084731	0.0047959166619874	0.00377647862179831	0.00186178219959043	0.0100252233909451	0.0304063392979311	0.0341022466586263	0.0164714264598951	0.00615466194400874	0.00984233232482554	0.00690454162173504	0.00439796901138917	0.0292296781340672	0.0175237776654476	0.0117633896528865	0.0399885679614469	0.00523001570252052	0.0152007380708666	0.0238361583236045	0.00540508458856876	0.015466403739178	0.0109453892228962	0.00875439096462309	0.0106810081746315	0.0595633591168807	0.0536497605032445	0.0414966027163348	0.0143591858504448	0.0104586528676196	0.0117977986492339	0.0157134464045762	0.0132317445671687	0.00443287587148931	0.0231949196115033	0.00714868325284881	0.00994271675006573	0.0127637841588828	0.011873888200476	0.0130513694980927	0.0102742578524622	0.00929782621711784	0	0.0140795073693909	0.0133777121678854	0.0107170684313502	0.0163965890871194	0.0140615237506022	0.0197197168428027	0.0419986720801811	0.0308461368073633	0.0160062120566995	0.00892928423143497	0.0196739886315721	0.0136002572077384	0.0161432147566393	0.0144589261853026	0.0301310764243126	0.0248193896673847
OM2_C_6G_1	0.0383199710677518	0.0176924192450543	0.0175569484281379	0.0140664390337721	0.00734191155529209	0.0191746524259744	0.044451232779235	0.0264347262167784	0.017920499248682	0.0225268662979432	0.0146980712648088	0.012482956836517	0.0200565471976749	0.0290629282195382	0.00808680696126137	0.0513054686452558	0.0164280833215726	0.0259283999370121	0.0340159318749393	0.012604457802099	0.0261076109313972	0.0242574393854632	0.0217477209743841	0.00607826810883856	0.0508696132230415	0.0451127502576185	0.0307827977696282	0.025754854449763	0.0232838546332649	0.0222614420588006	0.0287276681260871	0.0266334232011256	0.0127115622811525	0.0346553205288891	0.01845625571419	0.00442050740279493	0.0040583501929484	0.0220694458566641	0.0204492633899306	0.0239265362868449	0.00961837512194239	0.0140795073693909	0	0.00737070287008395	0.022517003653769	0.0255933330303586	0.0225995691057194	0.0314097023720691	0.053040269870844	0.0420824029113742	0.027754762061258	0.0205555405199287	0.00740231987623972	0.0242670164183201	0.0290781495705974	0.00211260769699815	0.0392262458368406	0.0180646205267677
OM2_C_6G_3	0.040971477437696	0.0166112059643484	0.0167823134997128	0.0124017214460273	0.00520733702826496	0.0170677876330653	0.0449678731230596	0.028554833675188	0.0173887593804283	0.0224600160727191	0.0145484547483122	0.0118640082991353	0.0184362402781477	0.030337128836197	0.00302127299005795	0.0531397806426817	0.017022941684332	0.0273041548112255	0.0364689836506156	0.0127684997659903	0.0267176140958822	0.0242865182232393	0.0216659529022736	0.00910387377558752	0.0507951141458249	0.0448342279404858	0.0309918628746715	0.0273430913501525	0.0237493837795636	0.0228205961323202	0.0287525411011284	0.0265107950826558	0.0105563873094367	0.0360852056499789	0.0195187846003835	0.0058448303456969	0.00937417325695048	0.0240129562867835	0.020663098235484	0.0233677451722277	0.00581990368529562	0.0133777121678854	0.00737070287008395	0	0.0234974280898872	0.0268023346518438	0.0236413763615511	0.0328876731849074	0.0547466043001984	0.0439138511059503	0.0291040264360563	0.02182473675633	0.00754999111172864	0.0258819646361989	0.0295126031031514	0.00634128952406905	0.0412636866191074	0.0163318776981207
OM2_C_6H_1	0.019550085934992	0.0081933560250883	0.0090672364618133	0.01208251372813	0.0191573008869221	0.040181420995207	0.0309472691251529	0.00624903340812485	0.00736954827654009	0.00925346799367833	0.0147864041000635	0.0119796019653633	0.0395181550488525	0.00686571024794421	0.0222685885559172	0.0306554122935235	0.0098878425963279	0.00494158048157075	0.0138958630077057	0.0142254379021301	0.00715136712836512	0.00591483552759902	0.00348594185999255	0.0178095775775899	0.0689107198452191	0.0631247844931062	0.0512095638559694	0.00621402515297064	0.0029538590682547	0.00559694101431372	0.00669408762594561	0.00577755771465191	0.0136453221156466	0.0126023861391499	0.00409059575132261	0.0192381346128545	0.0210072905346273	0.00308070079660474	0.0112149142975568	0.00520455791791852	0.019971075052262	0.0107170684313502	0.022517003653769	0.0234974280898872	0	0.00861896819225833	0.00855127550845106	0.010322198426189	0.0342529129366586	0.0206227251708505	0.00610875088269585	0.00337670382194153	0.028905840611088	0.00972419689064467	0.00772608925047407	0.0230262536447582	0.025765627322116	0.0349488086245524
OM2_C_6H_2	0.023161204289342	0.0127548298534963	0.0161423683748567	0.0173749938447853	0.021738506650187	0.0422788080245702	0.0384006517446737	0.007756064226706	0.0108379665024486	0.0177649579425633	0.0220504236100159	0.0152810275940596	0.0443126070170005	0.00916425968595806	0.0264826036026999	0.0330183610162191	0.0174780289646438	0.00536185722165399	0.0162237123642942	0.0208465492616184	0.00297043143536636	0.0140550576428232	0.00995671454967626	0.0198331453586944	0.0748925716950577	0.06907868848708	0.0559815847409592	0.0134074323615137	0.0112200162319802	0.00478679695989413	0.010525561203811	0.0122711148252079	0.0174005760515109	0.0132194208664521	0.0102538033578079	0.0229680310852114	0.0252458725152811	0.00858828153349663	0.00762643347217987	0.0118329526683572	0.0248590415835558	0.0163965890871194	0.0255933330303586	0.0268023346518438	0.00861896819225833	0	0.00336996323428551	0.0150842217011044	0.0385593486979333	0.0217583520182595	0.0115393449144936	0.0115859095271384	0.03129403814782	0.0179153913240306	0.0138325457850145	0.025603070933684	0.0327742763222667	0.0405888096612066
OM2_C_6H_3	0.0253734001713682	0.0105714164633606	0.0144521010179283	0.01491618354532	0.0185302791340771	0.0389586112255075	0.039360939381171	0.00956343322371665	0.00849371388194873	0.0171979117267475	0.0201423627444399	0.012349962296159	0.0413491814297014	0.0113504985812259	0.0234821397260784	0.0357981159714791	0.0159161002525482	0.00718619254177239	0.0186254876974184	0.0186904777539068	0.00476582260228165	0.0140298917141072	0.0091655429250968	0.0167272224901437	0.0722713164569772	0.0664316409454949	0.05309088676611	0.0142051709358725	0.0111889684294778	0.00348504705623736	0.0119173018063125	0.0128815888584663	0.0145363625988473	0.0160741959849506	0.00878320186377675	0.0199897441978285	0.0225318947561582	0.00866704737949278	0.00447235617010177	0.0115601158621987	0.0220342140011635	0.0140615237506022	0.0225995691057194	0.0236413763615511	0.00855127550845106	0.00336996323428551	0	0.0169589973694269	0.0408701872997003	0.0246833622209186	0.013010076957657	0.0109977897164944	0.0280707139302911	0.0180086125831412	0.0150789572946449	0.0224856301906224	0.0338478812054564	0.0378404190348331
OM2_H_2A_1	0.0100585164271551	0.0178534829468645	0.0169310649202517	0.021135701504441	0.0289705020261656	0.0496415898409683	0.0242179919488471	0.00842681955897299	0.0174804356210323	0.0127954181774664	0.0212626015870059	0.0219689451226976	0.0472338279067356	0.00604892046012181	0.0312289723487437	0.020459295480267	0.0167211230459399	0.00985341792329049	0.00595210705868452	0.0216519430038225	0.013534036416501	0.00978080417130025	0.0126232893949827	0.0273864669269248	0.0743569640252738	0.068783317209988	0.0582748301290964	0.00574394961192136	0.00962174244281257	0.0147200033075734	0.0082587692630623	0.00863949942727934	0.0233612628212952	0.00659119366569166	0.0139304496962732	0.0283300584363529	0.0291205475673674	0.0103845648848028	0.0206793422044451	0.0117126743768028	0.0286325090071098	0.0197197168428027	0.0314097023720691	0.0328876731849074	0.010322198426189	0.0150842217011044	0.0169589973694269	0	0.0241099871681695	0.0114219652966532	0.00424083891187436	0.0111316140756405	0.0382410176897902	0.00972555403516827	0.00524343332977305	0.0322809389765411	0.0186026239085221	0.0420114497283133
OM2_H_2A_2	0.0171169182766447	0.040985320614733	0.038680729944183	0.0433180242542178	0.0516784172112662	0.0711530689257243	0.0186970748993951	0.0318449935250397	0.041071641002169	0.0327206823240809	0.0408829152782136	0.0451372206750905	0.065597804989585	0.029585457743345	0.0525252342643561	0.00953397544632063	0.0377587959736747	0.0336933395556865	0.0232973516291928	0.0422073011536123	0.0370806336351322	0.0317232573755754	0.0360918314618938	0.0501931357809437	0.0869598088603134	0.082068513566001	0.0750316195862706	0.0286259948215135	0.032901158055325	0.0387617513956196	0.0309381709509649	0.0311519113346088	0.0461070401799232	0.0258853643949104	0.0374785534796082	0.0501944268996861	0.0498968433225521	0.0341484761665649	0.044717616343114	0.0343931033000805	0.0496909877349774	0.0419986720801811	0.053040269870844	0.0547466043001984	0.0342529129366586	0.0385593486979333	0.0408701872997003	0.0241099871681695	0	0.0187923621538821	0.02831708152486	0.0342717081035365	0.0600415145866147	0.0290005712187519	0.0275321170351189	0.0543217442059814	0.0172821411156446	0.059597378878111
OM2_H_2A_3	0.00882501251345553	0.0284089301866344	0.0281782102777337	0.0322223092819383	0.0396887715603815	0.0605088929972144	0.0275515443227066	0.0164008098383601	0.0277035979754943	0.0240650585150707	0.0326644216570269	0.0325928330803431	0.0585312895449261	0.0141139703003582	0.0424339936491067	0.0114430502750957	0.0281066199966483	0.0179535943263451	0.00853365656153689	0.0330187766639864	0.0207594612114171	0.0208812031729962	0.0230142592806323	0.0377251901718094	0.0850334486262513	0.0795868523293331	0.0692803576362686	0.0169964429376299	0.0205244375797385	0.0234545114431588	0.0169499647850351	0.0188544045346364	0.0341698909872456	0.00875790428588938	0.0245130694790588	0.0392621061285085	0.0399367175177555	0.0203003541220965	0.0289209209181255	0.0220834396871561	0.0399178663038693	0.0308461368073633	0.0420824029113742	0.0439138511059503	0.0206227251708505	0.0217583520182595	0.0246833622209186	0.0114219652966532	0.0187923621538821	0	0.0148525051175996	0.0221434266908495	0.0489803909311297	0.0206834670540559	0.0155876119504418	0.0429086521753292	0.0222389563120669	0.0533318779234862
OM2_H_2B_1	0.0137726885325781	0.0138857162916943	0.0135298103966519	0.0174244794626472	0.0249988167862028	0.0458420063034249	0.0269812626902125	0.00537641775037876	0.0133512675809671	0.0106243257267969	0.0184483271928559	0.0179185159226105	0.0441606751355667	0.00355259059518475	0.027613299894068	0.0245717421945223	0.0136339031847955	0.00618948508597832	0.0084342708378159	0.0184994419800045	0.00994727620339735	0.00699797022582995	0.00864557201296865	0.0234443608859892	0.0722646981121781	0.0665963841043513	0.0554717399853644	0.00336314419233259	0.00587193140413542	0.0106059225637848	0.00569967481905626	0.00582601234657304	0.0194268829215601	0.00778102679177905	0.00984836234576482	0.0246176645492606	0.025746898923503	0.00640917458923677	0.0165610476451175	0.0082946870765824	0.0251223624527461	0.0160062120566995	0.027754762061258	0.0291040264360563	0.00610875088269585	0.0115393449144936	0.013010076957657	0.00424083891187436	0.02831708152486	0.0148525051175996	0	0.00736392051469159	0.0344562056674504	0.00861507532207883	0.0040810622578679	0.0284965875643523	0.0214589506219398	0.0391873023584303
OM2_H_2B_2	0.0197385591074668	0.00798327770523114	0.00711894464555896	0.0105424759351555	0.0178743826560532	0.038551519848472	0.029489223144328	0.00828721581947243	0.00774917763020501	0.0070165127224794	0.0118606071437437	0.0110655192214378	0.0369799076107567	0.00932024944718412	0.0203242373955269	0.0315252352499556	0.0068967349957915	0.0079863495034336	0.0149091261778877	0.0114575313560689	0.0104268692629045	0.00529941838737761	0.0047401842001421	0.0164898162175774	0.0658466458810821	0.0600955872543221	0.0484618722066913	0.00574128173528092	0.00342929557855418	0.00821914381389126	0.00914856517818162	0.0070787219810065	0.0125992303461217	0.0148049650274816	0.00337223758101945	0.0172865803646824	0.0185950389947949	0.00403743213604712	0.0130385198041514	0.00619102481613568	0.0179151080118388	0.00892928423143497	0.0205555405199287	0.02182473675633	0.00337670382194153	0.0115859095271384	0.0109977897164944	0.0111316140756405	0.0342717081035365	0.0221434266908495	0.00736392051469159	0	0.0271926861897525	0.00734113140682884	0.00870648329260446	0.021299916595475	0.0241552239358674	0.032222400164265
OM2_H_2B_3	0.0455529174419591	0.0229257736202583	0.0232514813912495	0.0190903357728827	0.0105368011520753	0.0118514146036562	0.0505977177288479	0.0331374349791882	0.0232813645883563	0.0286753873351467	0.0203754251131603	0.0176288175100258	0.0162366656607283	0.0355762477226948	0.00980616610782323	0.0583478962220737	0.0227793459196789	0.032256238080652	0.0410804523870526	0.0184985702845729	0.0317987420680544	0.0304613780009269	0.0276502952589225	0.011671790646813	0.0479156621893798	0.0421685929030918	0.0269320674807185	0.032613158638397	0.0295977333448846	0.027944482423103	0.0347542327416738	0.0327012851612348	0.0171178819492372	0.0412583503130177	0.0248288556644357	0.0100378545865976	0.0107795366351971	0.0287888834523682	0.0251014748668949	0.0297072856903559	0.0127125591626914	0.0196739886315721	0.00740231987623972	0.00754999111172864	0.028905840611088	0.03129403814782	0.0280707139302911	0.0382410176897902	0.0600415145866147	0.0489803909311297	0.0344562056674504	0.0271926861897525	0	0.0311411080952894	0.0354757190273558	0.00617891427193422	0.0460413746036886	0.0165056347566822
OM2_H_2C_1	0.0160276747523961	0.0141533472883641	0.0108707772400539	0.0151427704600142	0.0229109199603365	0.0423264041332895	0.0227008905923196	0.0120229026359625	0.0145872202932766	0.00604748384068518	0.0126271861919167	0.0169910170439257	0.0383040254018444	0.0120903400674053	0.0237816568642782	0.0279864184095055	0.0089591409503198	0.0131324084717884	0.0138276594631938	0.0134731943937577	0.0165683336836059	0.00705047579348257	0.0110190019097021	0.0216223447723017	0.0646756642168492	0.0591184447507346	0.0490196936751703	0.00534566476602577	0.0080789671568457	0.0152503742227425	0.0123024107947634	0.00970647376979255	0.0179615828655225	0.0158051464535543	0.0105592571825083	0.0212291010104076	0.0213088487910708	0.00970338285858006	0.0203713881633747	0.0106249013610243	0.0210992899366606	0.0136002572077384	0.0242670164183201	0.0258819646361989	0.00972419689064467	0.0179153913240306	0.0180086125831412	0.00972555403516827	0.0290005712187519	0.0206834670540559	0.00861507532207883	0.00734113140682884	0.0311411080952894	0	0.0089050344957207	0.0254707918298054	0.0170381270287385	0.0328458504151536
OM2_H_2C_2	0.015101569427915	0.0138560945355033	0.0130298266837396	0.0172908252165935	0.0257338299106528	0.0465020661327721	0.0249055542427661	0.00915775557964145	0.0138235126145974	0.00926091190334272	0.018211038625666	0.0185994000942587	0.0442847912542256	0.00613823435309013	0.027796846806	0.0244094896330785	0.0137685265603938	0.00889435262181121	0.0109496138988928	0.0186444501514629	0.0115553169682101	0.00549026447065728	0.00874051827046175	0.0249503231439633	0.0722476753688349	0.0665411739945186	0.0559394888546365	0.00531280635188029	0.00597823920204341	0.0121357065979146	0.00450878376104925	0.00371700755499117	0.0195888099645463	0.00924036462224003	0.0112243419926231	0.0255359844472486	0.0270111544090336	0.00930826695961543	0.0180578182394395	0.00703344720436249	0.0250859644010245	0.0161432147566393	0.0290781495705974	0.0295126031031514	0.00772608925047407	0.0138325457850145	0.0150789572946449	0.00524343332977305	0.0275321170351189	0.0155876119504418	0.0040810622578679	0.00870648329260446	0.0354757190273558	0.0089050344957207	0	0.0297571012381641	0.0208840279232837	0.0390586757006734
OM2_H_2C_3	0.0395134606382232	0.0177303156880016	0.0180899259094469	0.0142426802203578	0.00632530013734441	0.0180100867497341	0.0458621610658716	0.0270489673580911	0.017907149346271	0.023413021728354	0.0157849558648351	0.0123516136402432	0.0202409087833318	0.0296121407345597	0.00780207493132039	0.0523584971772544	0.0173886092649269	0.0263151971939978	0.0349518692019869	0.0136178581220082	0.0261463632238601	0.024928340290423	0.0220677126442485	0.00578589893712135	0.0515903966301493	0.0458081949761337	0.0312119759242191	0.026678169523958	0.0238708025165756	0.0222940909407261	0.0291076735336874	0.0271305988501538	0.0124495246543377	0.0352538462724481	0.0189546355019428	0.00480088086730081	0.00605800314808083	0.0227259176507511	0.0199683742340565	0.0242849193001428	0.00971942650526099	0.0144589261853026	0.00211260769699815	0.00634128952406905	0.0230262536447582	0.025603070933684	0.0224856301906224	0.0322809389765411	0.0543217442059814	0.0429086521753292	0.0284965875643523	0.021299916595475	0.00617891427193422	0.0254707918298054	0.0297571012381641	0	0.0408011492078121	0.0186599600603962
OM2_H_2F_1	0.0150219839331948	0.0309086904184239	0.0271605659921299	0.0314912265510267	0.0391611325099424	0.0566755921729519	0.0103147357366195	0.0254146774255442	0.0314646552289572	0.0211730795876063	0.0269339815170607	0.0338597855339894	0.049583556656334	0.0244266016302306	0.0387715819445828	0.02170632716459	0.025083925847392	0.027455245453106	0.0199666067769788	0.0285695719307069	0.0313757815693809	0.0223525931100581	0.0273116746666545	0.0378004642395432	0.0698062140899072	0.0649370257712048	0.0582517155611034	0.0196926485403273	0.0240169470361953	0.0312873983954003	0.0253640105852005	0.0237581555301266	0.0345503222146378	0.0241485180873386	0.027483043490218	0.0367363197994875	0.0355869373831413	0.0254277887518336	0.0368968456771743	0.0260264416123007	0.0360679927158601	0.0301310764243126	0.0392262458368406	0.0412636866191074	0.025765627322116	0.0327742763222667	0.0338478812054564	0.0186026239085221	0.0172821411156446	0.0222389563120669	0.0214589506219398	0.0241552239358674	0.0460413746036886	0.0170381270287385	0.0208840279232837	0.0408011492078121	0	0.0435403135225733
OM2_H_2F_3	0.0483704197273024	0.0292650640562587	0.0268101878195453	0.0241707388954211	0.0209249273617747	0.0186680877781186	0.0458575451874057	0.0399824712650732	0.0306263727265049	0.0300844336624158	0.0208787316293662	0.0257432602664048	0.00645346330181944	0.0415129100382119	0.0151696814730392	0.0604866406404224	0.0255869356730442	0.0395204286665227	0.0458647983139722	0.0207980662605172	0.040128428580982	0.0337011738034867	0.0333958934671125	0.0231498293724232	0.0352681495136384	0.0292472603793287	0.0180718723598458	0.0364841989613745	0.0342762112716789	0.0363065689777151	0.0399051317601312	0.0368497052265492	0.0242264024785446	0.0469074919873323	0.0312819993809901	0.018471171325062	0.0173137758749815	0.035289158149119	0.035753160247951	0.0343056921645467	0.0163247366253997	0.0248193896673847	0.0180646205267677	0.0163318776981207	0.0349488086245524	0.0405888096612066	0.0378404190348331	0.0420114497283133	0.059597378878111	0.0533318779234862	0.0391873023584303	0.032222400164265	0.0165056347566822	0.0328458504151536	0.0390586757006734	0.0186599600603962	0.0435403135225733	0
