	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_2	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_6E_1	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6G_2	OM2_C_6H_1	OM2_C_6H_2	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2
OM2_C_5F_1	0.0101935137244038	0.0221008337098114	0.018211834247847	0.00380019622514337	0.0166779212767279	0.00161325454495589	0.0263629521264423	0.0429456912765968	0.00904641361541614	0.00731982588464529	0.0106991372312123	0.00434264129488394	0.0185631599860412	0.00633915595732876	0.0114245156695222	0.00537499487109556	0.0100871569890489	0.00325161752441548	0.0201473008111272	0.00185967256745628	0.00698066636827952	0.0178030300600377	0.0264055509790043	0.00213122452655405	0.0129051621550739	0.0322517400448502	0.0183914516764426	0.0233674153060874	0.0048107967473372	0	0.026923189624335	0.0129764049876184	0.026116794085802	0.0139701611180712	0.0104320131762874	0.00242932289611018	0.0120458140792517	0.0082101619172077	0.0142124313536986	0.0140421885293227	0.0195540238824685	0.00757262456587586	0.0192459034797635	0.016273585357446	0.00967578791381896	0.00438430161232152	0.0182404955274041	0.0187245229146625
OM2_C_5F_2	0.0167313487478968	0.00482340780682152	0.00871291801465344	0.0231238526668062	0.0435940667689508	0.0253103339339338	0.000560383600087092	0.0160293716787946	0.0178783614946391	0.0342405772741484	0.0162257555828381	0.0312645083351074	0.0454781768917461	0.0205853112171013	0.0383434515371339	0.0322964942584008	0.0168376984645541	0.0236723245706946	0.047061317587637	0.0250639724122492	0.0199438866768668	0.0091217584717098	0.000517773859439192	0.0247924813581181	0.0140198044710986	0.00533025590313481	0.0085332836045329	0.00355659493354274	0.0221134336219689	0.026923189624335	0	0.0139485624316267	0.0530266185520012	0.0129548069700197	0.016492864231018	0.0244944482064539	0.0148791351347341	0.0351305467701367	0.0127125339546851	0.012882778852923	0.0073705860315163	0.0344932734200903	0.0461604951374918	0.0431899641665426	0.0365955364757854	0.0313061542112876	0.0451557103487969	0.00820017918636889
OM2_C_5F_3	0.00278302449236159	0.00912538120296725	0.00523587875778975	0.00917637206274	0.0296520301429525	0.0113632362051656	0.0133882175435396	0.0299754310025103	0.00393015825735431	0.0202955384973285	0.00227738221373411	0.0173186953281461	0.031536848852439	0.00663744628755789	0.0243996236881247	0.0183509397832706	0.00288938486955006	0.00972493550723273	0.0331206117400622	0.0111168291491741	0.00599593490085824	0.00482703008965299	0.0134308244552071	0.0108452886197248	7.12471560060912e-05	0.0192782863499567	0.00541551623370525	0.0103921578931192	0.00816579228344616	0.0129764049876184	0.0139485624316267	0	0.0390884762164636	0.00099382144731985	0.00254451648626316	0.0105472020056001	0.000930643600687392	0.0211857565493449	0.00123610902502673	0.00106585395636242	0.00657822564181965	0.0205483044218228	0.0322194322591279	0.0292477800835041	0.0226511724434851	0.0173603514327764	0.0312142585745609	0.00574862546095712
OM2_C_5G_1	0.0363068653458623	0.0482076727744242	0.04432109781545	0.0299159352580268	0.00944032428859607	0.0277296337879943	0.0524668002637721	0.0690345411185509	0.0351602503413306	0.0187982404221783	0.0368122671241041	0.0217750279327881	0.00755492627421964	0.0324540390713284	0.0146938284892407	0.0207428307040713	0.036200554634846	0.0293675255782116	0.00597060110341479	0.0279759841556225	0.0330953140242145	0.0439125316707355	0.0525093674540109	0.0282474602416673	0.0390172679937922	0.0583508775534937	0.0445006096444958	0.0494734020942001	0.0309262096122277	0.026116794085802	0.0530266185520012	0.0390884762164636	0	0.040081739529452	0.0365452608125607	0.0285454737297848	0.0381583298033251	0.0179079911674321	0.0403238867749673	0.040153730492057	0.0456624834368916	0.0185454678750875	0.00687210897902999	0.00984468586209511	0.016442476017053	0.0217333743086395	0.00787762263207994	0.0448334834332352
OM2_C_5G_2	0.00377684213403667	0.00813158678392636	0.00424206538451046	0.010170159824455	0.0306455266055168	0.0123570070219589	0.0123944566736812	0.0289819295911662	0.00492397270194679	0.0212892047856067	0.00327120096309352	0.018312402734304	0.0325303036923331	0.00763124942991197	0.0253932230459865	0.0193446336406677	0.00388320225470994	0.0107187193394469	0.0341140296926813	0.0121106020459454	0.00698974119776927	0.00383321536707528	0.0124370639884145	0.01183906375847	0.00106506857585977	0.0182845939899347	0.00442170349188103	0.00939837204468102	0.00915958672053665	0.0139701611180712	0.0129548069700197	0.00099382144731985	0.040081739529452	0	0.00353833467341438	0.0115409795449099	0.00192446439901306	0.0221794093265386	0.000242287686647394	7.20325365994908e-05	0.0055844175576364	0.0215419669305936	0.0332128714150374	0.0302412851505204	0.0236448017640659	0.0183540583067708	0.0322077207138551	0.00475481395244737
OM2_C_6E_1	0.000238508620333216	0.011669798557132	0.00778035739670348	0.00663191172378087	0.0271082485843745	0.00881881208032293	0.0159325350262164	0.0325190299120646	0.00138564680797012	0.0177513527326232	0.000267134835895012	0.0147744140374949	0.0289931677054478	0.00409295489560076	0.0218555958553321	0.0158066898006715	0.000344869305486694	0.0071804834302565	0.0305770198664097	0.00857240050673987	0.00345143753627525	0.00737151352417613	0.0159751407662888	0.00830085512738948	0.00247326949354643	0.0218224091300289	0.00795999266671045	0.0129365491502291	0.00562131816743394	0.0104320131762874	0.016492864231018	0.00254451648626316	0.0365452608125607	0.00353833467341438	0	0.00800276334441016	0.00161387427672402	0.0186416024629516	0.00378062117815072	0.00361036687481936	0.00912268633623601	0.018004127506324	0.0296757890396886	0.0267039778154938	0.0201070736172315	0.0148160713681754	0.0286705597921106	0.00829309764363399
OM2_C_6E_3	0.00776426008724173	0.0196718933007442	0.0157827637741938	0.00137087787550151	0.0191069682947814	0.000816069499050991	0.0239341854382929	0.0405179147937672	0.00661714307743444	0.00974908678129729	0.00826989178049545	0.00677193861106436	0.0209921457554207	0.0039098547147171	0.0138537012752602	0.00780428129468102	0.00765790168730633	0.000822296961248545	0.0225762304249395	0.000569651252422418	0.00455137123686968	0.0153739474842345	0.0239767861924107	0.000298098923522998	0.0104759577054533	0.0298232674162465	0.0159623866144193	0.0209385231081316	0.0023814838539912	0.00242932289611018	0.0244944482064539	0.0105472020056001	0.0285454737297848	0.0115409795449099	0.00800276334441016	0	0.00961659263475021	0.010639408948228	0.0117832552652605	0.0116130085759039	0.0171249952401389	0.0100018816646162	0.02167486557149	0.0187026447209543	0.0121050091433191	0.00681359852465765	0.0206694922101165	0.0162954680400013
OM2_C_6F_1	0.0018523826378657	0.010055993534789	0.00616651137841233	0.00824575401415963	0.0287216715296675	0.0104326325968475	0.014318795676707	0.030905755365189	0.0029995186475648	0.0193650269463297	0.00134673965216513	0.0163881472139458	0.0306065279904066	0.00570681549369771	0.0234691721388859	0.0174204036834347	0.00195874318583432	0.0087943207802416	0.0321903243911773	0.0101862237539192	0.00506530157186369	0.00575766424076512	0.0143614021831365	0.00991468130225698	0.000859396465513872	0.0202087964869773	0.00634614814571832	0.0113227613722478	0.00723516864361273	0.0120458140792517	0.0148791351347341	0.000930643600687392	0.0381583298033251	0.00192446439901306	0.00161387427672402	0.00961659263475021	0	0.0202552570703377	0.00216675171672394	0.00199649683487128	0.00750885243306308	0.0196177962453264	0.0312891256404128	0.0283174136756776	0.0217206939751166	0.0164298037897446	0.0302839310868432	0.00667925600052396
OM2_C_6F_2	0.0184031233144767	0.0303090134540326	0.0264205747244198	0.0120102241041519	0.00846817101983872	0.00982336996086567	0.0345704121020761	0.0511492903604797	0.0172561161249869	0.000890355091941381	0.0189087033751701	0.00386756979374326	0.0103535579176675	0.014549046747445	0.00321446099028085	0.0028352116443909	0.0182967755239912	0.0114616700143387	0.0119378391243527	0.0100697795306267	0.0151905164773313	0.0260118241795503	0.0346130032029874	0.0103413217601659	0.0211145208992877	0.0404580231926102	0.026600168265497	0.0315753926776179	0.0130207746306406	0.0082101619172077	0.0351305467701367	0.0211857565493449	0.0179079911674321	0.0221794093265386	0.0186416024629516	0.010639408948228	0.0202552570703377	0	0.0224216534691748	0.0222514290170162	0.0277625811569895	0.000637551469092271	0.0110363601393152	0.00806380599265208	0.00146566743426287	0.00382590941251733	0.0100308666402461	0.026933194693762
OM2_C_6G_2	0.00401912847970667	0.00788930479800515	0.00399977920277447	0.0104124381867541	0.0308877317170621	0.0125992810142491	0.0121521824010593	0.0287397167637267	0.00516625814276484	0.0215314523192656	0.00351348763406755	0.0185546606171027	0.0327724984514288	0.00787353181938944	0.0256354538148849	0.0195868881076906	0.00412548852621702	0.0109609966838259	0.0343562152866357	0.0123528765722498	0.00723202442642811	0.003590928901123	0.0121947898094038	0.0120813388610116	0.00130735613900076	0.0180423357764373	0.00417941744448317	0.00915609200977183	0.00940186682068181	0.0142124313536986	0.0127125339546851	0.00123610902502673	0.0403238867749673	0.000242287686647394	0.00378062117815072	0.0117832552652605	0.00216675171672394	0.0224216534691748	0	0.000170255150141702	0.00534213251863899	0.0217842135152577	0.0334550622762233	0.0304834924037783	0.0238870400283088	0.0185963160552893	0.0324499172875928	0.00451252816931957
OM2_C_6H_1	0.00384887428918814	0.00805955597826147	0.00417003331400775	0.010242189634778	0.0307175347297796	0.0124290355428503	0.0123224281802759	0.0289099194396512	0.00499600459323733	0.0213612254802588	0.00334323321271075	0.0183844264924675	0.0326023087471939	0.00770328042615326	0.0254652387747862	0.0194166563879315	0.00395523438831354	0.0107907488495959	0.0341860320297864	0.0121826307245082	0.00706177244063539	0.00376118321025833	0.012365035523031	0.0119110926071335	0.00113710108083467	0.0182125702972944	0.00434967146211087	0.00932634182472797	0.00923161704298639	0.0140421885293227	0.012882778852923	0.00106585395636242	0.040153730492057	7.20325365994908e-05	0.00361036687481936	0.0116130085759039	0.00199649683487128	0.0222514290170162	0.000170255150141702	0	0.00551238583287788	0.0216139873442394	0.0332848753140853	0.0303132939097095	0.0237168197134322	0.0184260820251976	0.0322797263067731	0.00468278200276271
OM2_C_6H_2	0.00936118752494577	0.00254721176692135	0.00134236384438592	0.0157542513797973	0.0362277066718837	0.0179409739794378	0.00681021287554802	0.0233989211214019	0.0105082847058538	0.0268724644756137	0.00885555937661383	0.0238959334109469	0.0381122246640766	0.0132154615324577	0.0309760516245258	0.0249280743328316	0.00946754477434971	0.0163027814433441	0.0396957222173219	0.0176945840013942	0.0125739796489526	0.00175121594615203	0.00685282188254979	0.0174230619598729	0.00664947165772497	0.0127006560328681	0.00116272460427672	0.00381402815767195	0.0147437293659763	0.0195540238824685	0.0073705860315163	0.00657822564181965	0.0456624834368916	0.0055844175576364	0.00912268633623601	0.0171249952401389	0.00750885243306308	0.0277625811569895	0.00534213251863899	0.00551238583287788	0	0.0271252019928723	0.0387946951298927	0.0358235189755637	0.0292278221407979	0.02393758543407	0.037789687015791	0.000829611692295267
OM2_H_2A_1	0.0177656463716035	0.0296716679709293	0.0257831790327708	0.0113727036943663	0.00910570507981156	0.00918583899413129	0.0339331298084956	0.0505123361612678	0.0166186299962485	0.000252803673643854	0.0182712306744106	0.00323002115692529	0.0109910837099902	0.0139115413466732	0.00385200965895823	0.0021976615873952	0.0176592977038426	0.0108241467504791	0.0125753567372609	0.00943224964390531	0.0145530153379232	0.0253744236212809	0.0339757215842303	0.00970379309580295	0.0204770680917185	0.0398208423490252	0.0259627747368048	0.0309380650788725	0.0123832598402084	0.00757262456587586	0.0344932734200903	0.0205483044218228	0.0185454678750875	0.0215419669305936	0.018004127506324	0.0100018816646162	0.0196177962453264	0.000637551469092271	0.0217842135152577	0.0216139873442394	0.0271252019928723	0	0.0116738825442862	0.00870134161802744	0.00210321820580932	0.00318836070903908	0.0106683939607031	0.0262958052158323
OM2_H_2A_2	0.0294373551212776	0.0413404288938568	0.0374530357030701	0.023045499307305	0.00256827381160873	0.0208589275109108	0.0456005406405964	0.0621729916434258	0.0282905591220403	0.011926673760267	0.0299428387533182	0.0149037046072863	0.000682829736903117	0.025583946546939	0.00782199721715029	0.0138714180959697	0.0293310273541277	0.0224970196042103	0.000901520852158856	0.0211053071608222	0.0262253133127752	0.0370443879575524	0.0456431181318795	0.0213768158619457	0.0321482116192438	0.0514861293691857	0.0376325836501681	0.0426064411274907	0.0240559065450785	0.0192459034797635	0.0461604951374918	0.0322194322591279	0.00687210897902999	0.0332128714150374	0.0296757890396886	0.02167486557149	0.0312891256404128	0.0110363601393152	0.0334550622762233	0.0332848753140853	0.0387946951298927	0.0116738825442862	0	0.0029726475038151	0.00957074744686734	0.0148620472792572	0.001005532758683	0.0379655248420879
OM2_H_2C_1	0.0264655297033246	0.0383694622943974	0.0344817547943502	0.0200733388998482	0.000404374779031402	0.0178866725823686	0.0426299564427516	0.0592042771396499	0.0253186671458855	0.00895413831376184	0.0269710435717209	0.0119312438570781	0.00228981940229557	0.0226119086888398	0.00484938946696721	0.0108989293213196	0.0263591956460407	0.0195248345280763	0.00387416470457242	0.0181330623727972	0.0232533086019902	0.0340730759205843	0.0426725379570322	0.0184045823986251	0.0291765548003319	0.0485161392154877	0.0346613165331488	0.0396355840143438	0.0210837932654411	0.016273585357446	0.0431899641665426	0.0292477800835041	0.00984468586209511	0.0302412851505204	0.0267039778154938	0.0187026447209543	0.0283174136756776	0.00806380599265208	0.0304834924037783	0.0303132939097095	0.0358235189755637	0.00870134161802744	0.0029726475038151	0	0.00659816615901456	0.0118895853544468	0.0019671168140402	0.0349942834850624
OM2_H_2C_2	0.0198685992954428	0.0317741742339408	0.0278858551664212	0.0134758069980013	0.00700253434260387	0.0112889795154948	0.0360354229772247	0.0526135290077388	0.0187216144763611	0.0023560214348085	0.0203741690516711	0.00533322648525591	0.00888793818479214	0.0160145923616014	0.00174879647670004	0.00430087273011179	0.0197622536378776	0.0129272600692523	0.0104722364626036	0.0115353863329236	0.0166560515939266	0.0274771162551556	0.036078012480451	0.0118069254554056	0.0225799384345652	0.0419227944474228	0.0280654435392558	0.0330405109640891	0.0144863435013274	0.00967578791381896	0.0365955364757854	0.0226511724434851	0.016442476017053	0.0236448017640659	0.0201070736172315	0.0121050091433191	0.0217206939751166	0.00146566743426287	0.0238870400283088	0.0237168197134322	0.0292278221407979	0.00210321820580932	0.00957074744686734	0.00659816615901456	0	0.00529156630291542	0.00856524374727023	0.0283984602921268
OM2_H_2C_3	0.0145775813333719	0.0264842088438347	0.0225954856235912	0.00818444898645432	0.0122939392344125	0.00599754097364911	0.0307459682900705	0.0473267441245444	0.0134305239892198	0.00293555787690499	0.0150831846607978	4.16606006866991e-05	0.0141792683446451	0.0107233506923523	0.00704033965453328	0.000990701592665416	0.0144712287391153	0.00763588014780855	0.0157634936000031	0.006243955955987	0.0113648432142397	0.0221867076422186	0.0307885632568147	0.00651550434341049	0.0172891120102154	0.0366341628000376	0.022775091367763	0.0277506899203864	0.0091950288532713	0.00438430161232152	0.0313061542112876	0.0173603514327764	0.0217333743086395	0.0183540583067708	0.0148160713681754	0.00681359852465765	0.0164298037897446	0.00382590941251733	0.0185963160552893	0.0184260820251976	0.02393758543407	0.00318836070903908	0.0148620472792572	0.0118895853544468	0.00529156630291542	0	0.013856587636364	0.0231081406642848
OM2_H_2F_1	0.0284321209071756	0.0403354934231666	0.0364479912268472	0.0220401473434857	0.00156274247277265	0.0198535420554138	0.0445957374612993	0.0611688322874877	0.0272853015985477	0.0109211872061299	0.0289376151174833	0.0138982453906887	0.000322703099929327	0.0245786377992254	0.00681648334948688	0.0128659486818515	0.0283257909385854	0.0214916589150056	0.00190705300337849	0.0200999253066434	0.0252200162226461	0.0360393326691799	0.0446383163427619	0.0203714380271003	0.0311430363146852	0.0504815311842344	0.0366275439633314	0.0416015435659463	0.0230505712244066	0.0182404955274041	0.0451557103487969	0.0312142585745609	0.00787762263207994	0.0322077207138551	0.0286705597921106	0.0206694922101165	0.0302839310868432	0.0100308666402461	0.0324499172875928	0.0322797263067731	0.037789687015791	0.0106683939607031	0.001005532758683	0.0019671168140402	0.00856524374727023	0.013856587636364	0	0.0369604940991154
OM2_H_2F_2	0.00853160010939128	0.00337682082807025	0.000512752362192288	0.0149247109269073	0.0353984797498127	0.0171114552000239	0.00763980861520154	0.0242283573273228	0.00967870391093312	0.0260430636750002	0.00802596929438303	0.0230664880536988	0.0372830389458192	0.0123858994973806	0.030146720791321	0.0240986438346807	0.00863795793934037	0.015473246159331	0.038866572715217	0.016865062637524	0.0117444127711106	0.000921604746365638	0.00768241743249106	0.0165935377897726	0.00581987174531836	0.0135302148615693	0.000333113030131985	0.00464363442855835	0.0139141798610185	0.0187245229146625	0.00820017918636889	0.00574862546095712	0.0448334834332352	0.00475481395244737	0.00829309764363399	0.0162954680400013	0.00667925600052396	0.026933194693762	0.00451252816931957	0.00468278200276271	0.000829611692295267	0.0262958052158323	0.0379655248420879	0.0349942834850624	0.0283984602921268	0.0231081406642848	0.0369604940991154	0
