	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_B_C_1	OM2_B_C_2	OM2_B_C_3	OM2_C_4A_1	OM2_C_4A_2	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4B_3	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_2	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6E_3	OM2_C_6F_1	OM2_C_6F_2	OM2_C_6F_3	OM2_C_6G_1	OM2_C_6G_2	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_2	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_2	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2C_3	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_6H_3	0.0702941198524482	0.0902431041455613	0.0772181506740988	0.0723677803826298	0.0890573370102475	0.0221838436354337	0.046465655445809	0.0925303954692601	0.0536084788648468	0.0342063380180797	0.0184921799995895	0.0357063205432292	0.0270839005937492	0.0769073419013494	0.0308402289594334	0.0270777170896475	0.0496735103571985	0.0384439354643399	0.034700392429635	0.0329104369610368	0.0424703184313465	0.0740845957931378	0.0618277696462572	0.0437628095469046	0.0507619371454986	0.101721353078146	0.0215876562594382	0.0216719176128655	0.100107503541861	0.0853437191582682	0.0603782906731372	0.0954961605200227	0.0874125007453491	0.0424970092772844	0.0606308082743958	0.0498727999877154	0.0255857826466816	0.108093644651018	0.0451039599137905	0.0237196156680172	0.0643413513967351	0.118637263678789	0.0227531817705651	0.104558741068049	0.123308395968317	0	0.0228241148841622	0.113737238887278	0.0450521483372675	0.0553642899555663	0.0488776016764786	0.0388987670199047	0.0512546033476034	0.076806679742131	0.0445941167784672	0.0908618130283598	0.0493869338559337	0.076466465771924
OM2_H_2A_1	0.0745514044373852	0.0939348491108567	0.0786943062635326	0.0730025260838554	0.090965026760083	0.0327324528611155	0.0499616319571259	0.095481582377199	0.0511014703267816	0.0276839947092955	0.0135698271848797	0.016250453730173	0.00638996724127631	0.0771245276692321	0.014260340093168	0.00825307057957438	0.0370568245770816	0.0192388873949743	0.022164579897938	0.0276794931150223	0.0335401354784856	0.0764588746284129	0.0633939415940078	0.0377454259184832	0.0520621302548245	0.100334568439993	0.0051821533924071	0.0115959672865366	0.10279374840025	0.0891559614979709	0.057120372617007	0.101919830303775	0.0906363568519401	0.0352838469087352	0.0593240595414944	0.0481407574079129	0.0140529002514638	0.107135263404548	0.045748747781543	0.00976395662039815	0.0611867329171577	0.119113699267024	0.0149461532135498	0.106413107260525	0.12785167506516	0.0228241148841622	0	0.0968283764172321	0.0223076802834434	0.0349587081254547	0.0262839947313176	0.0217754245698813	0.0508453264600623	0.0775730068414382	0.0364664516314514	0.0928854887884079	0.0461518846176111	0.075914467249985
OM2_H_2A_2	0.0928677929524346	0.0964601824422858	0.0848235066167275	0.0818734301405751	0.089000032968615	0.103694280123664	0.0895241973113187	0.0949092833695274	0.0763178983663061	0.0836193180081941	0.106620762263984	0.0985260981740881	0.0951747606939635	0.0815049852638764	0.0854262137949072	0.0903207861490974	0.066309333519787	0.0790291691907432	0.0808230153781565	0.0841450235610565	0.0757066785119822	0.0871847899036962	0.0845168391296897	0.0770928958939492	0.0853223317728131	0.0796828785624893	0.0987457290698616	0.0940915889359734	0.0965893126996575	0.0949702468037736	0.0719101000927627	0.109832777949771	0.0934740606968801	0.0766365845751364	0.0770578593449691	0.0791832423862787	0.106865661595139	0.0841076874796194	0.0843945442676162	0.103100131294154	0.0721429562820671	0.0954920307391194	0.0915429325410493	0.095043192360131	0.117152824988949	0.113737238887278	0.0968283764172321	0	0.0820172522600713	0.0948817874060019	0.0841115334927483	0.0762123097063785	0.0812311807571831	0.0824268202114519	0.0734694457532898	0.090114422159783	0.0772496127689033	0.0786428747729244
OM2_H_2A_3	0.0835565639531336	0.101288903252687	0.0850191974155755	0.0789859124541267	0.0968601799305055	0.0509049554819857	0.060968692657535	0.102038900942942	0.0567488617607444	0.0361281785997444	0.0329290469617405	0.0177013382123955	0.0193899504710513	0.0823958404287593	0.0213411085269752	0.0199698712515933	0.0347167661500049	0.0163835372083476	0.0271733057452737	0.0372219502992016	0.0371167009060163	0.0836416371947769	0.0711626943399645	0.0430069052073905	0.0609456858203448	0.102658723641404	0.0247836964011578	0.0281873049108068	0.108789779321565	0.0968437324723958	0.0611806839785191	0.111237553067776	0.0977536522068594	0.0401125616659396	0.0649416144667729	0.0550049305895708	0.0280624525717017	0.109497547913825	0.0551621453215705	0.0260507990058461	0.0647665653032848	0.122398420034297	0.030339377805811	0.111474467758782	0.134720441047063	0.0450521483372675	0.0223076802834434	0.0820172522600713	0	0.0220702679002379	0.00773305538876948	0.0206541549448111	0.0586821683594872	0.0832193670000578	0.0400455880758057	0.098608335042935	0.0520888637086995	0.0805171174799317
OM2_H_2B_1	0.103440011765518	0.121343301953701	0.105266860882696	0.0995550834503065	0.117121884399119	0.067102539102211	0.0798313528727561	0.122618689020677	0.0774753765075929	0.056550569569793	0.0394743005200983	0.0243248805446541	0.0331907744032347	0.10324475793612	0.040541183163072	0.0373851699864323	0.0561822798760438	0.0372631138078766	0.0480229334689723	0.0571025085404301	0.0585019061416039	0.103823103571588	0.0914334478954268	0.0641565412427072	0.0813039399038883	0.123081788199288	0.0373731737197361	0.0447305975302605	0.129252031061318	0.116681125343279	0.0815679358040512	0.131003296544301	0.117702056074848	0.0612504751393438	0.0855803562066973	0.0756140840315739	0.0309924470378953	0.130083158774969	0.074679396484584	0.031938436770865	0.0858423235932219	0.14285919287285	0.0467383124557977	0.132055941824627	0.154735693529282	0.0553642899555663	0.0349587081254547	0.0948817874060019	0.0220702679002379	0	0.0152150501505351	0.0412706417186863	0.0784640753998736	0.103803986665988	0.0609009470156711	0.119082798718522	0.0729628663139998	0.101424008740722
OM2_H_2B_2	0.0897387970419447	0.107358327718895	0.0910938568858391	0.0852149706861205	0.102922979383281	0.0563944664771318	0.0669009958268134	0.108318250116368	0.0631889047352178	0.0428200974623225	0.0345276048105132	0.0188117101173006	0.0236195841633374	0.0886825831737968	0.0274164877511576	0.0258672363061523	0.0413023805129962	0.0227659018006839	0.034056635871146	0.0437363314431088	0.0439142399067341	0.0898671675594061	0.077379187939075	0.049721358826695	0.0674083881930178	0.108505118351799	0.0286846051860455	0.0336127160005011	0.114946881958653	0.102886391078818	0.067289443539296	0.117404148111664	0.10376281070464	0.0468027662046292	0.0712394305570143	0.0615000032528696	0.0288882890547864	0.115468529859439	0.0612949920890552	0.0274191292303129	0.0711698670789122	0.128356159031697	0.0354478387244046	0.117622718553387	0.140680932583097	0.0488776016764786	0.0262839947313176	0.0841115334927483	0.00773305538876948	0.0152150501505351	0	0.0268161410323224	0.0646154358707065	0.0895088483003221	0.0463927110633834	0.104928255764917	0.0585954517028081	0.0868336839961312
OM2_H_2B_3	0.0632080368797432	0.0809699650701695	0.0647009165003935	0.0587090829606116	0.0767089302686446	0.0357147131078997	0.0411487454814203	0.0818608300830333	0.0365712666888595	0.0175566689026083	0.0323415388857646	0.0293503094974632	0.0208553797310906	0.0622668382402415	0.00963467904005277	0.0149835155986197	0.0171692463000099	0.00631322036364789	0.00959089072131713	0.0183724666418219	0.0176904417908917	0.0634502399020408	0.050682979076871	0.0231489990929928	0.0407365321539231	0.0833554342868578	0.0232090728210043	0.018401255222141	0.0886807748196645	0.0765861543966641	0.0412234427154927	0.0909894304706578	0.0774673242931429	0.0202309196869681	0.0446708447931531	0.0348029578843295	0.0345134376992826	0.0903066738893935	0.035095501368078	0.0298195133811984	0.0449764697327208	0.102978436660609	0.0172986911520143	0.0915643667568726	0.114521606785122	0.0388987670199047	0.0217754245698813	0.0762123097063785	0.0206541549448111	0.0412706417186863	0.0268161410323224	0	0.0380986695268811	0.0631709782542083	0.0196919022168324	0.0788412616419306	0.0318333780990882	0.0605627664388811
OM2_H_2C_1	0.0257356490825065	0.0438760399579246	0.0283136524612843	0.0230585523776437	0.0407169343629496	0.0311033246422984	0.0107424401068178	0.0455743783369073	0.00910560335143894	0.0260780176385257	0.0557628159100841	0.0637989567991301	0.0522576446631751	0.0276578788406378	0.0405063807783713	0.0456158448150866	0.029486238634443	0.0431840602683553	0.0333831925427954	0.0243255325324659	0.0243017287301138	0.0271165473214117	0.013521664542692	0.0185908939043723	0.00831914350999738	0.0513080736996867	0.0506881851535281	0.0409382164429244	0.0526223588545452	0.0395462183473307	0.0126353070348046	0.0535172941717033	0.0405480677795654	0.0207557045206034	0.0112963068706105	0.00847101062769248	0.0635762135796531	0.0581764279053367	0.00822689728962304	0.0584081450174036	0.0164793363763977	0.069408284821491	0.0363632073209626	0.0563522035261409	0.0777039269556811	0.0512546033476034	0.0508453264600623	0.0812311807571831	0.0586821683594872	0.0784640753998736	0.0646154358707065	0.0380986695268811	0	0.0282038122251797	0.0197087533155015	0.0439706306367373	0.0104074012936295	0.0270261865820785
OM2_H_2C_2	0.013135838465753	0.0193713203585575	0.00559061155146996	0.00610367541652873	0.0142999917247759	0.0556562624086057	0.0314136251385836	0.019269871637427	0.026947539934899	0.0514737513368377	0.0833139431415822	0.0901302038720787	0.0788574282559076	0.00728219397367828	0.0667910400322588	0.0716746504369853	0.0497018062016718	0.0683831090214222	0.0583942306488418	0.0501215116881113	0.0476745880498813	0.00652989938854468	0.0160331610428868	0.0419198752437331	0.0269568231184938	0.0260605529642308	0.0776820396038826	0.0677523700751567	0.0259092039712367	0.0163530957595203	0.0224986197256794	0.0313009998191996	0.0162732598035266	0.0445788762239399	0.0187490658718759	0.029624456897099	0.0902982709068856	0.0317900391483951	0.0327433818339013	0.0855333128273448	0.0195391058208279	0.0423522786020573	0.0635921070951009	0.0291482882929204	0.0521755440100426	0.076806679742131	0.0775730068414382	0.0824268202114519	0.0832193670000578	0.103803986665988	0.0895088483003221	0.0631709782542083	0.0282038122251797	0	0.0437374505158836	0.0162481008827219	0.0324207786279538	0.00673405448892726
OM2_H_2C_3	0.0442584169453421	0.0616561479535409	0.045321400417596	0.0391504866524984	0.057363268134399	0.0307705619289156	0.0251345218765503	0.0622958116421267	0.0171778273224167	0.0120907207180335	0.0448227137313668	0.0471725437139815	0.0366555871677254	0.0426521429575772	0.0238784450728433	0.029666797102363	0.0111486812186311	0.0247024476360649	0.015762726795659	0.012064781712262	0.00641309500878087	0.0442441888160915	0.0313903536060277	0.00595070330765202	0.0221802727950825	0.0646201130701573	0.0368088363063247	0.0277097527844733	0.0692028404859093	0.0574951350145893	0.0223900182562713	0.071950798004462	0.0582568883456021	0.00470382993948076	0.0251287927913081	0.0157791306298117	0.0500612182261459	0.0714895594023628	0.0183407940601518	0.0450744673390423	0.025601143498616	0.0839663270543696	0.024511703386963	0.0721474949856261	0.0951938552670976	0.0445941167784672	0.0364664516314514	0.0734694457532898	0.0400455880758057	0.0609009470156711	0.0463927110633834	0.0196919022168324	0.0197087533155015	0.0437374505158836	0	0.0596106029102979	0.0123948931011725	0.0410323444576141
OM2_H_2F_1	0.0225867944925586	0.0115355078046218	0.0169398850692098	0.0219287347148285	0.0084180510709481	0.0697005925875517	0.0455225056833201	0.0100464021777197	0.042725227859644	0.0671550100557999	0.0984102956686976	0.105744366525355	0.0944313049128808	0.0203816629451015	0.0825383484865111	0.0871049945844955	0.0649501387941568	0.0841387947670329	0.0740230217473153	0.0655931666677932	0.0634524504683752	0.0174369781312456	0.0314159678598027	0.0577346378693995	0.0422963255333778	0.0200368097559878	0.0931457982056825	0.0832345970595783	0.0134911355834559	0.0119118331743441	0.0379631209394851	0.0213096022126293	0.0109031366841942	0.0603995732964017	0.034830243908916	0.0452911037687108	0.105267042745651	0.0224659009989042	0.0478105726137965	0.100706598337753	0.0351848282923777	0.0296665325137191	0.0789501581899796	0.0164250733991842	0.0382770064830318	0.0908618130283598	0.0928854887884079	0.090114422159783	0.098608335042935	0.119082798718522	0.104928255764917	0.0788412616419306	0.0439706306367373	0.0162481008827219	0.0596106029102979	0	0.0483505622525764	0.0207706799553135
OM2_H_2F_2	0.0325208545091278	0.0501131867114821	0.0340417933799012	0.0276761353165737	0.0461699135740832	0.0309808926064023	0.0172700740941258	0.0505826423876453	0.00626202060354474	0.0193282940833811	0.0532803570631359	0.0579387313730309	0.0468033608034488	0.0312737062588368	0.0345984287307979	0.0398102473171001	0.0210736550540907	0.036572185500237	0.0262641710206133	0.0187255454071513	0.0157163566691847	0.032749370504204	0.0195868502421608	0.00969687628330674	0.0105864090596144	0.0548387441986936	0.0460562768694872	0.0361918074676787	0.0577681693614157	0.0460856741682507	0.0137294381714262	0.0601103587970879	0.0469104064031711	0.0123628082606044	0.0138734241801183	0.00468136441192207	0.0595754737925901	0.0614615227232575	0.0111799026835833	0.0546885312844173	0.0154981414428555	0.0735034442510293	0.0329030212360072	0.0609643793338922	0.083761749595244	0.0493869338559337	0.0461518846176111	0.0772496127689033	0.0520888637086995	0.0729628663139998	0.0585954517028081	0.0318333780990882	0.0104074012936295	0.0324207786279538	0.0123948931011725	0.0483505622525764	0	0.0299403136109838
OM2_H_2F_3	0.0174987840738445	0.0238849826625797	0.00975474505429418	0.00613102937779911	0.0181772025554152	0.0554454427417626	0.0322805869828359	0.0223958917700618	0.0250263874455816	0.0491309412539198	0.0821970227068227	0.0876737439204211	0.0766794795833696	0.00367241861378969	0.0643734321434444	0.0696491674416492	0.0465559842237361	0.0655341393318209	0.0558974180556759	0.0483867000777366	0.0446896278336334	0.012471343230204	0.0158120495210599	0.0391561147657422	0.0258545130015786	0.0259879257332944	0.0758223446569404	0.0658985626995715	0.0288375050693344	0.0219648189263486	0.0208339813567262	0.036280879356185	0.0212355506517919	0.0418154719236108	0.0168273268693801	0.0279953790888105	0.0890578731063484	0.0320962987539323	0.0324443574343231	0.0841766054720393	0.0158487730897969	0.0437322814888332	0.0622123370266297	0.0313446397544399	0.0553989729002037	0.076466465771924	0.075914467249985	0.0786428747729244	0.0805171174799317	0.101424008740722	0.0868336839961312	0.0605627664388811	0.0270261865820785	0.00673405448892726	0.0410323444576141	0.0207706799553135	0.0299403136109838	0
