	OM2_B_B_1	OM2_B_B_2	OM2_B_B_3	OM2_C_4A_1	OM2_C_4A_3	OM2_C_4B_1	OM2_C_4B_2	OM2_C_4C_1	OM2_C_4C_2	OM2_C_4C_3	OM2_C_4E_1	OM2_C_4E_2	OM2_C_4E_3	OM2_C_4F_1	OM2_C_4F_2	OM2_C_4F_3	OM2_C_4G_1	OM2_C_4G_3	OM2_C_4H_1	OM2_C_4H_3	OM2_C_5A_1	OM2_C_5A_2	OM2_C_5A_3	OM2_C_5F_1	OM2_C_5F_2	OM2_C_5F_3	OM2_C_5G_1	OM2_C_5G_2	OM2_C_5G_3	OM2_C_6E_1	OM2_C_6E_2	OM2_C_6G_1	OM2_C_6G_3	OM2_C_6H_1	OM2_C_6H_3	OM2_H_2A_1	OM2_H_2A_2	OM2_H_2A_3	OM2_H_2B_1	OM2_H_2B_3	OM2_H_2C_1	OM2_H_2C_2	OM2_H_2F_1	OM2_H_2F_2	OM2_H_2F_3
OM2_C_6G_1	0.0577158538042781	0.0733161563205729	0.0774052867804416	0.183847086183461	0.177301812811077	0.0302134425706728	0.0183660721806421	0.0277512668520512	0.0177673321730893	0.0333467163776638	0.0713884253109163	0.0726923656549025	0.0792247915850426	0.0953052863162819	0.0897325817392732	0.0865710787586673	0.0238585147920124	0.0468870392925479	0.112057405017792	0.074188041980908	0.0972235343579003	0.0712898237711176	0.0929367869481308	0.136355232278199	0.133912937725434	0.142880400517564	0.039308354802951	0.0411425719917133	0.024513214541225	0.00844966205302329	0.00562659105168707	0	0.0109019392146547	0.0237797033403782	0.0518007196150957	0.0222649043624461	0.0151141980310312	0.0160227619260203	0.01095579489387	0.0196737876951447	0.0303789440883503	0.0213802334168725	0.0246513959599482	0.0141839352821302	0.0311639855850429
OM2_C_6G_3	0.048820696776629	0.0634957123226563	0.0680625615273784	0.174143927962592	0.167596092882035	0.0232347652858085	0.0118654438825785	0.0311327383228167	0.0282287541850543	0.0329117889820263	0.0615805721523714	0.0627909751496187	0.0693143438975188	0.0853036819179143	0.0796604756227123	0.0765118374972192	0.0165731576447331	0.0411345016714965	0.10217233119302	0.064177958906128	0.0871057042807513	0.0610115094683025	0.0830751928627237	0.126595482987292	0.124028871395348	0.133262159566382	0.0303674991028437	0.0321389103823677	0.0171817175223709	0.00622121564376743	0.015499314465831	0.0109019392146547	0	0.0278548678400398	0.0410687351214005	0.0168988993319863	0.0198913698948557	0.0178994086062251	0.0185430570672687	0.0128661408654047	0.0222024316280236	0.0146239246147829	0.0194321960877164	0.0127938343777122	0.0252462407441849
OM2_C_6H_1	0.0756341489207589	0.0883323776905403	0.0934278522252092	0.197785225192427	0.191305138009375	0.0481594581071353	0.0375828459549175	0.0468117528123921	0.0251141824700165	0.0504688291635018	0.0867430514308842	0.0876607084793409	0.0940126397778792	0.109583636735302	0.10384639030218	0.10064468814654	0.0421263519257371	0.0618968296213379	0.12648931520738	0.0887393201175636	0.110921061788205	0.0849606275228836	0.107459786830635	0.150789070440598	0.147902735935041	0.157459951954032	0.0568320973598582	0.0584712139071068	0.0432997620467953	0.0263825296212469	0.020089803029064	0.0237797033403782	0.0278548678400398	0	0.0634881683575636	0.041527691649755	0.0333526162845134	0.0375561843759884	0.0291890430326496	0.0389408638652925	0.0481341319411112	0.0404940544000011	0.044597222811051	0.0332976382853736	0.0505549302079376
OM2_C_6H_3	0.0234957562697981	0.0280762381100333	0.0353545206147117	0.135835474985164	0.12932857982706	0.03361741736073	0.03799649521812	0.0601349273857957	0.068956028856194	0.0542370688085668	0.0259470371104508	0.026511683777194	0.0323183826457569	0.0466643929471763	0.0408326179528833	0.0382895304712053	0.0345625772107026	0.0424200480463171	0.0636511672934265	0.026250931395741	0.0481063547948375	0.0218774646294302	0.0457760618729143	0.0883806935527375	0.0854170213409424	0.0957860032650787	0.0224475319248181	0.0217040441284428	0.0339039791559284	0.0454058641810165	0.0565145392548305	0.0518007196150957	0.0410687351214005	0.0634881683575636	0	0.0387930833261537	0.055485810027486	0.0503539738431597	0.0571113964488895	0.0368947506064021	0.0294879843756254	0.0363182421691089	0.03842584276921	0.0458244405675605	0.0361928358295469
OM2_H_2A_1	0.0396863864434112	0.0547548612500225	0.0577123116855965	0.165017862766983	0.158420071891103	0.00835208280747195	0.00513183935749298	0.0218288921801014	0.0350945471804177	0.0189461073497361	0.0535372072146942	0.0547634775117765	0.0611544521242287	0.0778347687817285	0.0725801243054029	0.0686182240292005	0.00431289843324659	0.0257189917693758	0.0941810388158814	0.05859221076154	0.0794999095351181	0.055240677322988	0.074209538856109	0.117720278167583	0.115410608638701	0.123523112911931	0.020294122091182	0.0219914836502205	0.00500620079717854	0.0156491820083375	0.0262272252190368	0.0222649043624461	0.0168988993319863	0.041527691649755	0.0387930833261537	0	0.0178876396123754	0.0126654083198148	0.0213155295058779	0.0046739932430598	0.0102783198003267	0.00351224319606499	0.00323565386844713	0.00967229721242288	0.00919025310299192
OM2_H_2A_2	0.0570186887902884	0.0725702519075187	0.0752745560032585	0.182327103259514	0.175751218705794	0.0257194078310805	0.0175730633820161	0.0136781924513284	0.0187683279937426	0.0199016613486548	0.0713233642614062	0.0725839497496988	0.0789646359081068	0.0955996111794559	0.090355606257981	0.0864384429881098	0.0216004273043619	0.0380227429057727	0.111871096085177	0.0761158843764261	0.0973014945078067	0.0729230563990683	0.0919476856496486	0.135257650502267	0.133016073018445	0.140891766489952	0.0381023328580271	0.0398209341770854	0.0224758120464521	0.0143037701821446	0.0156210914417145	0.0151141980310312	0.0198913698948557	0.0333526162845134	0.055485810027486	0.0178876396123754	0	0.00744249600152052	0.00574838216160632	0.0187738797828946	0.028145977188939	0.0195539855347852	0.0197053081293575	0.009776171394272	0.0254773719136937
OM2_H_2A_3	0.0503606966395256	0.0665964291206741	0.0692233963242887	0.176331919971559	0.169754287254779	0.0205684596851837	0.0127718297428283	0.0134407623758337	0.024408575800442	0.0187353124182098	0.0651491912366991	0.066516850605056	0.0729024835638536	0.089442786150598	0.0842323015416369	0.0804900657946607	0.0165326999306294	0.0349038935626921	0.105660034974261	0.0698380320462189	0.0913329993342962	0.066981939844779	0.0859808610944073	0.129134736431828	0.126976360933014	0.134905253806871	0.0320832452675719	0.0338270567078085	0.016971516753526	0.0139609568980058	0.0188490003770031	0.0160227619260203	0.0178994086062251	0.0375561843759884	0.0503539738431597	0.0126654083198148	0.00744249600152052	0	0.0107328675003836	0.0136348979957647	0.0226746072627924	0.0142737654910419	0.013792374340102	0.00767996887659512	0.0196905464966608
OM2_H_2B_1	0.0599540025515213	0.0757491375483002	0.0788616035802722	0.185870163521977	0.179303385348593	0.0295373553358255	0.0196969820947856	0.0183512962301124	0.0139440245165524	0.0256459497295637	0.0742564327752732	0.0755525117760594	0.08200800775802	0.0985046529449115	0.0931465902805239	0.0894816781908189	0.0245289393105238	0.0431904642137703	0.114948485014187	0.0783917829519886	0.100305077785403	0.0753364925327715	0.0952663436243676	0.138647593128731	0.136359267978148	0.144560011977571	0.0411125045664029	0.0428994715793957	0.0253478124781267	0.0131811916048762	0.0105223379858045	0.01095579489387	0.0185430570672687	0.0291890430326496	0.0571113964488895	0.0213155295058779	0.00574838216160632	0.0107328675003836	0	0.021024676687122	0.0313084336780618	0.022193958067555	0.023359834262848	0.0122353031302136	0.0295772157070371
OM2_H_2B_3	0.0397229035153177	0.0549199120958483	0.0584495548258659	0.165589996003831	0.159001214760353	0.0108447524684267	0.00149521024690107	0.0248686346031712	0.0343091300588958	0.0233652870515735	0.0534105620971709	0.0546636500218862	0.0611457712472806	0.0776648180710159	0.0722671731999351	0.068587989660921	0.00436418778914181	0.0294522014149701	0.0942268308276165	0.057685302344854	0.0794201764507964	0.0544311733499554	0.0745257803167277	0.118123845624442	0.115742442890133	0.124247786853557	0.0203534415788147	0.0221549431890871	0.00484543748295864	0.0129701429593131	0.024144296692232	0.0196737876951447	0.0128661408654047	0.0389408638652925	0.0368947506064021	0.0046739932430598	0.0187738797828946	0.0136348979957647	0.021024676687122	0	0.0108087258807581	0.00181568549518114	0.00679001147995704	0.00954256445778349	0.0123929056126889
OM2_H_2C_1	0.0302609776337486	0.0446183139633786	0.0479095009403549	0.155237103967008	0.148629888499915	0.00463827481565162	0.0121634977523091	0.0308285234248248	0.0448660202060426	0.0253462595785299	0.0434280781273913	0.0446019892723853	0.0510075655109761	0.0677063857422185	0.0624224455057358	0.0584320588458839	0.0068887505541855	0.0226158705094356	0.084136947951297	0.0486353272568035	0.0693190633319902	0.0450895928554145	0.0641410305833215	0.107806924851002	0.105425011566838	0.113753086671534	0.0103180490470354	0.0119584239231621	0.00608419943356575	0.0232640048605172	0.0348303043254258	0.0303789440883503	0.0222024316280236	0.0481341319411112	0.0294879843756254	0.0102783198003267	0.028145977188939	0.0226746072627924	0.0313084336780618	0.0108087258807581	0	0.00928047208935323	0.00933273175075556	0.0193879274405646	0.0076332110600749
OM2_H_2C_2	0.0385219354242132	0.0536442166741303	0.0570310835047614	0.16424944914253	0.157656229021231	0.00904882817782193	0.00307070552008008	0.0247508306265455	0.035654253936861	0.0224540348221107	0.0522228689801769	0.0534654352607628	0.0599255170096357	0.0765035457805069	0.0711456386353381	0.0673763485787913	0.00275336019663628	0.0277443850643675	0.0930113657149016	0.0567560796591209	0.0782288085546111	0.0534548965538447	0.0732204039893886	0.116815555827128	0.114449973839866	0.122855885239631	0.019045798094134	0.0208249683048293	0.00324535118184557	0.014599173343386	0.0257596036019837	0.0213802334168725	0.0146239246147829	0.0404940544000011	0.0363182421691089	0.00351224319606499	0.0195539855347852	0.0142737654910419	0.022193958067555	0.00181568549518114	0.00928047208935323	0	0.00534055149630215	0.0104999891456779	0.0106385151018539
OM2_H_2F_1	0.037526736754161	0.053024354269964	0.0556876497173472	0.163033410406276	0.156434145878556	0.00711077551775846	0.00765441136378466	0.021747264388036	0.0372453455795281	0.0185531066350856	0.0517878792040497	0.053075372456299	0.0594276221859136	0.0760980732566532	0.0709231251282947	0.0669673012520052	0.00545296781189677	0.0245640766119481	0.0923168937240266	0.0570613340431388	0.0778465834869927	0.0539035878505055	0.0724025973997151	0.115753698913827	0.113526282207086	0.121499310000498	0.0186756696311476	0.0203394705982368	0.00518986740392167	0.018519243931633	0.0287745785967027	0.0246513959599482	0.0194321960877164	0.044597222811051	0.03842584276921	0.00323565386844713	0.0197053081293575	0.013792374340102	0.023359834262848	0.00679001147995704	0.00933273175075556	0.00534055149630215	0	0.012353348602644	0.00654561232845866
OM2_H_2F_2	0.0489266676311582	0.0639511149916604	0.067193816464362	0.174318086037284	0.167733599542847	0.0177293673685029	0.00819551922319204	0.0192695109318875	0.0256911571310183	0.0204436190929429	0.0626425194847235	0.0638458884366676	0.0702841795027237	0.0868866776987215	0.0815300573654341	0.0776801486899426	0.0125469617010816	0.0328814142554904	0.103367885918538	0.0671500440617776	0.0885308706805914	0.0637624535501736	0.0834672893973789	0.127043548370895	0.124671333348007	0.132929963575832	0.0294643130691666	0.0312106732306262	0.0136053762024813	0.00838785410400378	0.0171686382385912	0.0141839352821302	0.0127938343777122	0.0332976382853736	0.0458244405675605	0.00967229721242288	0.009776171394272	0.00767996887659512	0.0122353031302136	0.00954256445778349	0.0193879274405646	0.0104999891456779	0.012353348602644	0	0.0186018018388923
OM2_H_2F_3	0.0327624136394447	0.0478481478870367	0.0499910743203281	0.157326531700603	0.150718621468041	0.00451434558296334	0.0135330583905661	0.0250366666804617	0.0435062303025899	0.0191413854668015	0.0468915569557659	0.0481460731534522	0.0543574153058368	0.0710869847914969	0.0660771928606144	0.0618840470583782	0.00913891303393393	0.0196681256495837	0.0870590770788871	0.0529656423871307	0.0727580844895818	0.0497465675617776	0.0669806393644789	0.110172450132612	0.108004344363788	0.115685637614294	0.0147218581523666	0.0160837009631733	0.00845080204113355	0.0247660954199193	0.0352763391631534	0.0311639855850429	0.0252462407441849	0.0505549302079376	0.0361928358295469	0.00919025310299192	0.0254773719136937	0.0196905464966608	0.0295772157070371	0.0123929056126889	0.0076332110600749	0.0106385151018539	0.00654561232845866	0.0186018018388923	0
