	OM1_B_B_2	OM1_B_B_3	OM1_B_C_1	OM1_B_C_2	OM1_B_C_3	OM1_C_1A_1	OM1_C_1A_2	OM1_C_1A_3	OM1_C_1B_1	OM1_C_1B_2	OM1_C_1B_3	OM1_C_1D_2	OM1_C_1D_3	OM1_C_1E_1	OM1_C_1E_2	OM1_C_1E_3	OM1_C_1F_1	OM1_C_1F_2	OM1_C_1F_3	OM1_C_2A_1	OM1_C_2A_2	OM1_C_2A_3	OM1_C_2F_1	OM1_C_2F_2	OM1_C_2F_3	OM1_C_2G_1	OM1_C_2G_2	OM1_C_2G_3	OM1_C_2H_2	OM1_C_2H_3	OM1_C_3D_1	OM1_C_3D_2	OM1_C_3D_3	OM1_C_3E_1	OM1_C_3E_2	OM1_C_3E_3	OM1_H_1B_3	OM1_H_1C_1	OM1_H_1C_2	OM1_H_1C_3	OM1_H_1D_1	OM1_H_1D_2	OM1_H_1D_3	OM1_H_1G_1	OM1_H_1G_2	OM1_H_1G_3
OM1_C_3D_1	0.00376292990451976	0.0145274160287539	0.00287895493470365	0.00178115933002787	0.0200940175252964	0.0113096672120527	0.0303471243014361	0.00687966619506257	0.00740695862806857	0.0106721044943156	0.00255738547769349	0.0131389970704564	0.00317685393633045	0.0619156426927494	0.097931869678328	0.0835625404088579	0.0052589538867205	0.00895653330867926	0.038476399504176	0.00812942794851246	0.0056859513629716	0.00645076163212907	0.00906517422464213	0.00673663536396142	0.00966114045715456	0.00395448510408791	0.00181291048482291	0.00157910241838733	0.0019161794312123	0.00320949086778473	0	0.00405068172537847	0.0250621451427215	0.00389760573653852	0.00838263596948549	0.00812130272831742	0.00381960943494679	0.00272715668320756	0.00353179224134692	0.00516452503711199	0.00396823456437002	0.0100713283760648	0.0458982059150658	0.00240929654897521	0.00203541046637015	0.0111790913406971
OM1_C_3D_2	0.00765673391902696	0.0175573120410428	0.00686199935860598	0.00432530878566057	0.0222567340555726	0.01116419797201	0.0293710117226294	0.00803358696870458	0.00624215609373133	0.00674724869904346	0.00193730503209515	0.0120831532157309	0.00656260618427384	0.061872903499067	0.0983652061198107	0.0835590791617034	0.0022161011993117	0.00765498207008158	0.0398308976806105	0.007722690311445	0.006729287944191	0.00857912941686266	0.0100684861247591	0.00986821062900035	0.0137094692802592	0.000353328810976491	0.00585278925956272	0.00478588627652237	0.00229267431275861	0.00685337339294056	0.00405068172537847	0	0.0251608309288561	0.00660189453079091	0.00687377131791564	0.011393869031705	0.00786846801160429	0.00258327438235761	0.00658635560214294	0.00160006064158818	0.00688877852654052	0.00641310514957643	0.0464115922640518	0.00392705938745706	0.00387839500903192	0.0144963958545965
OM1_C_3D_3	0.0240508596717277	0.0184079420237098	0.0245740187714829	0.0232815076452199	0.0128944201147098	0.0360776159427865	0.0544779989379323	0.0182077286015447	0.0313676109695707	0.0285855063895017	0.0260020351511009	0.0372387013747286	0.0276693411246872	0.0368837075824283	0.0732959546740462	0.0585741235245587	0.0273098944823483	0.0328115951047634	0.0172036815215732	0.032673880527312	0.030705971970547	0.0313551261578651	0.0341223924661322	0.0207455158709599	0.0270167676858457	0.0254833414987701	0.0249919808306571	0.0236000815762636	0.0255945270609176	0.0233415562971945	0.0250621451427215	0.0251608309288561	0	0.0216117232672948	0.032031492159969	0.0314948825808749	0.0257213887251566	0.0267470191619197	0.0282480189645571	0.0265521404367086	0.0217848045444259	0.0295692569907525	0.0213796623190464	0.0227714000742049	0.0269501026616543	0.0203241311164912
OM1_C_3E_1	0.00291428951496504	0.0109800807733049	0.00308050255088441	0.00242087871300341	0.0162169032420154	0.0151636826924502	0.0342317456322159	0.00355235928483567	0.011263477837209	0.0132343190802618	0.00597355159972863	0.017035139681823	0.00606335855099174	0.0584058770405485	0.0942336034495962	0.0800211283376517	0.0084912202250539	0.0128182110451858	0.0346016266931104	0.0120252577138916	0.00946950381312949	0.00977319209007809	0.0127150647129512	0.00327783043393877	0.00878979309447126	0.00670137639687374	0.00338352058540048	0.00232520492380595	0.00532736142349684	0.00189336457565455	0.00389760573653852	0.00660189453079091	0.0216117232672948	0	0.0122097597769921	0.0102163246601	0.00443386989906422	0.00642459555393683	0.00665783053251056	0.00812051716832444	0.00042526724219807	0.0130144743488442	0.0422010129746827	0.0026808002788775	0.00593140846247198	0.00791129052802809
OM1_C_3E_2	0.0117566136434906	0.0228586537374493	0.0107915614860338	0.00983163466174884	0.0284173154569198	0.0048743114679613	0.0225144293309953	0.0145757081599642	0.00105499045101153	0.00732928217381548	0.00637251478255562	0.00521123537854563	0.00819033226794053	0.0687040523520207	0.105206256219542	0.0903798908392899	0.00475185364828782	0.000821129241110901	0.046485572861139	0.00219618409704017	0.00458826200049037	0.00682295642101525	0.00566972114917727	0.015103443986551	0.016207174442001	0.00655535930688611	0.00971020238542872	0.00990169352898355	0.00695438754508141	0.0115051240326569	0.00838263596948549	0.00687377131791564	0.032031492159969	0.0122097597769921	0	0.0107918717294889	0.0109446132824199	0.00580099417860534	0.00765507775815622	0.00554000119786556	0.0123301996601267	0.00571887927284663	0.0532696596626503	0.00993709556183372	0.00645023795721472	0.0194198363785416
OM1_C_3E_3	0.00748897575542673	0.0167004446989086	0.00713630886733122	0.00950728545958355	0.0236934907202499	0.00990251586098591	0.0277439837535183	0.0137658898234505	0.0098652107792478	0.0166999042891113	0.00945666912372215	0.0128702456374866	0.00497391292202596	0.0680068746987088	0.103192682421103	0.0894926539144691	0.0112654201777887	0.0107406412780133	0.0427874296147366	0.00890662608115442	0.00628474740219197	0.00397069961828514	0.00649559180050659	0.0108307826798573	0.0070991415367945	0.0111346681859087	0.00713119503381927	0.00891798868555596	0.00920129538721037	0.00834168552500985	0.00812130272831742	0.011393869031705	0.0314948825808749	0.0102163246601	0.0107918717294889	0	0.00583156913098157	0.00888393006978362	0.00481761698485181	0.0116940383092963	0.00994138381148515	0.0154832729180532	0.0513956983524509	0.0103435508282434	0.00751562083028082	0.0131637858549528
OM1_H_1B_3	0.00167110961454993	0.0123664166721213	0.00142995793466923	0.00437730866512386	0.0187962097473257	0.0125477318265521	0.0315673394650655	0.00796220299227519	0.00989241984877719	0.0144106335489292	0.00623703629058774	0.014962018350597	0.00287818539076138	0.0623578118569278	0.0978354288234559	0.0839052363939542	0.0088576662635129	0.0113206194715634	0.0377154932668991	0.00998657987227864	0.00695214029499481	0.00628667067730689	0.00954963666657507	0.00530068050128417	0.00586244400367485	0.00775826588377491	0.0020580296385474	0.00371463112522174	0.00566051547533531	0.00254087315166478	0.00381960943494679	0.00786846801160429	0.0257213887251566	0.00443386989906422	0.0109446132824199	0.00583156913098157	0	0.00613573656767511	0.00352347703468499	0.00888914509171531	0.00412968386534165	0.0136811259528699	0.0459000022599794	0.00524643249153243	0.00482693615245892	0.00878258179888528
OM1_H_1C_1	0.00642868580398588	0.0172338866239503	0.0054961922015045	0.00403174812663905	0.0226207487235146	0.00933506770279819	0.0281089600766396	0.00887655900636487	0.0048963350981262	0.0083536323563046	0.000793784487348673	0.0107847552735895	0.00422565820826085	0.063573051049011	0.0998365898103897	0.0852467051536028	0.00273676315363672	0.00644824221521459	0.0407572869122577	0.00594981684485404	0.00430132556417346	0.00600603352428517	0.00774515876313318	0.00943236763025235	0.0119575882181952	0.00228467393170139	0.00437695589030055	0.00414400998904162	0.00118300128715861	0.00593661821576405	0.00272715668320756	0.00258327438235761	0.0267470191619197	0.00642459555393683	0.00580099417860534	0.00888393006978362	0.00613573656767511	0	0.00412900399452319	0.00291377739102876	0.00657021138875863	0.00754686011870501	0.047823703943899	0.00417615865489322	0.00145382859213931	0.0139052110564137
OM1_H_1C_2	0.00481607265953612	0.0158781636025569	0.00397195252404578	0.00518245623354744	0.0221701740376504	0.00904505518273124	0.0281142781481706	0.0100665993535265	0.0066030511090781	0.0122910624086709	0.00465119861761314	0.0114431373282899	0.00066469698375665	0.0650498900270663	0.100816596283802	0.086657407732707	0.00669346647684082	0.00794006867637225	0.0409570918166237	0.00649856642504268	0.00343548074631324	0.00311547700171854	0.00618514202239186	0.00855727146556805	0.00857542152240072	0.00633805405340651	0.00328208265790702	0.00472560595437326	0.00438515404837825	0.00510611776961933	0.00353179224134692	0.00658635560214294	0.0282480189645571	0.00665783053251056	0.00765507775815622	0.00481761698485181	0.00352347703468499	0.00412900399452319	0	0.00701514185486348	0.00653542884351644	0.0112653443494361	0.0488222699625271	0.00591888402844853	0.00271439182064499	0.0123025331647985
OM1_H_1C_3	0.00890295532061718	0.0190962518980102	0.00804249126972001	0.00577436855362246	0.0238564027896624	0.0100924573880245	0.027946363701054	0.0096277447153269	0.00505770937309764	0.0055224396431691	0.00265220035559481	0.0107348445954481	0.00713897515060532	0.0631847103904156	0.0997596402257457	0.0848683409511135	0.000804524713988173	0.00634856177952949	0.0413831345514715	0.0067020258418337	0.00633597981628768	0.00846625893069469	0.00943297577110725	0.0113641187483944	0.0147491131826536	0.00142527023833089	0.00696766690421421	0.00616186417104296	0.00325211587451314	0.00819549196973079	0.00516452503711199	0.00160006064158818	0.0265521404367086	0.00812051716832444	0.00554000119786556	0.0116940383092963	0.00888914509171531	0.00291377739102876	0.00701514185486348	0	0.00838408385534449	0.00495522001292832	0.0478450750843717	0.00546853663212394	0.00436756739696291	0.0159771808856725
OM1_H_1D_1	0.00256037280192589	0.0107425786672041	0.00282314852086197	0.00262992712392332	0.0161269634984887	0.0151630927532084	0.0342521664127668	0.00383258554635056	0.0113682663145624	0.0135565526653008	0.00616073111234552	0.0170971488353683	0.00592306856137166	0.0585517206962956	0.0943191079323554	0.0801557634088783	0.00872527667608876	0.0129203204517626	0.0346021015972688	0.0120707607076308	0.00944782641774727	0.00964724873360905	0.0126430399981711	0.00298135062708729	0.00836678516542363	0.00697212278455072	0.00325392262756818	0.00243012266829397	0.005504699338	0.00160008393870973	0.00396823456437002	0.00688877852654052	0.0217848045444259	0.00042526724219807	0.0123301996601267	0.00994138381148515	0.00412968386534165	0.00657021138875863	0.00653542884351644	0.00838408385534449	0	0.0132998144333323	0.0422958837895244	0.00299197097254745	0.00598738863288502	0.00760814604708388
OM1_H_1D_2	0.0138300332909847	0.023953865559667	0.0129455674862089	0.0107127049056765	0.0283399082329009	0.0103710655321369	0.0254837238674347	0.0140648820246822	0.00616032996943422	0.00166637356592043	0.00751653380166221	0.00953977682635459	0.0115573849355629	0.0656322082371477	0.102558088619212	0.0872648216587727	0.00483076642441801	0.00635763492187056	0.0452099357530705	0.00786021964519354	0.00931591983754025	0.0117142309647274	0.0113128367837213	0.0162800688694889	0.0194971409073019	0.00633619306948459	0.0118483051222857	0.0111162839351655	0.00815772283644997	0.013148793268358	0.0100713283760648	0.00641310514957643	0.0295692569907525	0.0130144743488442	0.00571887927284663	0.0154832729180532	0.0136811259528699	0.00754686011870501	0.0112653443494361	0.00495522001292832	0.0132998144333323	0	0.0509294914885459	0.0103371968956016	0.00891825100122914	0.0209053460935399
OM1_H_1D_3	0.0442696906528651	0.035715959684101	0.0449455336629472	0.0441379018504238	0.0284532576950703	0.057114209855677	0.0757350458467526	0.039043603903478	0.0525572625392104	0.049917545253874	0.0471091203898779	0.0584589316682514	0.0481996565363472	0.0174033085327892	0.0521410806475468	0.0383238892472657	0.0485872936940794	0.0540333028164943	0.0114730757700652	0.0537663423171392	0.0515776935792716	0.0519234757290583	0.054896766321235	0.0406393212948861	0.0457339538568088	0.0467235738048702	0.0455463795517378	0.044365355997295	0.0466510507097424	0.043748510189824	0.0458982059150658	0.0464115922640518	0.0213796623190464	0.0422010129746827	0.0532696596626503	0.0513956983524509	0.0459000022599794	0.047823703943899	0.0488222699625271	0.0478450750843717	0.0422958837895244	0.0509294914885459	0	0.0437313065605437	0.0478675336139214	0.0387498005400663
OM1_H_1G_1	0.00437318999771422	0.0136333357031977	0.00388406906525231	0.000874634391634349	0.0185644252896743	0.0133991556785746	0.0322776496666239	0.00471430245304725	0.00906527474472393	0.0105647602592978	0.00356659926170091	0.0149604245554385	0.00550525980454909	0.0596313204613866	0.0957695785325294	0.0812944304995451	0.00589284495846653	0.0106118995302513	0.0365846462024237	0.010079876140413	0.00793935533803588	0.00885756061821353	0.0113789097463834	0.0059567029709751	0.0106598864762352	0.00404389379853726	0.00332150677753444	0.00153338948221518	0.00299657119764733	0.00334822630151851	0.00240929654897521	0.00392705938745706	0.0227714000742049	0.0026808002788775	0.00993709556183372	0.0103435508282434	0.00524643249153243	0.00417615865489322	0.00591888402844853	0.00546853663212394	0.00299197097254745	0.0103371968956016	0.0437313065605437	0	0.00418022300592778	0.0105900251731816
OM1_H_1G_2	0.00535324808944081	0.0164094501949951	0.00439114595452934	0.00374040560348208	0.0221110495345114	0.00929345326883009	0.0283135902718239	0.00883177689372271	0.00544365703601305	0.00978625292562887	0.00194110807792539	0.0111105934803313	0.00277285340037635	0.0638039543837758	0.0998947412853461	0.0854601809192747	0.00415584971654206	0.00697935823280534	0.0405081074765465	0.00609431877737267	0.00376006409161696	0.00497454255671485	0.00721334650325448	0.00866567400032132	0.0105851948973301	0.00362413886850754	0.00328396333380166	0.00361428538166859	0.0017728290642952	0.00505600037664758	0.00203541046637015	0.00387839500903192	0.0269501026616543	0.00593140846247198	0.00645023795721472	0.00751562083028082	0.00482693615245892	0.00145382859213931	0.00271439182064499	0.00436756739696291	0.00598738863288502	0.00891825100122914	0.0478675336139214	0.00418022300592778	0	0.0129833090509032
OM1_H_1G_3	0.00767657584556159	0.00360770263086605	0.00863791836997195	0.0102033743769858	0.0105777331067797	0.0213251417908006	0.0402822758119318	0.00839933417280659	0.0183934966715062	0.0211413123925168	0.0136285183668116	0.0237182406100994	0.0116494172104286	0.055722530615181	0.090314481163663	0.0770101854228549	0.0162736999850789	0.0198953137026626	0.0296903282265791	0.0187041838116052	0.0157166903577987	0.0149497149242333	0.0182499007204672	0.00463362825919478	0.00699675985369411	0.0145733415970964	0.00971045360393199	0.00986198218917382	0.0129608693783334	0.00797189538955087	0.0111790913406971	0.0144963958545965	0.0203241311164912	0.00791129052802809	0.0194198363785416	0.0131637858549528	0.00878258179888528	0.0139052110564137	0.0123025331647985	0.0159771808856725	0.00760814604708388	0.0209053460935399	0.0387498005400663	0.0105900251731816	0.0129833090509032	0
