	OM4_B_B_1	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2E_2	OM4_C_2E_3	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3E_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_1	OM4_H_4F_2	OM4_H_4F_3
OM4_C_3F_3	0.0122804417534833	0.0190682231165749	0.00273018265999008	0.00524378974476304	0.0154603092602423	0.0147532288446704	0.00550383393794045	0.00636529016291496	0.000165447967088701	0.00843755762115253	0.010305446043713	0.00258092110000291	0.00398887556404571	0.0163844525430545	0.00872614857220086	0.0015611463736275	0.00923744174108637	0.00168602886517821	0.00286995922756447	0.0142592151230352	0.0104558375001277	0.00996145476729531	0.00462852537379469	0.0188272424050152	0.00533067896575209	0.0129717672709663	0.00291027441391253	0.0267615848702648	0.0191050361215975	0.00259796805143624	0.00889741733033172	0.00653792954758962	0.00974198277066444	0.00151715569027635	0.00110898461895386	0.0197446870290047	0.00132746420815568	0.00798006939387535	0.00394370147595904	0.0108845166516241	0.0084051271388299	0.00440779148832978	0.00292350851529928	0.00562882291435501	0.0107695302317861	0	0.00680920126849783	0.00137502945364492	0.010354862902151	0.00117692195721421	0.0113130701996836	0.0113811318385931	0.00860433055598595	0.00455653076866259	0.00635983640358691	0.0226506219196939	0.00270358599990447	0.00404811838146791	0.00450422652393035	0.0153850708176773
OM4_C_3G_1	0.0190890893371373	0.0258762584006071	0.00953932244605378	0.0120528417938387	0.0222686971887119	0.0215616786519476	0.00130538428696153	0.0131742934337085	0.00664375589577071	0.0152464551174394	0.0034963298065158	0.00422830592596317	0.00282035225656502	0.0231927560245099	0.0155350297270899	0.00837031679555802	0.00242829340930738	0.00512319279150557	0.00967909491851389	0.0210677067572317	0.0172646124550895	0.00315232760511092	0.0114376016579066	0.0256353031673147	0.00147854090425927	0.0197803624779499	0.00389895363635996	0.033568661749893	0.0259130674892162	0.00940711162602803	0.0157062886009154	0.000271275906728665	0.0029328489299816	0.0052920645291609	0.00791816515915567	0.0265526493194832	0.0054817542362741	0.0147889919882276	0.0107528026314877	0.0176932630975894	0.0152140264468721	0.0112168760311001	0.00388571956544432	0.0124378588870174	0.0039604296186709	0.00680920126849783	0	0.00818420415729259	0.0171636444458107	0.00563229495767534	0.00450398917816142	0.0181898441702225	0.00179516574015154	0.0113656097717368	0.0131688399259966	0.0294582459289249	0.00951272655470868	0.002761109267442	0.0113133074869429	0.0221934654431417
OM4_C_3H_1	0.0109054762148251	0.0176933547797855	0.00135515497087616	0.00386876996784811	0.0140853837637115	0.0133782936074911	0.00687884534322221	0.00499027586185829	0.0015404772994186	0.00706255659827606	0.0116804181241356	0.0039559456857596	0.00536389481732642	0.0150095404992792	0.0073511497238985	0.000186117058574791	0.0106124244681089	0.00306105585806612	0.00149493182010949	0.0128842733644351	0.00908085335332455	0.011336430395509	0.0032535031028423	0.0174523698615105	0.00670569137874715	0.011596809614542	0.00428529792159994	0.0253868801414845	0.0177301684323424	0.00122294011302497	0.00752241981018994	0.007912934339879	0.0111169606035131	0.00289218305174777	0.000266044975254645	0.0183698307986442	0.0027024919512622	0.0066050650867943	0.00256867685386584	0.00950953659058361	0.00703012587654827	0.00303276841067436	0.00429853197751491	0.00425380488204889	0.0121444973471694	0.00137502945364492	0.00818420415729259	0	0.00897987781851649	0.00255194997874231	0.0126880312390604	0.0100061567304952	0.0099793190812056	0.00318150822947579	0.00498482207300104	0.0212758226913976	0.00132855825926788	0.00542313736894468	0.0031292037929814	0.0140101442619152
OM4_C_3H_2	0.00192566391514935	0.00871395837433311	0.00762475505437798	0.00511116949926331	0.00510573039846802	0.00439859943367098	0.0158583833542619	0.00398966403455524	0.0105203046156823	0.00191736345122749	0.0206595444717931	0.0129356640683821	0.0143435329515255	0.00602994518709414	0.00162876543607288	0.00879376586086676	0.0195916547796037	0.0120408188338771	0.00748498087626114	0.00390455253501946	0.000100978394513753	0.0203155910030087	0.00572643279758469	0.00847295375177233	0.0156852415562668	0.00261702648974923	0.0132649986375449	0.0164083043603199	0.00875077506902311	0.0077569672736698	0.00145749220226865	0.0168923958088182	0.0200961426848523	0.0118719538836251	0.0092459151277055	0.00939049165089141	0.0116822713959439	0.00237486164875392	0.00641125230168822	0.000529674484495966	0.00194979468987042	0.00594716563497005	0.0132782319694785	0.00472613561652571	0.0211235763083891	0.010354862902151	0.0171636444458107	0.00897987781851649	0	0.0115317360992579	0.0216670529980719	0.00102631094850417	0.0189586076736688	0.00579842709935533	0.00399511784028792	0.0122967621601359	0.00765135124394512	0.0144027718560678	0.00585073110036131	0.00503048640563942
OM4_H_4A_1	0.0134572962172781	0.020244987321614	0.00390710026350554	0.00642069795828706	0.0166371261421376	0.0159300547994671	0.00432692169691309	0.00754219252164872	0.00101147405810283	0.00961444645708942	0.00912856246255613	0.00140400062138379	0.00281195818339335	0.0175612569490454	0.00990303524640102	0.0027380665863161	0.00806055015903422	0.000509107258394322	0.00404687644436598	0.0154360471736962	0.0116327097902678	0.00878456850757765	0.00580543636273152	0.0200040104612472	0.00415376604251973	0.0141486142686899	0.00173335451511731	0.027938201046233	0.0202817997341191	0.00377488600593483	0.0100743026894155	0.00536102188998784	0.00856509485241687	0.000340233943864497	0.00228590554159112	0.0209214401685505	0.000150542332408608	0.0091569615171703	0.00512061519045071	0.0120613849984202	0.00958201621344316	0.00558470339763333	0.00174658864162866	0.00680572923366082	0.00959265041723113	0.00117692195721421	0.00563229495767534	0.00255194997874231	0.0115317360992579	0	0.0101361950199806	0.0125579954291207	0.00742743467023347	0.00573344206217192	0.00753673879330657	0.0238273232495458	0.0038805036751331	0.00287120116662232	0.00568113803602609	0.0165618886844721
OM4_H_4A_2	0.0235923753240895	0.0303790197779553	0.014043102506715	0.0165565194513883	0.0267717553752924	0.0260647902290199	0.00580936162752955	0.0176779190341898	0.011147629464508	0.0197499741881998	0.00100766487148866	0.00873223746924109	0.0073243091896011	0.0276957420703088	0.0200385328974442	0.0128741377591583	0.00207570363715739	0.00962710498037404	0.0141828698029315	0.0255708547076647	0.0217680148683095	0.00135166822460265	0.0159413062052096	0.0301380856404775	0.00598251627494077	0.024283601631571	0.00840289167342013	0.0380706538648262	0.0304158256278719	0.0139108965267423	0.0202097822118213	0.00477526306267121	0.00157114744146545	0.00979597278525732	0.0124220007987014	0.0310553505052954	0.00998565796863032	0.0192925357316293	0.0152565357179702	0.0221966390930181	0.019717547288174	0.0157205899372005	0.00838965785634379	0.0169415191153248	0.000543562920108138	0.0113130701996836	0.00450398917816142	0.0126880312390604	0.0216670529980719	0.0101361950199806	0	0.0226931888426558	0.00270883102897149	0.0158693173882287	0.0176724657891296	0.0339606722190833	0.0140165075933875	0.00726506713313188	0.0158170173230504	0.026696529385277
OM4_H_4A_3	0.000899353585072043	0.00768767136537949	0.00865104248128789	0.00613746925833418	0.00407942688931527	0.00337229378271321	0.0168845989000922	0.00501596784387271	0.0115465722611704	0.00294367238564559	0.0216856958586727	0.0139619106497373	0.0153697653411746	0.00500364501647953	0.00265507484132627	0.00982004601971698	0.0206178218531052	0.0130670737029656	0.0085112691070672	0.00287824559986322	0.000925332586760706	0.0213417475307808	0.00675272995398935	0.00744666535015024	0.0167114591098403	0.00159071702767941	0.0142912420253931	0.0153820837192707	0.00772448827648115	0.00878325392736228	0.00248380185881008	0.0179185989207566	0.0211223024486924	0.012898210252794	0.0102721922145494	0.00836420877377407	0.0127085294259595	0.00340116971511482	0.00743754624408516	0.000496636557799778	0.00297610356771696	0.00697346179190976	0.0143044752273955	0.00575243686715118	0.0221497206264571	0.0113811318385931	0.0181898441702225	0.0100061567304952	0.00102631094850417	0.0125579954291207	0.0226931888426558	0	0.019984783663773	0.00682472393358086	0.00502142163208181	0.0112705007660754	0.00867763851630097	0.0154290036176798	0.00687702769820925	0.00400418265154232
OM4_H_4B_1	0.0208840069528558	0.0276709783283725	0.0113344209113042	0.0138479036770628	0.024063529355541	0.0233565309103144	0.00310054750902117	0.0149693364566305	0.00843888675289807	0.0170414591686857	0.00170116776694395	0.00602345582020455	0.00461550989785702	0.0249875609909848	0.0173300279265522	0.0101654295944536	0.000633128625779961	0.00691833647956492	0.0114741915560764	0.0228625726825905	0.019059573405972	0.00135716452671484	0.0132326732226316	0.0274300310986403	0.00327370363298065	0.0215752625897765	0.00569410556388064	0.0353630879746375	0.0277077861879434	0.0112022117976926	0.0175012832784682	0.00206644129804925	0.00113768526579084	0.00708720693426294	0.00971328304579056	0.0283473463923294	0.00727689515796085	0.0165840051033432	0.0125478844179007	0.019488214240239	0.0170090311492302	0.0130119509542795	0.00568087157180751	0.0142329144717155	0.00216526921397239	0.00860433055598595	0.00179516574015154	0.0099793190812056	0.0189586076736688	0.00742743467023347	0.00270883102897149	0.019984783663773	0	0.0131606824385212	0.0149638830444237	0.0312528383125005	0.0113078253649626	0.00455626718062234	0.0131083809503272	0.023988299777523
OM4_H_4B_2	0.00772406103914165	0.014512130403926	0.00182635599051888	0.000687264673896012	0.0109040452564817	0.010196936115427	0.0100602772249955	0.00180877759842352	0.00472197750132459	0.00388107863825121	0.014861734882879	0.0071374227598948	0.00854535247412106	0.0118282284756234	0.00416967534443667	0.00299539178621921	0.013793771227789	0.006242543001394	0.00168657919248655	0.00970290326570989	0.00589940429418128	0.014517757091647	7.1995131352915e-05	0.0142711369624714	0.00988712646264951	0.00841540920192954	0.00746677084524922	0.0222059957095327	0.014548945369862	0.00195857076029475	0.00434094764272675	0.0110943457222061	0.0142982935035875	0.0060736718971317	0.00344755219253358	0.0151886310373979	0.00588398263347675	0.00342358182805664	0.000612833113388911	0.00632809483001395	0.00384864752571556	0.000148740316660151	0.00748000472940596	0.00107230168852368	0.0153258002859424	0.00455653076866259	0.0113656097717368	0.00318150822947579	0.00579842709935533	0.00573344206217192	0.0158693173882287	0.00682472393358086	0.0131606824385212	0	0.00180332376869666	0.0180947402320505	0.00185295268750364	0.00860459411285902	5.2304616061295e-05	0.010828803681878
OM4_H_4B_3	0.00592076592072316	0.0127089222705367	0.00362967561007363	0.00111605957511083	0.00910078367875101	0.00839366598153787	0.0118635263382075	5.45383948270556e-06	0.00652528198920641	0.00207775991943394	0.0166649037738216	0.00894070660428066	0.0103486209213164	0.0100249790278865	0.00236635775487914	0.00479870655911735	0.0155969604524266	0.008045835344374	0.00348989927711937	0.00789962752663163	0.00409609566105712	0.0163209326873457	0.00173132871483509	0.0124679247490747	0.0116903779308189	0.00661212029538719	0.00927005130984719	0.0204029562988539	0.0127457378661812	0.00376188991749321	0.00253763077271642	0.012897579991588	0.0161014732998134	0.00787696573159382	0.00525086463232151	0.0133854347477433	0.0076872781007718	0.00162026153293694	0.00241615595519675	0.00452478899676309	0.00204532868646009	0.00195206390375098	0.00928328505536831	0.000731022570965154	0.0171289598972448	0.00635983640358691	0.0131688399259966	0.00498482207300104	0.00399511784028792	0.00753673879330657	0.0176724657891296	0.00502142163208181	0.0149638830444237	0.00180332376869666	0	0.0162916013770152	0.00365627221581117	0.010407861857876	0.00185562832515917	0.00902554116384631
OM4_H_4E_1	0.0103711838169974	0.00358293771692606	0.0199208673352511	0.0174075508468335	0.00719118916407426	0.00789831164522438	0.0281532373018815	0.0162861480445491	0.02281604018513	0.0142140089086599	0.0329533984158185	0.025231030767361	0.0266386617326594	0.00626697900220902	0.0139254304678083	0.0210897346525997	0.0318857480951333	0.024336327984798	0.0197811095339301	0.00839235007439045	0.0121957890401823	0.0326095231037525	0.0180227532651416	0.00382394738915205	0.0279801279044841	0.00967984422502851	0.0255603111932843	0.00411183203931815	0.00354612020691248	0.0200530639104717	0.0137541685141982	0.0291870509497374	0.0323901241255011	0.0241674891518452	0.0215418252973497	0.00290638759973549	0.0239778357116749	0.0146714746182148	0.018707501209337	0.0117671143752229	0.0142464379032087	0.0182434634740166	0.0255735423303391	0.017022553419978	0.0334173232168648	0.0226506219196939	0.0294582459289249	0.0212758226913976	0.0122967621601359	0.0238273232495458	0.0339606722190833	0.0112705007660754	0.0312528383125005	0.0180947402320505	0.0162916013770152	0	0.0199474603897768	0.026697890256536	0.0181470388765429	0.00726643245791175
OM4_H_4E_2	0.00957696612687025	0.0163649301604327	2.65967289739639e-05	0.00254021623866765	0.0127569084059534	0.0120498097183977	0.0082073775950567	0.00366172602637362	0.00286903352217587	0.00573401701098941	0.0130089064007914	0.00528449431348926	0.00669243653893406	0.0136810769894159	0.00602261187826364	0.00114244129872257	0.0119409243612878	0.00438960792633524	0.000166373675169712	0.0115557837892801	0.00775232755817312	0.0126649225283269	0.00192494773030154	0.0161239414774099	0.00803422481990454	0.0102683062816594	0.00561384509741052	0.0240586040370699	0.0164017443928461	0.000105618205431139	0.00619388303451422	0.0092414589142962	0.0124454551397043	0.0042207356865657	0.00159460303915603	0.0170414170350949	0.00403104519111872	0.00527652289616076	0.00124012006282857	0.00818101420925666	0.00570158609838789	0.00170421253368479	0.00562707909290482	0.00292525235884462	0.0134729802488136	0.00270358599990447	0.00951272655470868	0.00132855825926788	0.00765135124394512	0.0038805036751331	0.0140165075933875	0.00867763851630097	0.0113078253649626	0.00185295268750364	0.00365627221581117	0.0199474603897768	0	0.00675167875992591	0.00180064813085483	0.0126816679743588
OM4_H_4F_1	0.0163282785197899	0.0231157221185217	0.00677827506604179	0.00929183972637241	0.0195080039619696	0.018800957598793	0.0014557267989209	0.0104133154887269	0.00388267131568348	0.0124855280873428	0.00625741813829756	0.00146720259545376	5.92431490196519e-05	0.0204321006145112	0.0127741104406333	0.00560925246440173	0.0051893906181777	0.00236209510528838	0.00691804974043561	0.018306966832515	0.0145037429278704	0.00591341903442271	0.00867658738038742	0.0228747556225444	0.0012825701778594	0.0170195755741072	0.00113784861455298	0.0308085438024152	0.0231525329374955	0.00664606219760978	0.0129453739855445	0.00248983400712708	0.00569394221722024	0.00253096807996408	0.0051570949735095	0.0237921452501568	0.00272065924173071	0.0120280530097456	0.00799177561633339	0.0149324067898235	0.0124530985565704	0.00845585754983782	0.00112461447993504	0.00967686482958678	0.00672151341259041	0.00404811838146791	0.002761109267442	0.00542313736894468	0.0144027718560678	0.00287120116662232	0.00726506713313188	0.0154290036176798	0.00455626718062234	0.00860459411285902	0.010407861857876	0.026697890256536	0.00675167875992591	0	0.00855229083073222	0.0194327692098067
OM4_H_4F_2	0.00777636456512535	0.0145644311783718	0.00177405143213104	0.000739569281834979	0.0109563477025387	0.0102492388334611	0.0100079744342597	0.0018610821545125	0.00466967328425797	0.00393338297822637	0.0148094342573037	0.00708511906022537	0.00849304917362528	0.0118805305387326	0.00422197964193496	0.00294308732904016	0.0137414700483899	0.00619023908536537	0.00163427462531745	0.00975520616296059	0.00595170827361318	0.01446545628318	0.000124299748621488	0.0143234378633658	0.00983482360943806	0.00846771252446363	0.00741446723252399	0.0222582913314135	0.0146012461248014	0.00190626621089345	0.00439325191358495	0.0110420433271832	0.0142459925806769	0.0060213679435448	0.00339524778778977	0.0152409314455484	0.00583167863892364	0.00347588622917593	0.000560528502395257	0.00638039871380938	0.00390095187024895	9.64356996501336e-05	0.00742770112025347	0.00112460628384705	0.0152734999139108	0.00450422652393035	0.0113133074869429	0.0031292037929814	0.00585073110036131	0.00568113803602609	0.0158170173230504	0.00687702769820925	0.0131083809503272	5.2304616061295e-05	0.00185562832515917	0.0181470388765429	0.00180064813085483	0.00855229083073222	0	0.0108811061577386
OM4_H_4F_3	0.00310483295873573	0.00368352822711025	0.0126550727286472	0.0101415652343961	7.52446666343036e-05	0.000631891840195505	0.0208882910360338	0.00902008748224914	0.0155505050446716	0.0069478265450255	0.0256891040850196	0.0179657443341997	0.0193735337983575	0.000999469340085594	0.00665923286055181	0.0138240397197489	0.0246212987501352	0.0170709459889102	0.0125153034702688	0.00112594157022591	0.00492950888184276	0.025345178219929	0.0107568114637836	0.00344251846747298	0.0207151602909874	0.00241347097574104	0.0182950609440872	0.011378145608575	0.00372034572452212	0.0127872802316236	0.00648796205914205	0.0219222353084856	0.0251257472982724	0.016902089574071	0.0142761707613039	0.00436007701449447	0.0167124165555372	0.00740531728080231	0.0114416104152382	0.00450081609433749	0.00698025727885049	0.0109775378553734	0.0183082935464815	0.00975654136105176	0.026153098028715	0.0153850708176773	0.0221934654431417	0.0140101442619152	0.00503048640563942	0.0165618886844721	0.026696529385277	0.00400418265154232	0.023988299777523	0.010828803681878	0.00902554116384631	0.00726643245791175	0.0126816679743588	0.0194327692098067	0.0108811061577386	0
