	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1D_1	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3B_1	OM4_C_3B_3	OM4_C_3C_2	OM4_C_3E_1	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4F_3
OM4_C_3B_1	0.00744919369984418	0.00356778769351142	0.0125340493243034	0.0290026074615544	0.00632786151674529	0.00757730779295948	0.0300287676168799	0.0588107175904306	0.0131692329323253	0.015968133806946	0.0503793999619177	0.0445831768281269	0.0430632473088843	0.0544285967250406	0.0469310432986623	0.00733249933523902	0.0126782206990493	0.0251549606951907	0.0546103324054505	0.00344455052047241	0.0267561682765879	0.0266799385373231	0.0145892748358116	0.034602793247419	0.027712989349456	0.00815817830038656	0.0783967509319279	0.0527402692491334	0.0120769392310833	0.014971623755491	0	0.0402317742122848	0.00216355635235049	0.0417875113795503	0.0209787762479406	0.0287074265923306	0.039031107459414	0.012408144408483	0.0172209430135884	0.016126834006632	0.0203533917528861	0.0146919724822371	0.0492521365283827	0.0267551668334261	0.0516341310279117	0.0458363626874498
OM4_C_3B_3	0.0470176726598638	0.0436489203450421	0.0295673411958211	0.0121987698500724	0.0339976973334359	0.0334584866747427	0.013881343055345	0.0192707914091242	0.0346220899055874	0.0251420836782358	0.0904664097130125	0.0846600526810942	0.0831929147558758	0.0940113501559955	0.085833572857106	0.0343594989456326	0.0275837373923476	0.019162056603582	0.0144580187102298	0.0436698415953494	0.065457533452825	0.0649708837725701	0.0274457005521219	0.00571640915670736	0.0679003996601738	0.032363680039695	0.0389087416994593	0.0128835374762457	0.0308819558427346	0.0544178765082745	0.0402317742122848	0	0.0408006372358968	0.0164990464810473	0.0265171444835067	0.0119126600201663	0.0061851849524095	0.0281986538356959	0.0236433430235614	0.0255386624540354	0.0203364227636491	0.0548872453564085	0.0101260857302268	0.0220276910419315	0.0201200982600772	0.00860674774412087
OM4_C_3C_2	0.00627692547360422	0.00428369869441309	0.0122369687199529	0.0293001609356796	0.00685984335578108	0.00750020004537026	0.0300394748787767	0.0595744344769967	0.0152169403140778	0.0160727045955458	0.0497513712600761	0.0439278784633256	0.0424730207154462	0.0535047849746015	0.0457796409494699	0.00904170683827956	0.0132573619263588	0.0264604405164652	0.0551038942091698	0.00370227889210685	0.0254635152348635	0.0252892505086389	0.0143918207287852	0.0352342179702649	0.027202434587005	0.00844669080380228	0.0792035624028543	0.0531580861915686	0.0137431530435119	0.0138322674111622	0.00216355635235049	0.0408006372358968	0	0.0431197734504189	0.0202391903489043	0.0291141154576168	0.0399104494805376	0.0126730552646704	0.0174308250381758	0.0160740120058308	0.0212688898018533	0.0141944243079865	0.0500213977875535	0.0262038613637044	0.0528949089065801	0.0460772261444941
OM4_C_3E_1	0.0492196165025504	0.0445629614780309	0.0350166437406155	0.0226210646940046	0.0365783818171926	0.0370563825841126	0.0262371988047713	0.0225666178724815	0.0315452500498582	0.0308168966800345	0.0908526340639105	0.0852473843099349	0.0835389217947193	0.0957152694364675	0.0885936301889751	0.0346050079156822	0.0309050848477843	0.0166681219727336	0.0241864386215395	0.0449084327188553	0.0685008040507067	0.0683715590825892	0.0334364509985004	0.0159679080109849	0.0683444770384806	0.0355867868558989	0.0398393001072688	0.0244244926796819	0.0299903406353442	0.0567389286654481	0.0417875113795503	0.0164990464810473	0.0431197734504189	0	0.0360716999853252	0.0213356365230084	0.0104439567701989	0.0323857765745733	0.0293691105362625	0.0317336089737739	0.0226829777989584	0.0558407758127712	0.0154913323373237	0.0338317796939018	0.0100103569777867	0.0243380096142242
OM4_C_3F_1	0.0252554705651886	0.024373760323174	0.00890329926929699	0.0145872301880759	0.0156547005099331	0.0136818946707116	0.0128738571552968	0.0456180590364299	0.0252521725478272	0.0085179896898581	0.067623896008722	0.0618075782104859	0.0606262460780554	0.0699466270347958	0.0611399632114396	0.0197225903056036	0.0125734535279479	0.022654601173668	0.039293522288734	0.0239180876734556	0.0411476139091692	0.040388797933011	0.00756810284933722	0.0222372351214059	0.0459942441431027	0.0138397381806675	0.0649924620096831	0.0369084050961064	0.0203125444745061	0.0315496062577762	0.0209787762479406	0.0265171444835067	0.0202391903489043	0.0360716999853252	0	0.0154095681193818	0.0285086316191817	0.0110376093233784	0.00898321541489729	0.0074183870171182	0.0158615311247284	0.0335600790764128	0.0366348637356808	0.00625158278983686	0.0440791564449733	0.0290019254144761
OM4_C_3F_2	0.0352769629908154	0.0322018226703457	0.0176626230501313	0.00150407084941443	0.0223995425572832	0.0216851608474373	0.00553583189119654	0.0311374698160284	0.0251168674582838	0.0132593514679881	0.0787932180244258	0.0729700837131752	0.0715418490918112	0.082192263837067	0.0739615531857203	0.0234238496828021	0.0160476360730983	0.0128031786843201	0.0260262309552416	0.0321481816532215	0.0535762153123653	0.0530796087013288	0.0155353727252812	0.0069096186475938	0.056292059671994	0.0206775632742274	0.0507994145672629	0.0240650786292628	0.0206684014061982	0.0426134262650646	0.0287074265923306	0.0119126600201663	0.0291141154576168	0.0213356365230084	0.0154095681193818	0	0.013101650797539	0.0164473247762138	0.0117818944716842	0.0136283215538543	0.0101247510737658	0.0432789893720313	0.0217746274966627	0.0125008128810982	0.0287439910086674	0.0172960043698337
OM4_C_3G_1	0.0461818569939003	0.0422631163258302	0.0297161804783031	0.0140296076414361	0.033060886454041	0.0329240754967386	0.0170113434317948	0.0199414490905422	0.0315910884629929	0.0252376833239578	0.0892641346754706	0.0835080742348163	0.0819441067847686	0.0933188051167105	0.0855145298597113	0.032518573383235	0.0267453287993615	0.0154990441586917	0.0177182799342835	0.0424086957136775	0.0651366809743347	0.0647875620958066	0.0277695602459437	0.00643642861157896	0.0666004045373844	0.0316441353457957	0.0394407667928282	0.0169345071668433	0.0285072975372245	0.0537184967316119	0.039031107459414	0.0061851849524095	0.0399104494805376	0.0104439567701989	0.0285086316191817	0.013101650797539	0	0.0277520537510491	0.023697964938215	0.0258881775679175	0.0186847641660894	0.0536667175310489	0.0104639070836194	0.0250885548163174	0.0158002904633338	0.0145591714385778
OM4_C_3H_1	0.0188427110722091	0.0159624506802691	0.00324127940725901	0.0166422920089025	0.00609583779539554	0.00526299193808323	0.0176718882321334	0.0471493488574252	0.0142459907608452	0.00364598656099645	0.0623848569685482	0.0565580495195393	0.0551234285730591	0.0659198119351888	0.0578864160025125	0.00891356423776409	0.00193654724484619	0.016240908445623	0.042458461280547	0.015820022412077	0.0374608077183312	0.0370764747831981	0.00348276289941414	0.0227023422418116	0.0398691415465647	0.00426347817224311	0.0668246978852057	0.0404977730921758	0.00939562409219937	0.026241758709237	0.012408144408483	0.0281986538356959	0.0126730552646704	0.0323857765745733	0.0110376093233784	0.0164473247762138	0.0277520537510491	0	0.00481332858830403	0.00413685205507901	0.00970806039482142	0.0268571330624417	0.0376205023744928	0.0155725176779742	0.0417329011866477	0.0334595737395181
OM4_C_3H_2	0.0235333417403388	0.0207746292393583	0.00602765921531201	0.0118772445450092	0.0109063859353574	0.00994799751663376	0.0128980845830053	0.0427479599036416	0.0172632350635959	0.00154049661914539	0.0670711558798593	0.0612397334239224	0.0598308729335466	0.0704474077780924	0.0622676268301236	0.0131384667175425	0.00508555910402212	0.0142942893545272	0.0377933809800401	0.0206296995668694	0.041853478439913	0.0413940831505144	0.00412058108748201	0.0182797308684691	0.0446151443715718	0.00907111351629661	0.0624295652543592	0.0357820355287054	0.0122210012019647	0.0308400873780923	0.0172209430135884	0.0236433430235614	0.0174308250381758	0.0293691105362625	0.00898321541489729	0.0117818944716842	0.023697964938215	0.00481332858830403	0	0.00237223592190887	0.00730872723887249	0.0316217935187493	0.033270349868436	0.0118830844043551	0.0383066423791411	0.0286650926943942
OM4_H_4A_1	0.0220071782040763	0.0196927506546032	0.00405490519788246	0.0135342809154626	0.00996069186757389	0.00860461996541937	0.013968585027521	0.0447280005552944	0.017980067895266	0.00117129531710054	0.0654782255039603	0.0596402100916612	0.0582746631604717	0.0686618396421843	0.0603654849589157	0.0130356879826158	0.00528738444009948	0.0165923153411365	0.0395252570688976	0.0194575167002141	0.039974715179735	0.0394656127252083	0.00191088065327994	0.0203059861954999	0.0431437539826615	0.00804274180179356	0.06439417518156	0.0374353793184418	0.0129813650201754	0.0291651232436106	0.016126834006632	0.0255386624540354	0.0160740120058308	0.0317336089737739	0.0074183870171182	0.0136283215538543	0.0258881775679175	0.00413685205507901	0.00237223592190887	0	0.00960927000375612	0.030215029671639	0.0352983376516545	0.0114522174320254	0.0406268894176071	0.0301178077570869
OM4_H_4A_3	0.0275380647508864	0.0236159144783899	0.012414351937238	0.0111146033898445	0.0144412049094207	0.0145523553981247	0.0141459389501277	0.0385096689497496	0.0149958479524781	0.00852924735087022	0.0706605051128401	0.0648862897475601	0.0633374514670831	0.0747067564196142	0.0669928664391814	0.0140514752238515	0.00831761963419803	0.00698715535345906	0.0347833010090578	0.0237397311870841	0.04663243206616	0.046354219340805	0.0110610385116309	0.0146211934332583	0.0479794119064647	0.0131609431560439	0.0580898004809698	0.0331552791577853	0.0106855254175025	0.0350962571204112	0.0203533917528861	0.0203364227636491	0.0212688898018533	0.0226829777989584	0.0158615311247284	0.0101247510737658	0.0186847641660894	0.00970806039482142	0.00730872723887249	0.00960927000375612	0	0.0350098526309026	0.0289481804595629	0.0169595511787863	0.032070803140158	0.0270897685232183
OM4_H_4B_1	0.00833007810303283	0.0114311515752609	0.0262858847989455	0.0434853015490796	0.0209130583403581	0.0216875114449269	0.0441590299966379	0.0734649012283501	0.0250190057931808	0.0302572021533628	0.0357006648431603	0.0299079862152547	0.0283794909403105	0.0399936316351983	0.0330551334547139	0.0213655440400319	0.0273231334761616	0.0393965601430449	0.0692272488906943	0.0112762090699183	0.0140896995571906	0.0146169574482177	0.028474072276223	0.0492761960022098	0.0130355995300239	0.0226114810377747	0.0930137127568202	0.0673121268006497	0.0258778602372168	0.00463085221447327	0.0146919724822371	0.0548872453564085	0.0141944243079865	0.0558407758127712	0.0335600790764128	0.0432789893720313	0.0536667175310489	0.0268571330624417	0.0316217935187493	0.030215029671639	0.0350098526309026	0	0.0639147194821049	0.0397418012735589	0.0657855227472451	0.0602510157722834
OM4_H_4B_2	0.0562835772383599	0.0525469851175699	0.0392717598245107	0.0222262256407203	0.0431699351734253	0.0428596244340896	0.0239796584352667	0.00957116047501432	0.0420280741342193	0.0347980155444263	0.0995108675136741	0.0937410158932618	0.092206756549436	0.103379620848127	0.0954033373370416	0.0428938651743715	0.0367851623308879	0.0259127000870241	0.00870374441473953	0.0526556518832729	0.0750236484560109	0.0746022882850331	0.0372073260871064	0.0150002841591757	0.0768782610468781	0.0416580592468891	0.0292431912471273	0.00928332934285844	0.0389517190480359	0.0637737627376693	0.0492521365283827	0.0101260857302268	0.0500213977875535	0.0154913323373237	0.0366348637356808	0.0217746274966627	0.0104639070836194	0.0376205023744928	0.033270349868436	0.0352983376516545	0.0289481804595629	0.0639147194821049	0	0.0320757112815458	0.0134151060521907	0.0125667244598073
OM4_H_4B_3	0.03142420681198	0.0302342329412086	0.0142862233258073	0.0112456534239538	0.021018832449312	0.0192527817864536	0.00819849263146614	0.0406651806512679	0.0291382404339219	0.0122130363544823	0.0738500107081972	0.0680386345970978	0.0668642173882507	0.0760865260128158	0.067209721899843	0.0244827501845679	0.0166425775637723	0.0228830755078142	0.0338541749955054	0.0298392802729842	0.0473224291852967	0.0465331855873509	0.0124418147841919	0.0186534894004727	0.0522294009026431	0.0191162113851115	0.0597559801381905	0.0313671884678587	0.0240961688808153	0.0377954449974568	0.0267551668334261	0.0220276910419315	0.0262038613637044	0.0338317796939018	0.00625158278983686	0.0125008128810982	0.0250885548163174	0.0155725176779742	0.0118830844043551	0.0114522174320254	0.0169595511787863	0.0397418012735589	0.0320757112815458	0	0.0408810488187182	0.0233288833636951
OM4_H_4E_1	0.0590442039641256	0.054478281103133	0.0441602328151233	0.0297726121729142	0.0462578011651306	0.0465894845992154	0.0327955349056901	0.0160813380312881	0.0415457960578541	0.039809718396073	0.10082090028586	0.0952163006208436	0.0935123963965416	0.105642362099941	0.0984462991728446	0.0445124629214864	0.0403766213974487	0.0264959796662505	0.0210389707375478	0.0548005477169399	0.0783005154582231	0.0781297869599752	0.042422013530076	0.0222355333626981	0.0783204079499546	0.0451586574515527	0.0306983768579793	0.0223698541413399	0.039938239254919	0.0665815540456584	0.0516341310279117	0.0201200982600772	0.0528949089065801	0.0100103569777867	0.0440791564449733	0.0287439910086674	0.0158002904633338	0.0417329011866477	0.0383066423791411	0.0406268894176071	0.032070803140158	0.0657855227472451	0.0134151060521907	0.0408810488187182	0	0.0255732851722687
OM4_H_4F_3	0.0521026406421671	0.0493637572097583	0.0341336747170125	0.0168506976801823	0.0395137354331368	0.0385861892420513	0.0164244470773407	0.0185551387895122	0.0419261013035358	0.0300192350984853	0.0955001983199011	0.0896730057326983	0.0883220801556844	0.0984447561515934	0.0898780501602084	0.0407087847573206	0.0332567064776109	0.0271963007918077	0.0107214588208475	0.049260318079804	0.0696896740438241	0.0690466695973406	0.0319343301966213	0.0132916889715856	0.0732028781009464	0.0377204990118618	0.0367089483244578	0.00810772226611621	0.0377667601700316	0.0592280337510801	0.0458363626874498	0.00860674774412087	0.0460772261444941	0.0243380096142242	0.0290019254144761	0.0172960043698337	0.0145591714385778	0.0334595737395181	0.0286650926943942	0.0301178077570869	0.0270897685232183	0.0602510157722834	0.0125667244598073	0.0233288833636951	0.0255732851722687	0
