	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_1	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2E_2	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3E_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_1	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_1	OM4_H_4F_2	OM4_H_4F_3
OM4_H_4A_1	0.0101985121881732	0.00571263620611752	0.00679657173381167	0.103326399373547	0.100542874191859	0.0037197250280706	0.00338366918379614	0.00340291584703056	0.0228885651383082	0.0353378818831751	0.00646392743083241	0.0123304668830833	0.00767448305513521	0.0247707654785327	0.0231482362234494	0.00572899044332321	0.00393865777351526	0.00738750405228728	0.00546298382331205	0.00664433805682753	0.0172124885478523	0.00205194530447887	0.0149770787290587	0.0191967094532774	0.0233563395018763	0.00557069912469811	0.00299871420465866	0.00173892353611452	0.00790531002000285	0.0258117736387929	0.0214783052353157	0.0372366161979494	0.0109905085998184	0.0181397324867738	0.0174647708756159	0.00467336580261162	0.0078816662167318	0.00596324328010501	0.0067163689123832	0.010963141934155	0.0269018966821514	0.00524653300817425	0.0108629498056535	0.0174952269842832	0.0189741789424186	0.00748677294809837	0.0128579001822802	0	0.00832629453042188	0.00829516469928321	0.00315438007708584	0.00816096567736885	0.0270398014208914	0.00192819038625845	0.0045400971196348	0.0102845337957289	0.0103162600462797	0.00627227023761595
OM4_H_4A_2	0.00317793453347121	0.00261619910892726	0.0057045006252642	0.110662061926306	0.108145170387925	0.00899978624153962	0.00895179792515795	0.00874414029584935	0.018038030860606	0.0278049062755075	0.0143127634023763	0.00402751701883088	0.00418460765350532	0.0170561952776069	0.0171737098795236	0.00853215909856372	0.0045902173958923	0.00218761727454321	0.00757902320546073	0.0105355319268304	0.00915982425687825	0.00687299718003207	0.00827476760493627	0.0113307653546974	0.0166751977077993	0.00506004149700312	0.009744620283384	0.00890360349022935	0.00307687365281642	0.0183073219014308	0.0134372441846344	0.031517984854643	0.00391683047080178	0.0108069993779851	0.0103532251095049	0.0123314604381898	0.00458964911486649	0.00314148368443994	0.00166374847574579	0.00286858898060321	0.0206272295656738	0.010036011737681	0.00285156110561782	0.00927604757595741	0.0106487699319492	0.00939485919528338	0.00469338515497921	0.00832629453042188	0	0.0121161304231277	0.00969718528211804	0.00170727005800016	0.018716504447239	0.00997416719926592	0.00573450502774294	0.00236532138452448	0.00384876400321967	0.00218216548604837
OM4_H_4A_3	0.0116800540139874	0.0104380717269415	0.00660754577723369	0.107090202322872	0.103754635786103	0.00460760066800125	0.0116755101232243	0.0116976360801528	0.0296470590923383	0.0336357830725305	0.0125421506799612	0.0149991271091187	0.0140746506084651	0.0240700753471777	0.0199151280726729	0.00363429372091428	0.0101763082885989	0.0127042760915273	0.0134771412792206	0.014936119183858	0.0181673348485496	0.00981603996333569	0.0141620262823328	0.0194161353970223	0.0210238504668155	0.0126145706527848	0.0111163379358365	0.00996778845009406	0.0136837632177363	0.0245934967044973	0.021892203817786	0.0327722431845056	0.0121047366204425	0.0175145270996288	0.0166210644451336	0.0116194786634059	0.00819915732962813	0.00903430167578627	0.01070795529788	0.013375665833686	0.0236848039218069	0.0135229998759725	0.0149191390714709	0.0189571013500627	0.0212176820817039	0.0156688480057126	0.0149111044730741	0.00829516469928321	0.0121161304231277	0	0.011311894368154	0.0107711263007535	0.0288897314223772	0.00943338034745985	0.0119293204996909	0.0144747408749325	0.0156535826220576	0.0102015922713359
OM4_H_4B_1	0.0121807843664513	0.00722056300809526	0.00964153973982129	0.10112937907166	0.0985252596676753	0.00682086774849874	0.00099100309202148	0.00120973027605918	0.0215352640008581	0.0373791646733592	0.00474604524678293	0.0136748891231552	0.00757774504894278	0.0266809105663744	0.0257283008211627	0.00888249515733428	0.00516479570598116	0.0081255944249518	0.00385291757553353	0.00376059142036185	0.0188530736136545	0.00300473023570918	0.017239861304376	0.0209886236565331	0.0257293304486854	0.00538228416909133	0.000229630519007936	0.00141910183288125	0.00823446111597479	0.0278487423023286	0.0231324292836554	0.0399459184890813	0.0130033536489054	0.0202164731587699	0.0196258578898686	0.00277339748829043	0.0104707139331326	0.00813112303020463	0.00832025522156001	0.0125406278329935	0.0294247363181271	0.00230862782022039	0.0117491008969229	0.0189502072152209	0.0200747514863608	0.0051650942271991	0.0143900888061168	0.00315438007708584	0.00969718528211804	0.011311894368154	0	0.0100419159981763	0.0280464186022219	0.00205655560083528	0.00431278647554842	0.0111740743773272	0.0105668115914728	0.00801357387516265
OM4_H_4B_2	0.00214383152154684	0.00288173725595045	0.00420984069456688	0.111119641600239	0.108484746513826	0.0081189767746841	0.00942113278731255	0.00923406200982235	0.0196984216479636	0.0273504363031979	0.0144548515137352	0.00448151691992369	0.00566730894651463	0.0166842207771162	0.0160893037556385	0.00728169915077185	0.00490108276898209	0.00361729377267922	0.00852400782620986	0.0114281109985106	0.00905541037901319	0.00706868396118575	0.00730440088977879	0.0110520476645204	0.0158099647201266	0.00607932361879506	0.0100507040150117	0.00905081655114002	0.00463476221818653	0.0178142838828039	0.0133183260179947	0.0304394190933184	0.00296846231488336	0.0101760533510586	0.00960405449025025	0.0125139179900763	0.0029255822293916	0.00228244522816963	0.00182325073265648	0.00292385072218121	0.0196537176992712	0.0107414372193755	0.00420268489777276	0.00939688458488409	0.0111289932993455	0.0105340379975268	0.00478364903094049	0.00816096567736885	0.00170727005800016	0.0107711263007535	0.0100419159981763	0	0.0191630797046981	0.00996714293990305	0.0065152728462353	0.00383222038787066	0.00554174390781585	0.00203127756756678
OM4_H_4B_3	0.0175326045204514	0.0213285115196015	0.0226186736298845	0.127399398255837	0.125396550131864	0.0272193635374269	0.0271629348448939	0.0269368754120464	0.01929399298425	0.014843206239192	0.032782720549008	0.0147484004076092	0.0206773095099913	0.0088204196062265	0.0164435891867752	0.025942197375602	0.0232142985408464	0.0199381123574823	0.0249330417222148	0.0276036216513489	0.0107348274766659	0.025474347325036	0.015147148164911	0.00992989677115133	0.0138643800633737	0.0227346263304895	0.0281408272290813	0.0274828553273208	0.019851528191608	0.0102195199678766	0.00768749670235493	0.0251981249102406	0.0169427058791834	0.0122897441792949	0.0131960975454572	0.0307954055875095	0.0209349686245481	0.0214382664405558	0.0203472928089672	0.0162404299109649	0.0165325301695574	0.0276958268989263	0.0163139611732538	0.00996129849166526	0.0080701304012344	0.0257100931586919	0.0143978756318938	0.0270398014208914	0.018716504447239	0.0288897314223772	0.0280464186022219	0.0191630797046981	0	0.0286326076019548	0.0237521919291851	0.0168940300938441	0.0176683575837697	0.0208243733903896
OM4_H_4E_1	0.0120420459853268	0.0073676886732649	0.00870903673610261	0.101417620652287	0.0986544328785659	0.0051089613031053	0.00280818488156743	0.00295339491902582	0.0233033550745438	0.0372219023914321	0.00454681539400009	0.0140008305269736	0.00867979497772295	0.0266250421145785	0.0250749528617921	0.0073527670309215	0.00541996886233101	0.0087730696873333	0.00555853993990844	0.00581393863160468	0.0189908041738332	0.00317443025005442	0.0168835165956821	0.0210180737047648	0.0252783284623283	0.00646436561615302	0.00183047203336131	0.00131410792916176	0.0091192106208623	0.02769140342693	0.0232678099656894	0.0391489994596994	0.0128440861169992	0.0200204378826576	0.0193590018402666	0.00275291381747232	0.00980900531211312	0.00782229398934067	0.00842290681874866	0.0127006463233259	0.0288293149012399	0.00436315855535874	0.012354904592781	0.0192200893310669	0.0205854743946832	0.00715593367399093	0.0145910707100299	0.00192819038625845	0.00997416719926592	0.00943338034745985	0.00205655560083528	0.00996714293990305	0.0286326076019548	0	0.00535649690912523	0.0117725470524298	0.0115297538477411	0.00801685384707538
OM4_H_4E_2	0.0086149334950636	0.00368015554187434	0.00775866462161042	0.10497747312908	0.102509545666539	0.00746352711473779	0.00341179729305191	0.00318615941416187	0.018365510483215	0.033531536234116	0.00905829977190593	0.00955849006514357	0.00333369221505439	0.0227766939092982	0.0225968854629916	0.00859255130901433	0.00209702631863529	0.00389511836391529	0.00208916221825137	0.00491596228553748	0.0148291090447667	0.0024891688167382	0.0138071056526847	0.0170426988685541	0.0222961721606631	0.00110997385810206	0.00442800454060503	0.0040528764084709	0.00392175308265136	0.0240404409300903	0.0190798455966036	0.0369384772872891	0.00942939502614044	0.0165197005581018	0.0160252695028447	0.00708371423931589	0.00791929061947728	0.00523415519648383	0.00469207310522543	0.00859715142311085	0.0261657866412232	0.00430169729643376	0.00748569566469224	0.0148227151800266	0.0158125242303347	0.00433713742499621	0.0103666961582231	0.0045400971196348	0.00573450502774294	0.0119293204996909	0.00431278647554842	0.0065152728462353	0.0237521919291851	0.00535649690912523	0	0.00691911341013993	0.00627012347200843	0.00458268842302812
OM4_H_4F_1	0.00430121376994595	0.00467424600066752	0.00800731805628016	0.111672752647989	0.109305845424807	0.0113088892777871	0.0103191871010533	0.0100964307568607	0.0159476362336959	0.0269701706747532	0.0159001789249278	0.0029263784787524	0.00424826519654038	0.016210357087759	0.0173994335650161	0.0108969378875378	0.00637323086840841	0.00304914607136747	0.00838599238968576	0.0112851462837957	0.00818617705922505	0.00860107982121551	0.00858803464488078	0.0104939340134634	0.0165502058842363	0.00597620922499414	0.0112600406531147	0.0105968407817169	0.00317955225787095	0.0176087782751131	0.0123296321357734	0.0316189331846347	0.00474232492407581	0.0104826118762776	0.0102216981759245	0.0139104524876783	0.00674468202122537	0.00550172162830734	0.0039338612925267	0.00285326936217025	0.0206237579684414	0.0110730126612668	0.000582412658033601	0.00800432112907247	0.00890205658594651	0.00976879506811284	0.00395183968803974	0.0102845337957289	0.00236532138452448	0.0144747408749325	0.0111740743773272	0.00383222038787066	0.0168940300938441	0.0117725470524298	0.00691911341013993	0	0.00219902171297605	0.00446834447103023
OM4_H_4F_2	0.0064242169898451	0.00528898869687681	0.00946890147309429	0.110306893782128	0.108066432334491	0.0120238854787998	0.0096286815296425	0.0094000243623274	0.0142092697883612	0.0286107456736509	0.0153003340483134	0.00491259360194744	0.00302454141330304	0.0179044875768943	0.01952648543061	0.0120215770884631	0.00642438314341019	0.00306814128150804	0.00726629355500965	0.00998788822194949	0.00993258608352618	0.00840565475192999	0.0107634810770983	0.0122663620036812	0.0185822168930545	0.00518476634776421	0.0106922854230463	0.0102615374969102	0.00241817950359812	0.0193788443246028	0.013895208327312	0.0336884158779	0.00691981974666553	0.012490021964464	0.0122941018711048	0.0133398737074944	0.00843776436777897	0.00664839469798603	0.0049636196397425	0.00505214219819669	0.0226807997988309	0.0100306893594184	0.00239072146951876	0.00955360945836229	0.00994954827771809	0.0082349279940967	0.00599002610206972	0.0103162600462797	0.00384876400321967	0.0156535826220576	0.0105668115914728	0.00554174390781585	0.0176683575837697	0.0115297538477411	0.00627012347200843	0.00219902171297605	0	0.00545604143146291
OM4_H_4F_3	0.00417473049050147	0.00090330985043253	0.00417707389394941	0.109102644904844	0.106480370739984	0.00684151488027151	0.00739125314612854	0.00720562218069415	0.0195781987057109	0.0293723899761275	0.0124672860056845	0.00608085791172422	0.00449069275462889	0.0186906633228427	0.0180322954906365	0.00657314416269261	0.00287075917237961	0.00264746599537784	0.00664174364611022	0.00949292949644113	0.0109752309644384	0.00505132686157801	0.00931089340102235	0.0130311874295354	0.0178205058235328	0.00430867491064202	0.00802577657350926	0.00705051411916125	0.00372413595082507	0.0198382714035264	0.0152546599818386	0.0323679997018558	0.00499918656291241	0.0122062836509793	0.0116338071553327	0.0105135297425389	0.00364640128837901	0.00121746872757833	0.000534610924368994	0.00469295028432126	0.0216330712758043	0.00874414527599411	0.00499499969257228	0.0112244593084897	0.0127561752202019	0.00875823593918084	0.00658743481850217	0.00627227023761595	0.00218216548604837	0.0102015922713359	0.00801357387516265	0.00203127756756678	0.0208243733903896	0.00801685384707538	0.00458268842302812	0.00446834447103023	0.00545604143146291	0
