Sample	JSDistance_OM4_B_B	S1038_OM4_0.01_selected	S1038_OM4_0.01_JSD	S1050_OM4_0.01_selected	S1050_OM4_0.01_JSD	S1062_OM4_0.01_selected	S1062_OM4_0.01_JSD	S1070_OM4_0.01_selected	S1070_OM4_0.01_JSD	S1074_OM4_0.01_selected	S1074_OM4_0.01_JSD	S1149_OM4_0.01_selected	S1149_OM4_0.01_JSD	S1163_OM4_0.01_selected	S1163_OM4_0.01_JSD	S1181_OM4_0.01_selected	S1181_OM4_0.01_JSD	S1230_OM4_0.01_selected	S1230_OM4_0.01_JSD	S1292_OM4_0.01_selected	S1292_OM4_0.01_JSD	S1316_OM4_0.01_selected	S1316_OM4_0.01_JSD	S1322_OM4_0.01_selected	S1322_OM4_0.01_JSD	S1330_OM4_0.01_selected	S1330_OM4_0.01_JSD	S1334_OM4_0.01_selected	S1334_OM4_0.01_JSD	S1377_OM4_0.01_selected	S1377_OM4_0.01_JSD	S1411_OM4_0.01_selected	S1411_OM4_0.01_JSD	S293_OM4_0.01_selected	S293_OM4_0.01_JSD	S321_OM4_0.01_selected	S321_OM4_0.01_JSD	S438_OM4_0.01_selected	S438_OM4_0.01_JSD	S498_OM4_0.01_selected	S498_OM4_0.01_JSD	S506_OM4_0.01_selected	S506_OM4_0.01_JSD	S538_OM4_0.01_selected	S538_OM4_0.01_JSD	S542_OM4_0.01_selected	S542_OM4_0.01_JSD	S574_OM4_0.01_selected	S574_OM4_0.01_JSD	S598_OM4_0.01_selected	S598_OM4_0.01_JSD	S600_OM4_0.01_selected	S600_OM4_0.01_JSD	S644_OM4_0.01_selected	S644_OM4_0.01_JSD	S686_OM4_0.01_selected	S686_OM4_0.01_JSD	S771_OM4_0.01_selected	S771_OM4_0.01_JSD
OM4_C_2C	0.620023351861806	OM4_C_2C_2	0.0222420158951895	OM4_C_2C_2	0.00127487361850433	OM4_C_2C_2	0.0235816608868044	OM4_C_2C_3	0.107020807475716	OM4_C_2C_2	0.0740263756497362	OM4_C_2C_2	0.00765206738522697	OM4_C_2C_3	0.00617102723443284	OM4_C_2C_2	0.0101833864066684	OM4_C_2C_2	0.00124299320438642	OM4_C_2C_2	0.00413700343675978	NA	NA	NA	NA	OM4_C_2C_2	0.0744455869365471	OM4_C_2C_3	0.0192371687429493	OM4_C_2C_1	0.0139357532650545	OM4_C_2C_2	0.00461591401598593	OM4_C_2C_3	0.0286822706517266	OM4_C_2C_1	0.0103537578821132	OM4_C_2C_2	0.0433912925246617	OM4_C_2C_2	0.0131080287967437	OM4_C_2C_1	0.0510954676684664	OM4_C_2C_1	0.0240683071037281	OM4_C_2C_3	0.0094598178311784	OM4_C_2C_3	0.0208827885108119	OM4_C_2C_1	0.0242357927489629	OM4_C_2C_2	0.0121996587722918	NA	NA	OM4_C_2C_2	0.0127795352171595	NA	NA
OM4_C_2D	0.702185580782637	OM4_C_2D_3	0.0155532639839273	OM4_C_2D_2	0.00922080388224224	OM4_C_2D_2	0.0143497619974775	OM4_C_2D_2	0.0787639046338982	OM4_C_2D_1	0.0624986049228264	OM4_C_2D_1	0.0176107207898037	OM4_C_2D_3	0.011854977841605	OM4_C_2D_2	0.00342937917746417	OM4_C_2D_2	0.0057084495242325	OM4_C_2D_1	0.0110173880053157	OM4_C_2D_1	0.0151475086753526	NA	NA	OM4_C_2D_3	0.0698832281809056	OM4_C_2D_2	0.041476120374734	OM4_C_2D_1	0.00817770079341828	OM4_C_2D_2	0.0107356709738936	OM4_C_2D_1	0.00534980951940124	OM4_C_2D_1	0.0088809159416801	OM4_C_2D_1	0.0338547796389151	OM4_C_2D_2	0.0488075313811994	OM4_C_2D_1	0.0306148532473174	OM4_C_2D_1	0.0242255845986413	OM4_C_2D_3	0.0179420145525465	OM4_C_2D_1	0.03271875228541	OM4_C_2D_3	0.0225281615325162	OM4_C_2D_3	0.0223973852975774	OM4_C_2D_2	0.040562182027963	NA	NA	OM4_C_2D_1	0.0388761270023728
OM4_C_2E	0.704190434016318	OM4_C_2E_3	0.0538428848022696	OM4_C_2E_2	0.000161673323086795	NA	NA	OM4_C_2E_3	0.0894927409109133	OM4_C_2E_1	0.0495108809884112	OM4_C_2E_2	0.0151905278002845	OM4_C_2E_3	0.0163644509160346	OM4_C_2E_2	0.00724611771887201	OM4_C_2E_2	0.00612873255085072	OM4_C_2E_2	0.00235918772617733	OM4_C_2E_2	0.0122222785386923	NA	NA	OM4_C_2E_3	0.0807525044603867	NA	NA	OM4_C_2E_2	0.00974739451916577	OM4_C_2E_2	0.0161344264238867	NA	NA	OM4_C_2E_1	0.0156994400724578	OM4_C_2E_2	0.0628676225175179	OM4_C_2E_2	0.0424579325662874	OM4_C_2E_2	0.0408363840417101	OM4_C_2E_1	0.0257248081658181	OM4_C_2E_3	0.0226620606680661	OM4_C_2E_2	0.036175725001125	OM4_C_2E_1	0.0211246372037105	OM4_C_2E_3	0.0252436980090628	OM4_C_2E_2	0.0186842997807053	NA	NA	OM4_C_2E_2	0.0335600253108258
OM4_C_2F	0.561023902000646	OM4_C_2F_1	0.0191350953457255	OM4_C_2F_1	0.00072207307061855	NA	NA	OM4_C_2F_1	0.0148915851206829	OM4_C_2F_2	0.0883346661698288	OM4_C_2F_1	0.00682515120613416	OM4_C_2F_3	0.0159337106381383	OM4_C_2F_1	0.00633153284501901	OM4_C_2F_1	0.0056513661632186	OM4_C_2F_1	0.00596061419227983	OM4_C_2F_2	0.00760410447888184	OM4_C_2F_1	0.0101162125173536	OM4_C_2F_1	0.0648771369378145	OM4_C_2F_1	0.0211476347625777	OM4_C_2F_1	0.0187895781665663	OM4_C_2F_1	0.0143597397806787	OM4_C_2F_1	0.0171245093361236	OM4_C_2F_3	0.0140998338346645	NA	NA	OM4_C_2F_1	0.0526763446194965	OM4_C_2F_3	0.0151208653404156	OM4_C_2F_2	0.028131269903873	OM4_C_2F_3	0.0313671003193093	OM4_C_2F_1	0.0308994249588597	OM4_C_2F_3	0.0131253543556631	OM4_C_2F_3	0.0228592002537031	OM4_C_2F_1	0.0102955670064052	NA	NA	OM4_C_2F_1	0.0246442306766138
OM4_C_2G	0.667472165730256	OM4_C_2G_1	0.0622450023196806	OM4_C_2G_1	0.0014219574418653	OM4_C_2G_2	0.0307104939694823	OM4_C_2G_2	0.0214445211539108	OM4_C_2G_1	0.0436079678404597	OM4_C_2G_1	0.00968258093218291	OM4_C_2G_3	0.00958314007578596	OM4_C_2G_3	0.0159571410203955	OM4_C_2G_1	0.00616140722830917	OM4_C_2G_1	0.00432141193046135	OM4_C_2G_1	0.0188041555714939	NA	NA	OM4_C_2G_1	0.0633518619387215	OM4_C_2G_3	0.0592920257769622	OM4_C_2G_2	0.0138371077620073	OM4_C_2G_2	0.00596436469499007	OM4_C_2G_2	0.0392048385818659	OM4_C_2G_3	0.0146261029862654	OM4_C_2G_2	0.03513359576441	OM4_C_2G_2	0.0545568421912363	OM4_C_2G_1	0.0285153655679891	OM4_C_2G_1	0.00657733053663746	OM4_C_2G_3	0.00478882286705748	OM4_C_2G_1	0.00336562775146599	OM4_C_2G_1	0.0102892830720666	OM4_C_2G_2	0.00827011194305512	OM4_C_2G_1	0.0182792754644603	OM4_C_2G_3	0.0413368583611863	OM4_C_2G_2	0.0361429709858515
OM4_C_3A	0.539844968572062	OM4_C_3A_3	0.0443059835406581	NA	NA	OM4_C_3A_2	0.0290553084212215	OM4_C_3A_1	0.016961532391535	OM4_C_3A_1	0.0190569243893715	OM4_C_3A_3	0.0111715099393205	OM4_C_3A_3	0.038703657765795	OM4_C_3A_2	0.00584343436239959	OM4_C_3A_1	0.0125921195151997	OM4_C_3A_2	0.0042127021722323	OM4_C_3A_2	0.00633635915019165	OM4_C_3A_1	0.0108302142206675	OM4_C_3A_2	0.0603538400819405	OM4_C_3A_1	0.0194901407006924	OM4_C_3A_1	0.0455676278907031	OM4_C_3A_3	0.0121222429748869	OM4_C_3A_1	0.00537600379589356	OM4_C_3A_1	0.0140976755563618	OM4_C_3A_3	0.0317691188967595	OM4_C_3A_3	0.0265355101513212	OM4_C_3A_3	0.0322218420826844	OM4_C_3A_1	0.0165910950178165	OM4_C_3A_3	0.0357122974773762	OM4_C_3A_3	0.0133516326528684	OM4_C_3A_3	0.00528568415325421	OM4_C_3A_2	0.00377474406384212	NA	NA	OM4_C_3A_3	0.0185257672070691	NA	NA
OM4_C_3B	0.516848794692539	OM4_C_3B_3	0.0141967204641598	OM4_C_3B_3	0.000489720982293179	NA	NA	OM4_C_3B_3	0.0916894252605413	OM4_C_3B_3	0.0412356308471012	OM4_C_3B_2	0.0136078289844277	OM4_C_3B_3	0.00624212140861294	OM4_C_3B_1	0.0124776418058757	OM4_C_3B_1	0.0524083054073456	OM4_C_3B_1	0.00203065257994929	OM4_C_3B_2	8.87649500438756e-05	OM4_C_3B_1	0.00188568283885511	OM4_C_3B_2	0.0536953141735269	OM4_C_3B_1	0.00744919369984418	NA	NA	OM4_C_3B_2	0.0127361871796464	OM4_C_3B_1	0.0359348670921831	OM4_C_3B_3	0.0137192765801995	OM4_C_3B_3	0.0152557350339093	OM4_C_3B_2	0.0272593618639554	OM4_C_3B_2	0.034109121655866	OM4_C_3B_2	0.0167792776202114	OM4_C_3B_3	0.0140905358904823	OM4_C_3B_3	0.03015506612129	OM4_C_3B_3	0.00452211767110766	OM4_C_3B_2	0.00779373650419703	OM4_C_3B_1	0.00699650807691371	NA	NA	NA	NA
OM4_C_3C	0.606491481198846	OM4_C_3C_3	0.0154388144377798	OM4_C_3C_2	0.0171185376764921	OM4_C_3C_2	0.00457030610151937	OM4_C_3C_1	0.0157181838916869	OM4_C_3C_3	0.166645556739736	OM4_C_3C_2	0.00139598992593849	OM4_C_3C_3	0.00791849344720888	OM4_C_3C_2	0.00110000783957401	OM4_C_3C_1	0.00311610286340684	OM4_C_3C_1	0.0173340103426746	OM4_C_3C_1	0.0068807201919305	OM4_C_3C_2	0.0106027788683236	OM4_C_3C_3	0.0742629020017612	OM4_C_3C_2	0.00627692547360422	OM4_C_3C_1	0.0287146865485783	OM4_C_3C_2	0.00600796172416641	OM4_C_3C_1	0.012193456953563	OM4_C_3C_1	0.0176137579635781	OM4_C_3C_1	0.0352774313732322	OM4_C_3C_2	0.0160612232580742	OM4_C_3C_3	0.0527522218138966	OM4_C_3C_3	0.0179584674391285	OM4_C_3C_3	0.0158007896832903	OM4_C_3C_3	0.00481504169538676	OM4_C_3C_3	0.0131446573755095	OM4_C_3C_2	0.0116017227411647	OM4_C_3C_1	0.0144651977964158	OM4_C_3C_1	0.0117055350312255	NA	NA
OM4_C_3D	0.559406300840844	OM4_C_3D_1	0.00716340311823852	OM4_C_3D_2	0.00578414321595322	OM4_C_3D_3	0.0128419347994984	OM4_C_3D_2	0.00549037944858406	OM4_C_3D_1	0.0604887006219523	OM4_C_3D_2	0.0038754535453618	OM4_C_3D_3	0.015288744496797	OM4_C_3D_2	0.00535777593934717	OM4_C_3D_1	0.00201795059902526	OM4_C_3D_3	0.0141013612571481	OM4_C_3D_1	0.00341383246816823	NA	NA	OM4_C_3D_2	0.0734304535014283	NA	NA	OM4_C_3D_1	0.0216621823407177	OM4_C_3D_1	0.0121159443618616	OM4_C_3D_2	0.0243146893045684	OM4_C_3D_1	0.0179240843391068	OM4_C_3D_2	0.0403673416615461	OM4_C_3D_2	0.0415795001451554	OM4_C_3D_1	0.0317098984466819	OM4_C_3D_3	0.00494749986554251	OM4_C_3D_3	0.0207777949654976	OM4_C_3D_1	0.0260057064527553	OM4_C_3D_1	0.00648388159020561	OM4_C_3D_1	0.0214934695529983	OM4_C_3D_1	0.0227757538030738	OM4_C_3D_3	0.0356561368874289	OM4_C_3D_1	0.0223382841122019
OM4_C_3E	0.630688093159187	OM4_C_3E_2	0.03244868272674	OM4_C_3E_1	0.00976301880647969	OM4_C_3E_2	0.0316083414389553	OM4_C_3E_1	0.0350147110724724	OM4_C_3E_2	0.085013901589562	OM4_C_3E_1	0.00787279821437448	OM4_C_3E_2	0.0117940482848483	OM4_C_3E_2	0.00786280710422885	OM4_C_3E_2	0.00498614129332043	OM4_C_3E_2	0.00119895175000492	OM4_C_3E_2	0.00581106841019913	OM4_C_3E_1	0.00991938239879508	OM4_C_3E_2	0.0717430735590167	OM4_C_3E_1	0.0492196165025504	OM4_C_3E_2	0.0320431097990473	OM4_C_3E_2	0.00834681228961421	OM4_C_3E_2	0.0329047365949495	OM4_C_3E_2	0.0194565737342998	NA	NA	OM4_C_3E_2	0.00267831164068513	OM4_C_3E_3	0.0387186195302266	OM4_C_3E_2	0.0239181407136879	OM4_C_3E_3	0.0118290465974145	OM4_C_3E_2	0.00311679245380495	OM4_C_3E_2	0.00656681712114105	OM4_C_3E_3	0.020936967166246	OM4_C_3E_2	0.0248396179531682	OM4_C_3E_2	0.020773296820132	OM4_C_3E_2	0.0203027075932225
OM4_C_3F	0.916311039990011	OM4_C_3F_2	0.0392064024938502	OM4_C_3F_1	0.00157533683219088	NA	NA	OM4_C_3F_1	0.0254923365247771	OM4_C_3F_1	0.0665856285489486	OM4_C_3F_1	0.00665177848866938	OM4_C_3F_2	0.00872082154204003	OM4_C_3F_2	0.011857492745394	OM4_C_3F_1	0.0230792178680951	OM4_C_3F_2	0.0039833236863302	OM4_C_3F_2	0.119900769416969	OM4_C_3F_3	0.0300861908489726	OM4_C_3F_2	0.0703480672417544	OM4_C_3F_2	0.0352769629908154	OM4_C_3F_1	0.0175418256614673	OM4_C_3F_2	0.00987135423922268	OM4_C_3F_3	0.030861719352829	OM4_C_3F_2	0.0181591412514743	OM4_C_3F_2	0.0248431058885671	OM4_C_3F_2	0.0752481171791888	OM4_C_3F_3	0.0663529954755169	OM4_C_3F_2	0.0253795351538433	OM4_C_3F_3	0.0447768471913778	OM4_C_3F_1	0.0111215826422785	OM4_C_3F_1	0.0175645371939009	OM4_C_3F_1	0.0199308654930129	NA	NA	OM4_C_3F_3	0.0481199217363233	OM4_C_3F_3	0.0637751623022005
OM4_C_3G	0.669128101191052	OM4_C_3G_3	0.0394688045271386	NA	NA	OM4_C_3G_2	0.0334403098574191	OM4_C_3G_1	0.0207317183184401	OM4_C_3G_2	0.110948599790493	OM4_C_3G_1	0.0190890893371373	OM4_C_3G_3	0.0165793380081113	NA	NA	OM4_C_3G_1	0.0190319620861077	OM4_C_3G_2	0.00660248718300761	OM4_C_3G_1	0.0043527470946683	NA	NA	OM4_C_3G_2	0.072046191142787	OM4_C_3G_1	0.0461818569939003	OM4_C_3G_1	0.0107469209303313	OM4_C_3G_2	0.022768829783115	OM4_C_3G_1	0.0265990188472202	OM4_C_3G_3	0.0137056028117873	OM4_C_3G_1	0.0296266938275319	OM4_C_3G_1	0.0204441928390715	OM4_C_3G_1	0.0164577823679436	OM4_C_3G_1	0.0077211564542597	OM4_C_3G_3	0.0131342569486527	OM4_C_3G_2	0.0263752334217427	OM4_C_3G_1	0.0114130918595392	OM4_C_3G_3	0.0275357028613156	OM4_C_3G_2	0.0318459241193468	NA	NA	OM4_C_3G_2	0.0222805897799844
