	OM4_B_B_1	OM4_B_B_2	OM4_B_B_3	OM4_C_1A_2	OM4_C_1A_3	OM4_C_1C_2	OM4_C_1C_3	OM4_C_1D_1	OM4_C_1D_2	OM4_C_1E_2	OM4_C_1E_3	OM4_C_1F_1	OM4_C_1F_2	OM4_C_1G_2	OM4_C_1G_3	OM4_C_1H_1	OM4_C_1H_2	OM4_C_1H_3	OM4_C_2A_1	OM4_C_2A_2	OM4_C_2A_3	OM4_C_2B_1	OM4_C_2B_2	OM4_C_2C_2	OM4_C_2C_3	OM4_C_2D_1	OM4_C_2D_2	OM4_C_2F_1	OM4_C_2G_1	OM4_C_2G_2	OM4_C_2G_3	OM4_C_3A_1	OM4_C_3A_2	OM4_C_3A_3	OM4_C_3B_1	OM4_C_3B_2	OM4_C_3B_3	OM4_C_3C_1	OM4_C_3C_2	OM4_C_3D_2	OM4_C_3E_1	OM4_C_3E_2	OM4_C_3F_1	OM4_C_3F_2	OM4_C_3F_3	OM4_C_3G_1	OM4_C_3H_1	OM4_C_3H_2	OM4_H_4A_1	OM4_H_4A_2	OM4_H_4A_3	OM4_H_4B_2	OM4_H_4B_3	OM4_H_4E_1	OM4_H_4E_2	OM4_H_4F_1	OM4_H_4F_2	OM4_H_4F_3
OM4_C_3C_1	0.012193456953563	0.102794350401087	0.00710918999697273	0.0309195439719943	0.0452444682265774	0.0109368279666955	0.0222873176678297	0.0156150154341757	0.0267799503568026	0.0415035564755744	0.0580151397337628	0.0115638084671153	0.0441449591793662	0.0166182958411003	0.0127264819818425	0.00910809172533842	0.0246795184749242	0.0280051451517569	0.00708076574263727	0.0120500377275877	0.0278566451914087	0.0522045192719891	0.102163235284849	0.0502572307336758	0.0408065123517325	0.0175251787755822	0.0382297385056203	0.0290012397766385	0.0730759302322111	0.0513034717043199	0.0659255878924648	0.0170149800267467	0.0173144414421442	0.0310410076845315	0.0480530652283358	0.0284695337685894	0.0581265334425997	0	0.032321088944766	0.0364590011929731	0.0498803852576724	0.0448023762619272	0.0411405866319627	0.0415645867830719	0.0430035062323265	0.0385640714253495	0.0383906489519654	0.0373400154359097	0.00946566948078101	0.0347247642933946	0.0609482649303275	0.0396902342876508	0.0980396094711758	0.0402893473348305	0.0166406891489724	0.0302590847103297	0.0247415848853748	0.0184320987471008
OM4_C_3C_2	0.020280172383908	0.070813410066381	0.0269778278496227	0.0026470906563184	0.013029577695144	0.0213903391747877	0.0102366132757108	0.0167517833287342	0.00555211377635061	0.0104417986214811	0.0262184324866996	0.0207736901692515	0.0120593436515914	0.015709385936	0.0203652514259074	0.0413037371197216	0.00777134923197076	0.00571044041435021	0.0254792274308996	0.0238236487180882	0.00655940594293684	0.0199060656791909	0.0700117985415615	0.0233245538492191	0.0086074127095318	0.0149678311136504	0.00604826119247865	0.00365975323865399	0.0432940081213889	0.0190180713013395	0.0336397774248442	0.0153410957671271	0.0150528475295586	0.00133913005527357	0.0158018264539483	0.00410168740364652	0.0258628456640335	0.032321088944766	0	0.00454085714010392	0.0176595506999674	0.0127130848292526	0.00882715902256496	0.010393949446744	0.0108629588679444	0.00636711570756192	0.00616427297536344	0.00502477158853934	0.0228664215176617	0.00246017888339847	0.0286568906844397	0.00818299655668192	0.0929913008767644	0.00798994126927585	0.0181578667902535	0.00225041514068966	0.00919067056383637	0.0143382771539205
OM4_C_3D_2	0.0243146893045684	0.067111864149076	0.0313515304521388	0.00557083315588933	0.0088079885855969	0.0255673554881891	0.0141894637678069	0.0210051025911618	0.00989359592330436	0.00893735814706433	0.0229836496502641	0.0249717457801779	0.00899021921004012	0.0199143653739075	0.0247585820128569	0.0453539959972673	0.0121890401379516	0.0101993552624613	0.0295157802736676	0.0272935454894512	0.00924461259744634	0.0160275931760263	0.0661294711865083	0.0193318487834543	0.00439129197886772	0.0189662248815687	0.00381874109731333	0.00819873586422292	0.0409101250688632	0.0149249841835362	0.0296441776949312	0.0195958808033276	0.0191511459539345	0.00560185325972392	0.0116341797941614	0.00799764615416303	0.0217179281189574	0.0364590011929731	0.00454085714010392	0	0.0140666153603889	0.00958833432065786	0.00522272487616983	0.00878363321893413	0.00655030233932794	0.00395340106012021	0.00213693712536655	0.00235893982324919	0.0270475778997452	0.00221873861354851	0.0246958136683265	0.0036546219442814	0.0911568155677259	0.0046493591666245	0.0215312087112657	0.00626113852469697	0.0137250196079443	0.0181866375310265
OM4_C_3E_1	0.0379220928646072	0.0531891154035894	0.0442022280196736	0.0195009130453623	0.00615418050067369	0.0389581197781652	0.027888717658946	0.0342785592772158	0.0231463418667864	0.00936987351366321	0.00907579475912925	0.0383270108490529	0.00580412485130916	0.033286979107203	0.0376119205509943	0.0589009859251366	0.025216047112689	0.0220956819086567	0.0431110087498246	0.0413017236807952	0.02330751534138	0.00281546322094613	0.0524131373318124	0.0206440453894799	0.00981484786439878	0.0326227999217855	0.0116653506786721	0.0208946268741062	0.0278720991558802	0.00359619319116999	0.0162224593081422	0.0328783157556223	0.0326892476324301	0.0189811852939094	0.00423034228101401	0.021691523668207	0.00917118613064083	0.0498803852576724	0.0176595506999674	0.0140666153603889	0	0.00516012511980661	0.00891873364304611	0.00919568286703942	0.00818002542936831	0.0113328636458489	0.0119420809973455	0.0126614908364084	0.0404240328392794	0.0153658593953204	0.0112485643541626	0.0120115463885578	0.0969372919893755	0.00968923078275838	0.0355578643259085	0.0198353673962545	0.0256301743823513	0.0319781997668658
OM4_C_3E_2	0.0329047365949495	0.058169336946484	0.039061897651832	0.0147512500390005	0.00469557756554763	0.0338876483393307	0.0229389516572984	0.0291977948875119	0.0181214358221068	0.0045668177395913	0.0135291662899208	0.0332511569676372	0.000658587063944208	0.0282266117878965	0.0324771366905	0.0538449743646823	0.0201375629312152	0.0169491537683665	0.0380806339875945	0.0365005293263781	0.0186842378114906	0.00779218714645253	0.0574926410016977	0.0211498221868546	0.00589216039467886	0.0276359591991582	0.00666562070283792	0.0158166195759224	0.0313792768776448	0.00765413464447082	0.0213815203501593	0.0278029816320586	0.0276678431754361	0.0140492409117924	0.00554116321566841	0.0167970345812744	0.0141572864418546	0.0448023762619272	0.0127130848292526	0.00958833432065786	0.00516012511980661	0	0.0044086265269752	0.00434547177688756	0.00532414535215265	0.00634663392510097	0.00747201045318188	0.00782819873459761	0.0353483561393842	0.0105416378652177	0.0164069935350239	0.00851084886285682	0.0967037174485324	0.00495611891658953	0.0307940349487645	0.0149339615153906	0.0204740113666094	0.027045337643395
OM4_C_3F_1	0.029097399136851	0.0620762200927135	0.0356887555608307	0.0105831294565493	0.00457685155523862	0.0302112283460235	0.0190172099534925	0.0255613746233829	0.0143691676980201	0.00539148723034892	0.017767328028395	0.0295917768374902	0.00385104065575675	0.0245308620196169	0.0290733784160984	0.0501215429679943	0.016529096424601	0.0137484575057952	0.0342979629153174	0.0323884100997898	0.0144220807240408	0.0110803908161737	0.0612147579464739	0.0193282242440477	0.00183986726437141	0.0237733143619626	0.00316226357614002	0.0122448334083544	0.035785504778668	0.0102484534917373	0.0248175324193486	0.0241525995096693	0.0238760057848104	0.0101253366316609	0.00713980958641175	0.0128006590506259	0.0170956649863522	0.0411405866319627	0.00882715902256496	0.00522272487616983	0.00891873364304611	0.0044086265269752	0	0.00514967169530148	0.00304129072357525	0.00283587139219724	0.00308810118811202	0.00380336268151988	0.0316857317784843	0.00646791799757337	0.0198323836054129	0.004458811942219	0.0937216878660869	0.000928384058047009	0.0266458543173794	0.010953974631544	0.0173657490850674	0.0230919202466928
OM4_C_3F_2	0.0299222616075966	0.0613808685548287	0.035551946739581	0.0128430531817717	0.00827096230012999	0.0307266076013017	0.0202606789868817	0.0260307043571599	0.0153141306111891	0.000259922797639218	0.0164776909810583	0.03007448074759	0.00388345379728694	0.0251426170650737	0.0290346677638514	0.0506533352039423	0.0170856262181125	0.0135675182679149	0.0350274378751611	0.0340172245979514	0.0168708785483522	0.0119610412717545	0.0609400000552779	0.0242767477397508	0.00696648320421179	0.0247889869225575	0.00499177007556898	0.0128676849142822	0.0329085934298274	0.0119858552274401	0.0252461351474237	0.0246681683197741	0.0247177430594906	0.0116954449878975	0.00978006660824276	0.0144274274306839	0.0183472007439993	0.0415645867830719	0.010393949446744	0.00878363321893413	0.00919568286703942	0.00434547177688756	0.00514967169530148	0	0.00778954357346217	0.00483060418837804	0.0071111728501422	0.00647255148482762	0.0321602361608289	0.00878138544767063	0.0203328583043142	0.00945143894098058	0.0988335349687085	0.00487847940409724	0.0284424243089319	0.0126246506350616	0.0169207725463789	0.0243516552383662
OM4_C_3F_3	0.030861719352829	0.060748552021478	0.037826161514867	0.0121121060856081	0.00228897698989042	0.0321091680363445	0.0207382407204179	0.0275305377646326	0.0163701368121036	0.00804679769364859	0.0172534940535565	0.0315104272227564	0.00507695233161988	0.0264501060960054	0.0312197576247839	0.0518941446297362	0.018628097314432	0.0162009205340745	0.0360609668263238	0.0336992837903725	0.0156131141025819	0.00970285112635117	0.0596680362976267	0.0164890844138817	0.0022650370145433	0.0255139715298804	0.00596612839338084	0.0144663589495365	0.0359220099266051	0.00842885237910804	0.0231525059413554	0.026120089736286	0.0256986105211977	0.0120569194508712	0.00511700257957406	0.0145439558817283	0.0151793033873599	0.0430035062323265	0.0108629588679444	0.00655030233932794	0.00818002542936831	0.00532414535215265	0.00304129072357525	0.00778954357346217	0	0.00567616436607307	0.00470139486705344	0.00610820268284815	0.033589002621429	0.00840319617014614	0.018234164695233	0.00384785903451588	0.0915092383793512	0.00386883583163133	0.0279276596031104	0.012779699630618	0.0198164089189986	0.024721647321881
OM4_C_3G_1	0.0265990188472202	0.0644755585748028	0.0329879483829022	0.0084781575589111	0.00740886680766997	0.0276349110506769	0.0165984739590337	0.0229595159321652	0.0118157277009817	0.00498476748932652	0.0198634481129699	0.0270058607556627	0.00569388927871111	0.0219596600266632	0.0263769911287881	0.0475830869541459	0.0138979535757407	0.0109644872026295	0.0317868484011251	0.0301658259201686	0.0124725650878909	0.0136903285279615	0.0637261621262647	0.0212831615651697	0.00368828117967238	0.0213103520480899	0.000338791184005261	0.00958141907273139	0.0372805908841911	0.0129976384681957	0.0274363613818676	0.0215562801547559	0.0213630012621858	0.00770291336602895	0.00995422796706818	0.010452402485671	0.0198271098512768	0.0385640714253495	0.00636711570756192	0.00395340106012021	0.0113328636458489	0.00634663392510097	0.00283587139219724	0.00483060418837804	0.00567616436607307	0	0.00250258066047527	0.00167065551356551	0.029103287060679	0.00426128872145447	0.0224449238714719	0.00535923865141643	0.094606820435183	0.00190756788702893	0.0244714382087039	0.00858942631327667	0.0145728408996024	0.0207031238914723
OM4_C_3H_1	0.0262812453383377	0.0650300636828736	0.033137145764395	0.00760808907024783	0.00687649459964843	0.0274765440802453	0.0161635818195194	0.0228716140928562	0.011688903249908	0.0072980050654409	0.020847134857747	0.0268703058532107	0.00688562855555364	0.0218052694620283	0.0265270119704795	0.0473232875469702	0.0139337401702756	0.0115542821634484	0.0314854075033194	0.0293884882089323	0.0113671249513835	0.0139575177371196	0.0640891654843277	0.0190829763263347	0.00244327480890647	0.0209381711074873	0.00254402849132284	0.00976772440129002	0.0388260459175717	0.0129304660085616	0.0276249332774877	0.0214603431528249	0.021087853272237	0.00737896955472792	0.00967295995831129	0.00994111028390759	0.0197575915579478	0.0383906489519654	0.00616427297536344	0.00213693712536655	0.0119420809973455	0.00747201045318188	0.00308810118811202	0.0071111728501422	0.00470139486705344	0.00250258066047527	0	0.00169018320608	0.0289556353637735	0.00370627279685695	0.0226610610316696	0.00299493976752349	0.0921125782343389	0.00257830988414996	0.0236326605996314	0.00813622831469146	0.0151575194768276	0.0201999009053603
OM4_C_3H_2	0.0253009902913477	0.0658305146528381	0.0319192349836871	0.00692360942497649	0.00813844341291383	0.0264094403815866	0.0152340200535696	0.021761322260706	0.0105665127725229	0.00661391582483861	0.0213532413547213	0.025790348792665	0.00718947841024755	0.0207285685086367	0.0253025920169938	0.0463240502989188	0.0127379193129929	0.010104036720431	0.0305007720900821	0.0286941457453137	0.0108795258261686	0.0148820607621579	0.0650015512799361	0.0207421979065052	0.00386848247705702	0.0199818974056747	0.00148113725651114	0.00847469080214278	0.0389201097616863	0.0140250362209982	0.0286195343328342	0.0203519941727673	0.020076323518993	0.00633003585074237	0.010850923071592	0.00903135784675826	0.0208741063327268	0.0373400154359097	0.00502477158853934	0.00235893982324919	0.0126614908364084	0.00782819873459761	0.00380336268151988	0.00647255148482762	0.00610820268284815	0.00167065551356551	0.00169018320608	0	0.0278842718551875	0.00271850023634237	0.0236347657804824	0.00464455136592603	0.0933682370730283	0.002973687339038	0.0229745443708901	0.00717489704212096	0.0137243057159816	0.0193204652303371
OM4_H_4A_1	0.00321006241451475	0.0933925308119937	0.00546164720544748	0.0215319769457175	0.0358201587658142	0.00148073329159491	0.0129201947889471	0.00615390894818641	0.0173203429500633	0.0321065158085166	0.0486012971541761	0.00209859554360605	0.0346905238671502	0.00715827809745925	0.00418678533695537	0.0185209220193069	0.0152173022941559	0.0185997297909552	0.00321083334048745	0.00756936780566891	0.0186612208162813	0.0427513556206609	0.0927410963106338	0.0417368568620446	0.0313792783936492	0.00822691672384447	0.0287688807094038	0.0195398443902093	0.0640079330178681	0.041865371805905	0.0564811385105643	0.00755047230700095	0.00791871969360162	0.0215929460789957	0.0386232030097478	0.0190520301957383	0.0486970757997721	0.00946566948078101	0.0228664215176617	0.0270475778997452	0.0404240328392794	0.0353483561393842	0.0316857317784843	0.0321602361608289	0.033589002621429	0.029103287060679	0.0289556353637735	0.0278842718551875	0	0.0252789149178027	0.0515000589468613	0.0303398012661998	0.095789301399281	0.0308315212752125	0.00896236520569195	0.0208233444965012	0.0154483562046422	0.00927442219816856
OM4_H_4A_2	0.0226453282374292	0.0685260009094935	0.0294327726011896	0.00422005093263255	0.0105782351200614	0.0238008924320098	0.0125515130588981	0.0191802574375635	0.00798788828355919	0.00887812093863095	0.0240684817587774	0.0231898083495585	0.00989962916401817	0.018123798115822	0.0228220581434383	0.0436834889722615	0.010227810783873	0.00800996686584056	0.027849039565901	0.0259765603224709	0.00821347053870461	0.017535511900168	0.0676660552559805	0.0214653704312517	0.00614939365688921	0.0173132174193064	0.00398231797673623	0.00609366554839973	0.0415140992531695	0.0165951086141174	0.0312507605928076	0.0177689300480582	0.0174331578025034	0.00368707260997498	0.0133613619168491	0.00633304928582678	0.0234346251705843	0.0347247642933946	0.00246017888339847	0.00221873861354851	0.0153658593953204	0.0105416378652177	0.00646791799757337	0.00878138544767063	0.00840319617014614	0.00426128872145447	0.00370627279685695	0.00271850023634237	0.0252789149178027	0	0.0262740513695784	0.00585862520973762	0.0925145692636669	0.00567883469839726	0.020257378070404	0.00448862271038239	0.0115667124683781	0.0166254225485487
OM4_H_4A_3	0.048905641130867	0.0425717997424799	0.0553934355932748	0.0302554913450109	0.0159454860658504	0.050027641168125	0.038809338445403	0.0453735233989885	0.0341949460353778	0.0204826377821459	0.00712377856721272	0.0494067026471592	0.0170471235749688	0.0443513568404352	0.0487956854993544	0.0699179700865791	0.0363286726859346	0.0333117107111143	0.0541043979029764	0.0519193608886295	0.0338425922666997	0.00875972044762019	0.0414661418617861	0.0235088532507288	0.0203059490636873	0.0435752298286262	0.0227823714632255	0.0320208915236676	0.0228236757747397	0.00980898022479757	0.00499311303033392	0.0439673216578148	0.0436944737585381	0.0299486306383002	0.0131231086186672	0.032587151734214	0.00367045058159323	0.0609482649303275	0.0286568906844397	0.0246958136683265	0.0112485643541626	0.0164069935350239	0.0198323836054129	0.0203328583043142	0.018234164695233	0.0224449238714719	0.0226610610316696	0.0236347657804824	0.0515000589468613	0.0262740513695784	0	0.0219346210346388	0.0980939320847378	0.0206850688196093	0.0461514723319347	0.0307588601774057	0.0368617375522182	0.0428518689360898
OM4_H_4B_2	0.0275086837233729	0.0644767437080706	0.0347922482564824	0.00883097637824969	0.00607104822040541	0.0288618774316098	0.0174254073013341	0.0243762914108824	0.0134022471613143	0.0096735934169358	0.0210863900868507	0.0282846745891884	0.00806898408388853	0.0232562413358564	0.0282278327731228	0.0484947794028112	0.01572049905255	0.0138536612297066	0.0326869117694708	0.0300562915025813	0.0120136015012157	0.0135173093618	0.063310100996888	0.0160985645513736	0.00266826277839689	0.0221731384620676	0.00546955361425242	0.0118319714293666	0.0396449671474212	0.0121381428128493	0.0268028621632485	0.0229749991815097	0.0224239723968472	0.0091741771167346	0.00883546401947327	0.0113661428289915	0.0187490754953401	0.0396902342876508	0.00818299655668192	0.0036546219442814	0.0120115463885578	0.00851084886285682	0.004458811942219	0.00945143894098058	0.00384785903451588	0.00535923865141643	0.00299493976752349	0.00464455136592603	0.0303398012661998	0.00585862520973762	0.0219346210346388	0	0.0894491605141652	0.00457346175837926	0.0242871082258057	0.00974645361246395	0.0173724446917354	0.0213027873482605
OM4_H_4B_3	0.0934480473226663	0.125106954356229	0.100505888431025	0.0907983205460507	0.0921691934155729	0.0953417474184042	0.0917617079866085	0.09508731708189	0.0933728680240682	0.0990644643575278	0.103191957512681	0.0954506910272348	0.0965480712506799	0.0943204306252726	0.0982481379317042	0.0996900988356529	0.0944310421908161	0.0965063127005812	0.094536426695889	0.088418158536983	0.0886316217416943	0.0959372592615473	0.120829577283106	0.0763785410480763	0.0918960759293275	0.0923712715032607	0.0946228633901665	0.0944629134446965	0.120729584705925	0.0940226014521985	0.0995091261261498	0.0947560746436756	0.0932022196755638	0.0926030609125773	0.0928584586142204	0.0917126036928509	0.0950625428203382	0.0980396094711758	0.0929913008767644	0.0911568155677259	0.0969372919893755	0.0967037174485324	0.0937216878660869	0.0988335349687085	0.0915092383793512	0.094606820435183	0.0921125782343389	0.0933682370730283	0.095789301399281	0.0925145692636669	0.0980939320847378	0.0894491605141652	0	0.0939937096077299	0.08800255758535	0.0921232076731702	0.0977371964529533	0.0912453234853864
OM4_H_4E_1	0.0282680142706687	0.0628630029931625	0.0347994005898203	0.0098475049856517	0.00550296576600619	0.0293586128934193	0.0182072112514232	0.0247001935886145	0.0135168105573429	0.00510030726310022	0.0184384912628964	0.0287361676927374	0.00434581193214956	0.0236785021364684	0.0281847669378473	0.0492827648402539	0.0156564003576812	0.0128328554071105	0.0334657897165917	0.0316440719399386	0.0137430515322267	0.0119274019074219	0.0620384703013156	0.01993769191562	0.00221900310685389	0.0229528469327929	0.00223413914087366	0.0113605807627215	0.0362657497129256	0.0111461486731855	0.0256736154890286	0.0232927115659618	0.0230406965182481	0.00930184785264641	0.00806074556484191	0.0120035187444796	0.0179889931349269	0.0402893473348305	0.00798994126927585	0.0046493591666245	0.00968923078275838	0.00495611891658953	0.000928384058047009	0.00487847940409724	0.00386883583163133	0.00190756788702893	0.00257830988414996	0.002973687339038	0.0308315212752125	0.00567883469839726	0.0206850688196093	0.00457346175837926	0.0939937096077299	0	0.0259138036705014	0.0101482370185096	0.0164482570307152	0.0222932552465148
OM4_H_4E_2	0.0059050479042187	0.0885824725553252	0.0144199452394624	0.0160690014151963	0.0302157811913496	0.00796222324097303	0.00837028458601493	0.00726214757648259	0.0132625352352284	0.0284587122171122	0.0443158106772389	0.00784855086376597	0.0301491758531005	0.00676351829137725	0.0103514136410325	0.0247620136260429	0.0120508552034434	0.0159076720180779	0.009732176546642	0.00577427096470546	0.0123182455246285	0.0375446619808515	0.0875223212684739	0.0336405952204495	0.025895790217849	0.00523230851790867	0.0241663235160024	0.0157422264693369	0.0612720995713427	0.0363516500123323	0.0510551015296148	0.00733312878875374	0.00594042988237174	0.0168226308481173	0.0330394950676627	0.0140598174042035	0.0430265837047386	0.0166406891489724	0.0181578667902535	0.0215312087112657	0.0355578643259085	0.0307940349487645	0.0266458543173794	0.0284424243089319	0.0279276596031104	0.0244714382087039	0.0236326605996314	0.0229745443708901	0.00896236520569195	0.020257378070404	0.0461514723319347	0.0242871082258057	0.08800255758535	0.0259138036705014	0	0.0159092490282972	0.0141697665054041	0.00474787828011389
OM4_H_4F_1	0.01816034998005	0.0729899610509559	0.0250949750527582	0.0014522718195924	0.0150028011332672	0.0193436455066308	0.00806399296937245	0.0147537533089185	0.00365607252237282	0.0126653304431132	0.0284498275557885	0.0187396425796642	0.0142825605753445	0.0136752749296869	0.0185065903285521	0.0392042641860672	0.00597733090616377	0.00498959520412137	0.023365183743513	0.0215833006735193	0.00450940657758397	0.0220232634029081	0.0721441182594008	0.0240337041445303	0.0105597398759924	0.0128253693351894	0.008276227980754	0.00265570764654123	0.0455262405436128	0.0210620805189006	0.0357327867220452	0.0133431633056349	0.0129550890544899	0.000929834909356931	0.0178078398760895	0.00186328204174131	0.0278915298503221	0.0302590847103297	0.00225041514068966	0.00626113852469697	0.0198353673962545	0.0149339615153906	0.010953974631544	0.0126246506350616	0.012779699630618	0.00858942631327667	0.00813622831469146	0.00717489704212096	0.0208233444965012	0.00448862271038239	0.0307588601774057	0.00974645361246395	0.0921232076731702	0.0101482370185096	0.0159092490282972	0	0.00801270704479817	0.0121463056977349
OM4_H_4F_2	0.0136309659809651	0.0782572925704754	0.0186421712852701	0.00936263831319991	0.021850413591248	0.0140742870961866	0.00654015854693962	0.00948531408638009	0.00490122132981701	0.0168408377812102	0.0333876116757406	0.0134089977972079	0.0198276122169458	0.00883589817465277	0.0121221252849765	0.033846422196704	0.00331925603318309	0.00362229075163155	0.0184781141191978	0.0188287854980464	0.00951658174840782	0.0281588349641204	0.0778018231614892	0.032028314097622	0.0175564647159661	0.00923966908656212	0.0142357318527709	0.0055649298851448	0.0486186424164192	0.0275645479500438	0.0418409828726664	0.00826040233504369	0.00883477382011691	0.00831902561790386	0.0245033552352722	0.00714821046637763	0.0343782633180003	0.0247415848853748	0.00919067056383637	0.0137250196079443	0.0256301743823513	0.0204740113666094	0.0173657490850674	0.0169207725463789	0.0198164089189986	0.0145728408996024	0.0151575194768276	0.0137243057159816	0.0154483562046422	0.0115667124683781	0.0368617375522182	0.0173724446917354	0.0977371964529533	0.0164482570307152	0.0141697665054041	0.00801270704479817	0	0.00942566513004217
OM4_H_4F_3	0.00624790491638794	0.0851027957672227	0.0143436660738503	0.0126164042033301	0.0269905171624238	0.00784440476587722	0.00411188628943798	0.00438084594892693	0.0090389515917017	0.0243443710279066	0.0405233024165349	0.00736970249717374	0.0263902940093519	0.00330268826727654	0.00855563804351339	0.0272084571268248	0.00750184321560164	0.0113579995198634	0.011392417356462	0.00974911667957581	0.00943302898767462	0.0341407993103781	0.0842341213115441	0.0325740365976437	0.0225723403281281	0.00129488625970685	0.0203816278530142	0.0114956814695172	0.0570207184294119	0.0331057150606839	0.047809631123918	0.00359819093843211	0.00207306492473042	0.0130070935765394	0.0298175069669935	0.0102929730885208	0.0398930236579664	0.0184320987471008	0.0143382771539205	0.0181866375310265	0.0319781997668658	0.027045337643395	0.0230919202466928	0.0243516552383662	0.024721647321881	0.0207031238914723	0.0201999009053603	0.0193204652303371	0.00927442219816856	0.0166254225485487	0.0428518689360898	0.0213027873482605	0.0912453234853864	0.0222932552465148	0.00474787828011389	0.0121463056977349	0.00942566513004217	0
