	OM3_B_B_1	OM3_B_B_2	OM3_B_B_3	OM3_C_7A_1	OM3_C_7A_2	OM3_C_7A_3	OM3_C_7B_2	OM3_C_7B_3	OM3_C_7C_2	OM3_C_7C_3	OM3_C_7G_1	OM3_C_7G_2	OM3_C_7G_3	OM3_C_7H_1	OM3_C_7H_2	OM3_C_7H_3	OM3_C_8A_1	OM3_C_8A_2	OM3_C_8A_3	OM3_C_8B_1	OM3_C_8B_2	OM3_C_8B_3	OM3_C_8C_1	OM3_C_8C_2	OM3_C_8C_3	OM3_C_8E_1	OM3_C_8E_2	OM3_C_8F_1	OM3_C_8F_2	OM3_C_8F_3	OM3_C_9A_1	OM3_C_9A_3	OM3_C_9C_2	OM3_C_9C_3	OM3_C_9D_1	OM3_C_9D_2	OM3_C_9D_3	OM3_C_9E_1	OM3_C_9E_2	OM3_C_9F_1	OM3_C_9F_2	OM3_C_9F_3	OM3_C_9G_2	OM3_C_9G_3	OM3_C_9H_1	OM3_C_9H_2	OM3_C_9H_3	OM3_H_3C_1	OM3_H_3C_2	OM3_H_3D_2	OM3_H_3D_3	OM3_H_3E_1	OM3_H_3E_3	OM3_H_3F_1	OM3_H_3F_2	OM3_H_3G_1	OM3_H_3G_2	OM3_H_3G_3	OM3_H_3H_1	OM3_H_3H_3
OM3_C_9H_1	0.00964951478917872	0.00155037231786135	0.00893325133557263	0.00408136060838882	0.00219351020273656	0.0153338116728278	0.00655253132746353	0.0031720581267938	7.01701938905212e-05	0.00254996081199187	0.00599057186931711	0.00817210435064683	0.00235978371059364	0.00227787849408507	0.00546806310540651	0.00534264517973149	0.0281400444983123	0.028097780223597	0.0302920932897738	0.00719820382677831	0.0100749622197834	0.00280795184220538	0.0210076259993705	0.00165466623201873	0.0010156539262941	0.0155886500051824	0.000551995624478937	0.00286301019051817	0.00416006089356036	0.00952040779037235	0.00136118099780652	0.000885454300421457	0.00247500596252651	0.0145850720009922	0.0174956805783823	0.0271313662166079	0.022057104916361	0.0121797964445136	0.0289751403813329	0.000997580089772144	0.00204003732911855	0.00357907795440489	0.00105162939223924	0.00324575865992504	0	0.00848127904169121	0.00360345830940371	0.00505631106559557	0.00312519170674974	0.0166004407296948	0.0315961938859855	0.00896765787095526	0.0244114976327476	0.00423035982763179	0.00218491107748338	0.00876219882208092	0.00316257523915115	0.00363702779220356	0.0173931666288058	0.00999337256338232
OM3_C_9H_2	0.00116826893056176	0.0100316055299367	0.017414071564767	0.00439997131929324	0.00628780946512612	0.00685284180413291	0.0150335199238191	0.0116532282235926	0.00841111058670255	0.0110311569558205	0.0144715953177686	0.0166529820556948	0.0108409873611106	0.0107590853118141	0.00301326445389403	0.0138237064948652	0.0366182754563095	0.0365760192944447	0.0387698969997593	0.00128310240715693	0.00159373043999043	0.0112891374613107	0.0125271209861217	0.00682664608397814	0.00746564745282012	0.00710769695819394	0.00792929631192161	0.0113441935126665	0.0126411849262541	0.0180011813391263	0.00712012659399784	0.00936670890441447	0.0109562050904984	0.023065358088873	0.0090148655268434	0.0186515751339936	0.0135767066138644	0.00369864997841315	0.0204956074051812	0.00748372094498698	0.0105212531195471	0.00490225276150221	0.00742967266654146	0.00523557043149023	0.00848127904169121	0	0.00487787249962332	0.0135373883244102	0.0116063638453841	0.0250804905115381	0.0400737251733347	0.0174484754210461	0.0328904031789627	0.0127114803630504	0.0106661214421983	0.000280927026757113	0.00531875334478675	0.0121181769286335	0.00891234361572052	0.0184741070258351
OM3_C_9H_3	0.00604612947560831	0.005153820617827	0.012536569216015	0.00047790474086919	0.00140995197917907	0.011730578304064	0.0101559062201407	0.00677548950754639	0.0035332884260703	0.00615339946302838	0.00959395814121975	0.0117754420084294	0.00596322439040998	0.0058813200197178	0.00186461755804031	0.00894604358698459	0.0317423792107214	0.031700118126199	0.0338942595443716	0.00359477790027249	0.00647158548439405	0.00641138759600073	0.0174046247345873	0.00194879611531144	0.00258780767458076	0.0119854253380624	0.00305146479442173	0.00646644530440264	0.00776347873196414	0.0131237094186097	0.00224228113370643	0.00448890763116251	0.00607844542402011	0.0181881973974004	0.0138925261735247	0.0235287055897553	0.0184541553868268	0.00857646880119314	0.0253726006408911	0.00260588147507152	0.00564348121551118	2.43804634598975e-05	0.00255183227778866	0.000357701103137576	0.00360345830940371	0.00487787249962332	0	0.0086597144998068	0.00672862366902725	0.0202034780058006	0.035198252310325	0.0125709748229672	0.0280140962979816	0.00783377660911382	0.00578835354277514	0.00515879707323915	0.000440884816075719	0.00724045310488302	0.0137900082160911	0.0135966604693203
OM3_H_3C_1	0.0147055765009854	0.00350594831308573	0.00387700128791829	0.00913760609517882	0.00724979329788003	0.020389573681045	0.00149623752805993	0.00188426345951681	0.00512648062654613	0.00250636150227782	0.000934270659446821	0.00311583813971463	0.00269653855430269	0.00277844371032782	0.0105242729957347	0.000286336807635129	0.0230848820040142	0.0230426138942021	0.0252371345261352	0.012254359842987	0.015131005418932	0.00224837033556565	0.0260629760571581	0.0067109577649498	0.00607195414316428	0.0206443959270468	0.00560830124380059	0.00219331192771127	0.000896256735887028	0.0044641716089597	0.00641747669728745	0.00417086326358817	0.0025813163474747	0.00952900602451621	0.0225512989063715	0.0321861452999485	0.0271123664334776	0.0172357387241974	0.034029721865759	0.00605388053140702	0.00301628456579643	0.00863533466934655	0.00610792915836591	0.00830202233692557	0.00505631106559557	0.0135373883244102	0.0086597144998068	0	0.00193112998188987	0.0115444677429428	0.0265413666543653	0.00391140860227199	0.0193560213689121	0.000825957389201787	0.002871411029673	0.0138182971025776	0.00821884059278541	0.0014192923601812	0.022448792139405	0.00493714843699983
OM3_H_3C_2	0.0127745726432163	0.00157482204375993	0.00580811611026457	0.00720652035618842	0.00531868922975828	0.0184586962164236	0.00342736405898382	4.68665821639389e-05	0.0031953616568434	0.000575232490057917	0.00286539884001575	0.0050469575362807	0.000765409960409768	0.00084731531160931	0.00859320376450462	0.00221746636246421	0.0250156217650365	0.0249733550314091	0.0271678009843041	0.0103233148210816	0.0132000095247563	0.000317240833363401	0.0241322678220133	0.00477984934225533	0.00414084106142694	0.0187135251407554	0.0036771851246664	0.000262182332501961	0.00103487386990515	0.006395282368841	0.00448636606674868	0.00223973956258189	0.000650187494338872	0.0114600624155663	0.0206204808507917	0.0302556679558036	0.0251816942129438	0.0153047857916992	0.0320993238458843	0.00412276732588174	0.00108515678495229	0.00670424358701224	0.00417681632438346	0.00637092789545049	0.00312519170674974	0.0116063638453841	0.00672862366902725	0.00193112998188987	0	0.013475492850064	0.0284719856071069	0.00584252319939378	0.0212868731524595	0.00110517320665165	0.000940282863441104	0.0118872774154071	0.0062877453362181	0.000511838110365183	0.0205179711256522	0.00686825558624408
OM3_H_3D_2	0.0262484920541357	0.0150502034697267	0.00766758639462402	0.0206813132244011	0.018793712469118	0.0319314255548207	0.0100482908457819	0.0134286292278773	0.016670604154547	0.014050687336443	0.0106102370550418	0.00842873554778287	0.0142408515599036	0.0143227511014128	0.0220678061870066	0.01125814393216	0.0115414939212002	0.0114992198758741	0.0136940680030934	0.0237976544372933	0.026673850294289	0.013792713108256	0.0376035091268113	0.018254932219312	0.0176159911402905	0.0321861940733099	0.0171523815710354	0.0137376582461036	0.012440679534338	0.00708042367796025	0.0179614802828265	0.0157150669623563	0.0141256371601597	0.00201553930055158	0.0340926785507478	0.0437249671294997	0.0386526274436756	0.0287782126578141	0.0455679699681337	0.0175979192498789	0.014560575347729	0.0201791010023752	0.0176519627213969	0.0198458268426301	0.0166004407296948	0.0250804905115381	0.0202034780058006	0.0115444677429428	0.013475492850064	0	0.0149985134593435	0.00763317960256594	0.00781216581721503	0.0123703839464788	0.0144157119826534	0.0253613554070358	0.0197626544860999	0.0129636859452788	0.0339901950183634	0.0066074509532619
OM3_H_3D_3	0.0412413213916826	0.0300463362414526	0.0226651831839759	0.0356759475835473	0.033788885838366	0.0469220813391519	0.0250454776938534	0.0284251323021824	0.0316663395378883	0.0290470515967769	0.0256073184985573	0.023426207717364	0.0292371725797656	0.0293190533824822	0.0370620210634819	0.0262550997544895	0.00345723118386015	0.00349950702972511	0.00130454027735537	0.0387913179879927	0.0416665285132534	0.0287891354256939	0.0525916627821788	0.0332502526480201	0.0326114820561403	0.0471767445965903	0.0321479935332125	0.0287340928638314	0.0274373947812871	0.0220781124590587	0.032956879539649	0.0307110399889211	0.0291219844230277	0.0170138716000968	0.049082420104856	0.0587100481169774	0.0536402819214556	0.0437701157034175	0.0605520502392729	0.0325934149260846	0.0295568228179889	0.0351738823827257	0.0326474441517963	0.0348407043423782	0.0315961938859855	0.0400737251733347	0.035198252310325	0.0265413666543653	0.0284719856071069	0.0149985134593435	0	0.0226307818820066	0.00718664509302433	0.0273671139022558	0.0294119929093866	0.040354493892397	0.0347575557936781	0.0279602901388723	0.0489799810133882	0.0216052112113197
OM3_H_3E_1	0.0186166125329518	0.00741732146531591	3.44074976677445e-05	0.0130488522994943	0.0111610916613656	0.0243003084965153	0.00241517600465628	0.00579565717070416	0.00903782608480622	0.00641774817331267	0.00297714173738733	0.000795573845756626	0.00660792286283878	0.00668982697103753	0.014435474722728	0.003625073210418	0.0191740800019574	0.0191318094407158	0.021326463893341	0.0161654987611741	0.0190420219355271	0.00615976005407697	0.0299733230273486	0.0106222692400448	0.00998328014455249	0.0245551151899829	0.0095196370903885	0.006104702273207	0.00480765946162855	0.00055276637534391	0.0103287949818215	0.00808222591713832	0.00649270209910183	0.00561767056957127	0.0264618962086862	0.036095976029935	0.0310226321261977	0.021146651478036	0.0379393773181225	0.00996520692751772	0.00692766468028446	0.0125465956961542	0.0100192543714144	0.0122132928219468	0.00896765787095526	0.0174484754210461	0.0125709748229672	0.00391140860227199	0.00584252319939378	0.00763317960256594	0.0226307818820066	0	0.0154450221188222	0.00473736065505365	0.00678279307890966	0.0177293722577253	0.0121301133911497	0.00533069064502502	0.02635939624799	0.00102574674865163
OM3_H_3E_3	0.0340582166502472	0.0228614274319456	0.0154794267329688	0.0284918680668666	0.0266045107538255	0.0397401300382064	0.0178599648193689	0.0212400139765888	0.0244816531881256	0.0218620120936647	0.0184218672560804	0.0162405260554777	0.0220521575581239	0.0221340489600437	0.0298781699286399	0.0190697215316032	0.00372944676149313	0.00368717093994782	0.00588212438148125	0.0316077651747059	0.0344835045694434	0.021604062999721	0.045411021909449	0.0260657964497199	0.0254269315369662	0.0399948487464151	0.024963375847843	0.0215490134547075	0.0202521552396969	0.0148923002979632	0.0257723797695136	0.0235262208735434	0.021936954547313	0.00982765072012788	0.0419009493846702	0.0515309995811909	0.0464599008306532	0.0365875046701157	0.0533735172787791	0.0254088617686737	0.0223718493637115	0.0279897224983401	0.0254628988887912	0.0276564918169652	0.0244114976327476	0.0328904031789627	0.0280140962979816	0.0193560213689121	0.0212868731524595	0.00781216581721503	0.00718664509302433	0.0154450221188222	0	0.0201818659214946	0.0222270005582216	0.0331712235225131	0.0275733302171913	0.0207751141603019	0.0417984869835503	0.0144193554312943
OM3_H_3F_1	0.0138796777306264	0.00267999362655538	0.00470295342607733	0.00831167053419245	0.00642384929727985	0.0195637307749452	0.00232219391707989	0.00105830664410081	0.00430052957735372	0.00168040532467982	0.00176022757535433	0.00394179199228536	0.00187058261614393	0.0019524878817053	0.00969834493600588	0.00111229410530492	0.0239106798267677	0.023868412292155	0.0260629016791045	0.0114284426875974	0.0143051101898153	0.00142241386639556	0.0252372073314967	0.0058850117305373	0.00524600591290061	0.0198185559581997	0.00478235156700459	0.00136735540132188	7.02993647986133e-05	0.00529012219627762	0.00559152962526289	0.00334490988694878	0.00175536026173593	0.0103549349679213	0.0217254820959597	0.0313604772677944	0.0262866134441806	0.0164098625386167	0.0332040883445459	0.00522793224246225	0.00219032907706946	0.00780939666330386	0.00528198104549124	0.00747608278820681	0.00423035982763179	0.0127114803630504	0.00783377660911382	0.000825957389201787	0.00110517320665165	0.0123703839464788	0.0273671139022558	0.00473736065505365	0.0201818659214946	0	0.00204545533002362	0.0129923912799838	0.00739290066899856	0.000593335213355647	0.0216229740312423	0.00576309763037979
OM3_H_3F_2	0.0118343391831131	0.000634539507382084	0.00674838613179517	0.00626625225996166	0.00437841398350803	0.0175185189602568	0.00436764201972274	0.000987149430013344	0.00225508115106664	0.000365050442130773	0.00380567813230722	0.00598723050060852	0.000174872946704729	9.29675771589257e-05	0.00765294240267021	0.00315774693301488	0.0259556911288944	0.0259134251049652	0.0281078326392146	0.00938306362102208	0.0122597795425233	0.000623042094818774	0.0231921676422919	0.00383957248228248	0.0032005625336852	0.017773350897124	0.00273690555389158	0.000678100588992589	0.00197515606414998	0.00733554986034484	0.00354608840767091	0.00129945765151049	0.000290095431111113	0.0124002986741683	0.0196803304925484	0.0293156744617103	0.02424161058519	0.0143645747508736	0.0311593672499333	0.00318248875484242	0.000144873972848133	0.00576397336119843	0.00323653788343534	0.00543065634734489	0.00218491107748338	0.0106661214421983	0.00578835354277514	0.002871411029673	0.000940282863441104	0.0144157119826534	0.0294119929093866	0.00678279307890966	0.0222270005582216	0.00204545533002362	0	0.010947037081468	0.00534747346945438	0.00145212073045267	0.0195778194232324	0.00780852087508851
OM3_H_3G_1	0.000887342004965624	0.0103125224679629	0.017694968519563	0.00468089633829682	0.00656873246511025	0.00657191916443042	0.0153144244876976	0.0119341416859419	0.0086920304846442	0.0113120718122572	0.0147525015158492	0.0169338815639299	0.0111219026286272	0.0110400007541931	0.00329419051295303	0.0141046145004307	0.0368990702855147	0.0368568144282851	0.0390506758493035	0.00156402923815985	0.00131280361736792	0.0115700517487842	0.0122462088993261	0.00710756838008575	0.00774656884075406	0.00682677465804111	0.00821021699097928	0.0116251076770383	0.0129220960190571	0.0182820762466029	0.00740104848289861	0.009647627118969	0.0112371201097897	0.0233462325296601	0.00873394616892887	0.0183706814702944	0.0132957971659316	0.0034177241834035	0.0202147207188691	0.00776464230606889	0.0108021690622753	0.00518317731119908	0.0077105941077087	0.00551649464260183	0.00876219882208092	0.000280927026757113	0.00515879707323915	0.0138182971025776	0.0118872774154071	0.0253613554070358	0.040354493892397	0.0177293722577253	0.0331712235225131	0.0129923912799838	0.010947037081468	0	0.00559967746803084	0.0123990892996099	0.0086314240816175	0.0187550002350359
OM3_H_3G_2	0.0064870082893151	0.00471293952326849	0.0120957076539432	0.00091878948947329	0.000969067372436793	0.0121714412797412	0.00971503652980467	0.00633461126860503	0.00309240528380695	0.00571252003320832	0.00915308678647722	0.0113345776580611	0.00552234462025073	0.00544044010639412	0.00230550171589443	0.00850517043368293	0.0313016472239818	0.0312593857287501	0.0334535492061795	0.00403566049559792	0.00691246345460341	0.00597050864564014	0.0178454620578083	0.00150791174938957	0.00214692370955851	0.0124262873724455	0.00261058119861728	0.0060255664590059	0.00732260262849606	0.0126828501292761	0.00180139693636477	0.00404802559897865	0.00563756585876186	0.0177473621212773	0.0143333805343244	0.0239695041960537	0.0188949868877906	0.0090173417843175	0.0258133853472207	0.00216499752321548	0.00520260089814868	0.000416504353477489	0.00211094828690642	8.31837174774295e-05	0.00316257523915115	0.00531875334478675	0.000440884816075719	0.00821884059278541	0.0062877453362181	0.0197626544860999	0.0347575557936781	0.0121301133911497	0.0275733302171913	0.00739290066899856	0.00534747346945438	0.00559967746803084	0	0.00679957583358945	0.0142308630176413	0.0131558030878877
OM3_H_3G_3	0.0132863805562266	0.00208665956855259	0.00529628348751305	0.00771834856338501	0.00583052181746288	0.0189704720658937	0.00291552773057074	0.000464971532499665	0.00370719765694807	0.0010870704888606	0.00235356193217579	0.00453512350856943	0.00127724789654605	0.00135915321676515	0.00910502794713695	0.00170562892644875	0.0245038934052637	0.0244616262962218	0.0266560925960844	0.0108351330246924	0.0137118154346186	0.000829078896683162	0.02464400025023	0.00529168294778209	0.00465267574016623	0.0192252992845296	0.00418902049113988	0.000774020406797454	0.000523035856085883	0.00588345097136417	0.00499820018321022	0.0027515765748791	0.0011620254699057	0.0109482467094584	0.0211322415000903	0.0307673407310799	0.0256934173603774	0.0158165808467479	0.0326109760608855	0.00463460203283022	0.00159699458654416	0.00721607308337578	0.00468865094652872	0.0068827581978305	0.00363702779220356	0.0121181769286335	0.00724045310488302	0.0014192923601812	0.000511838110365183	0.0129636859452788	0.0279602901388723	0.00533069064502502	0.0207751141603019	0.000593335213355647	0.00145212073045267	0.0123990892996099	0.00679957583358945	0	0.0210297325331191	0.00635642526539131
OM3_H_3H_1	0.00774410263927183	0.0189433616232851	0.0263249970544216	0.0133121339077284	0.0151998576662146	0.00205954541204232	0.0239447501930907	0.02056483083968	0.017323003773107	0.0199428203743434	0.0233828923969865	0.0255640088140926	0.0197526688884418	0.0196707745691693	0.0119254970170389	0.0227350781726792	0.045525451059183	0.0454832056805291	0.0476765087092775	0.0101954055984555	0.00731864921451009	0.0202007759554546	0.00361491724912661	0.0157386575895268	0.0163776131117078	0.0018046862832028	0.0168412271224723	0.0202558266342446	0.0215526860467433	0.0269120262505471	0.0160321173570033	0.0182785232157421	0.0198678756730377	0.0319754189805783	0.00010252476619129	0.00973979263788734	0.00466455861310071	0.00521375321507384	0.0115839971438631	0.0163956852703695	0.0194329645881851	0.0138143870691977	0.0163416409736706	0.0141476851101695	0.0173931666288058	0.00891234361572052	0.0137900082160911	0.022448792139405	0.0205179711256522	0.0339901950183634	0.0489799810133882	0.02635939624799	0.0417984869835503	0.0216229740312423	0.0195778194232324	0.0086314240816175	0.0142308630176413	0.0210297325331191	0	0.0273848854726292
OM3_H_3H_3	0.0196422286842248	0.00844304580685646	0.00106015423207087	0.0140745333990844	0.0121867897744006	0.025325835628135	0.00344091977712694	0.00682138976983684	0.0100635402999591	0.00744347782671214	0.00400288421865303	0.00182132007531493	0.00763365156056388	0.00771555524922661	0.0154611417091428	0.00465081392259662	0.0181484584603914	0.0181061873308488	0.0203008730060668	0.0171911462211309	0.0200676322181232	0.00718549096266315	0.0309987384524515	0.0116479717435607	0.0110089875865667	0.0255806377937658	0.010545347933524	0.0071304334434795	0.00583339617108135	0.000472980466862637	0.0113544997896204	0.00910794633037533	0.00751843137893267	0.00459193307404098	0.0274873834677724	0.0371212453024568	0.0320480243893517	0.0221722308354321	0.0389645973860136	0.0109909145049705	0.00795339171303526	0.0135722815701082	0.0110449615431312	0.0132389817650701	0.00999337256338232	0.0184741070258351	0.0135966604693203	0.00493714843699983	0.00686825558624408	0.0066074509532619	0.0216052112113197	0.00102574674865163	0.0144193554312943	0.00576309763037979	0.00780852087508851	0.0187550002350359	0.0131558030878877	0.00635642526539131	0.0273848854726292	0
